"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
11,49.9,49.9,50.1,"Ottenbach ZH","In Ottenbach wird die Ernährungsinitiative mit 50,1 Prozent abgelehnt. Sowohl Ottenbach als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/28/CHE_Ottenbach_COA.svg/250px-CHE_Ottenbach_COA.svg.png"
12,53.6,53.6,46.4,"Rifferswil ZH","Die Ernährungsinitiative ist in Rifferswil mit 53,6 Prozent der Stimmen angenommen worden. Rifferswil sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fa/CHE_Rifferswil_COA.svg/250px-CHE_Rifferswil_COA.svg.png"
13,39.2,39.2,60.8,"Stallikon ZH","In Stallikon hat die Ernährungsinitiative keine Mehrheit gefunden: 60,8 Prozent lehnen die Vorlage ab. Sowohl Stallikon als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/CHE_Stallikon_COA.svg/250px-CHE_Stallikon_COA.svg.png"
14,24.4,24.4,75.6,"Wettswil am Albis ZH","Nein zur Ernährungsinitiative in Wettswil am Albis: 75,6 Prozent. Sowohl Wettswil am Albis als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/CHE_Wettswil_am_Albis_COA.svg/250px-CHE_Wettswil_am_Albis_COA.svg.png"
22,45.6,45.6,54.4,"Benken ZH","In Benken ZH hat die Ernährungsinitiative keine Mehrheit gefunden: 54,4 Prozent lehnen die Vorlage ab. Sowohl Benken ZH als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/CHE_Benken_COA.svg/250px-CHE_Benken_COA.svg.png"
23,83,83,17,"Berg am Irchel ZH","83 Prozent der Stimmbürgerinnen und Stimmbürger in Berg am Irchel sagen Ja zur Ernährungsinitiative. Berg am Irchel sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Berg_am_Irchel_COA.svg/250px-CHE_Berg_am_Irchel_COA.svg.png"
24,61.1,61.1,38.9,"Buch am Irchel ZH","In Buch am Irchel ist die Ernährungsinitiative mit 61,1 Prozent der Stimmen angenommen worden. Buch am Irchel sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/CHE_Buch_am_Irchel_COA.svg/250px-CHE_Buch_am_Irchel_COA.svg.png"
25,39.3,39.3,60.7,"Dachsen ZH","In Dachsen hat die Ernährungsinitiative keine Mehrheit gefunden: 60,7 Prozent lehnen die Vorlage ab. Sowohl Dachsen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_Dachsen_COA.svg/330px-CHE_Dachsen_COA.svg.png"
26,77.2,77.2,22.8,"Dorf ZH","Dorf hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 77,2 Prozent. Dorf sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Dorf_COA.svg/250px-CHE_Dorf_COA.svg.png"
27,40,40,60,"Feuerthalen ZH","In Feuerthalen findet die Ernährungsinitiative mit 60 Prozent keine Mehrheit. Sowohl Feuerthalen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Feuerthalen_COA.svg/250px-CHE_Feuerthalen_COA.svg.png"
28,77.1,77.1,22.9,"Flaach ZH","Die Ernährungsinitiative ist in Flaach mit 77,1 Prozent der Stimmen angenommen worden. Flaach sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Flaach_COA.svg/250px-CHE_Flaach_COA.svg.png"
29,35.4,35.4,64.6,"Flurlingen ZH","In Flurlingen findet die Ernährungsinitiative mit 64,6 Prozent keine Mehrheit. Sowohl Flurlingen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Flurlingen_COA.svg/250px-CHE_Flurlingen_COA.svg.png"
31,31.7,31.7,68.3,"Henggart ZH","In Henggart findet die Ernährungsinitiative mit 68,3 Prozent keine Mehrheit. Sowohl Henggart als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/CHE_Henggart_COA.svg/250px-CHE_Henggart_COA.svg.png"
33,98.2,98.2,1.8,"Kleinandelfingen ZH","Die Ernährungsinitiative ist in Kleinandelfingen mit 98,2 Prozent der Stimmen angenommen worden. Kleinandelfingen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Kleinandelfingen_COA.svg/250px-CHE_Kleinandelfingen_COA.svg.png"
34,26.7,26.7,73.3,"Laufen-Uhwiesen ZH","In Laufen-Uhwiesen findet die Ernährungsinitiative mit 73,3 Prozent keine Mehrheit. Sowohl Laufen-Uhwiesen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/CHE_Laufen-Uhwiesen_COA.svg/250px-CHE_Laufen-Uhwiesen_COA.svg.png"
35,7.7,7.7,92.3,"Marthalen ZH","In Marthalen wird die Ernährungsinitiative mit 92,3 Prozent abgelehnt. Sowohl Marthalen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Marthalen_COA.svg/250px-CHE_Marthalen_COA.svg.png"
37,53.4,53.4,46.6,"Ossingen ZH","In Ossingen wird die Ernährungsinitiative mit 53,4 Prozent angenommen. Ossingen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Ossingen_COA.svg/250px-CHE_Ossingen_COA.svg.png"
38,34.5,34.5,65.5,"Rheinau ZH","Nein zur Ernährungsinitiative in Rheinau: 65,5 Prozent. Sowohl Rheinau als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/CHE_Rheinau_COA.svg/250px-CHE_Rheinau_COA.svg.png"
39,78,78,22,"Thalheim an der Thur ZH","Die Ernährungsinitiative ist in Thalheim an der Thur mit 78 Prozent der Stimmen angenommen worden. Thalheim an der Thur sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/CHE_Thalheim_COA.svg/250px-CHE_Thalheim_COA.svg.png"
40,23.1,23.1,76.9,"Trüllikon ZH","In Trüllikon hat die Ernährungsinitiative keine Mehrheit gefunden: 76,9 Prozent lehnen die Vorlage ab. Sowohl Trüllikon als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Tr%C3%BCllikon_COA.svg/250px-CHE_Tr%C3%BCllikon_COA.svg.png"
41,95.2,95.2,4.8,"Truttikon ZH","In Truttikon wird die Ernährungsinitiative mit 95,2 Prozent angenommen. Truttikon sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Truttikon_COA.svg/250px-CHE_Truttikon_COA.svg.png"
43,57.1,57.1,42.9,"Volken ZH","Volken hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 57,1 Prozent. Volken sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Volken_COA.svg/250px-CHE_Volken_COA.svg.png"
51,53.3,53.3,46.7,"Bachenbülach ZH","In Bachenbülach ist die Ernährungsinitiative mit 53,3 Prozent der Stimmen angenommen worden. Bachenbülach sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Bachenb%C3%BClach_COA.svg/250px-CHE_Bachenb%C3%BClach_COA.svg.png"
52,49,49,51,"Bassersdorf ZH","In Bassersdorf hat die Ernährungsinitiative keine Mehrheit gefunden: 51 Prozent lehnen die Vorlage ab. Sowohl Bassersdorf als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/CHE_Bassersdorf_COA.svg/250px-CHE_Bassersdorf_COA.svg.png"
53,55.9,55.9,44.1,"Bülach ZH","In Bülach wird die Ernährungsinitiative mit 55,9 Prozent angenommen. Bülach sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/CHE_B%C3%BClach_COA.svg/250px-CHE_B%C3%BClach_COA.svg.png"
54,50.9,50.9,49.1,"Dietlikon ZH","In Dietlikon ist die Ernährungsinitiative mit 50,9 Prozent der Stimmen angenommen worden. Dietlikon sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Dietlikon_COA.svg/250px-CHE_Dietlikon_COA.svg.png"
55,42.6,42.6,57.4,"Eglisau ZH","In Eglisau hat die Ernährungsinitiative keine Mehrheit gefunden: 57,4 Prozent lehnen die Vorlage ab. Sowohl Eglisau als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Eglisau_COA.svg/250px-CHE_Eglisau_COA.svg.png"
56,42.5,42.5,57.5,"Embrach ZH","Nein zur Ernährungsinitiative in Embrach: 57,5 Prozent. Sowohl Embrach als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Embrach_COA.svg/250px-CHE_Embrach_COA.svg.png"
57,59.7,59.7,40.3,"Freienstein-Teufen ZH","Die Ernährungsinitiative ist in Freienstein-Teufen mit 59,7 Prozent der Stimmen angenommen worden. Freienstein-Teufen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/CHE_Freienstein-Teufen_COA.svg/250px-CHE_Freienstein-Teufen_COA.svg.png"
58,14.6,14.6,85.4,"Glattfelden ZH","In Glattfelden hat die Ernährungsinitiative keine Mehrheit gefunden: 85,4 Prozent lehnen die Vorlage ab. Sowohl Glattfelden als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Glattfelden_COA.svg/250px-CHE_Glattfelden_COA.svg.png"
59,44.3,44.3,55.7,"Hochfelden ZH","In Hochfelden hat die Ernährungsinitiative keine Mehrheit gefunden: 55,7 Prozent lehnen die Vorlage ab. Sowohl Hochfelden als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/CHE_Hochfelden_COA.svg/250px-CHE_Hochfelden_COA.svg.png"
60,70,70,30,"Höri ZH","In Höri wird die Ernährungsinitiative mit 70 Prozent angenommen. Höri sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_H%C3%B6ri_COA.svg/250px-CHE_H%C3%B6ri_COA.svg.png"
61,36,36,64,"Hüntwangen ZH","Mit 64 Prozent wird die Ernährungsinitiative in Hüntwangen verworfen. Sowohl Hüntwangen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_H%C3%BCntwangen_COA.svg/250px-CHE_H%C3%BCntwangen_COA.svg.png"
62,18.2,18.2,81.8,"Kloten ZH","Mit 81,8 Prozent wird die Ernährungsinitiative in Kloten verworfen. Sowohl Kloten als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Kloten_Brand_Mark.svg/500px-CHE_Kloten_Brand_Mark.svg.png"
63,36.1,36.1,63.9,"Lufingen ZH","In Lufingen hat die Ernährungsinitiative keine Mehrheit gefunden: 63,9 Prozent lehnen die Vorlage ab. Sowohl Lufingen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Lufingen_COA.svg/250px-CHE_Lufingen_COA.svg.png"
64,68.3,68.3,31.7,"Nürensdorf ZH","Nürensdorf hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 68,3 Prozent. Nürensdorf sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_N%C3%BCrensdorf_COA.svg/250px-CHE_N%C3%BCrensdorf_COA.svg.png"
65,11,11,89,"Oberembrach ZH","In Oberembrach hat die Ernährungsinitiative keine Mehrheit gefunden: 89 Prozent lehnen die Vorlage ab. Sowohl Oberembrach als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Oberembrach_COA.svg/250px-CHE_Oberembrach_COA.svg.png"
66,74.4,74.4,25.6,"Opfikon ZH","74,4 Prozent der Stimmbürgerinnen und Stimmbürger in Opfikon sagen Ja zur Ernährungsinitiative. Opfikon sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Opfikon_COA.svg/250px-CHE_Opfikon_COA.svg.png"
67,50.3,50.3,49.7,"Rafz ZH","In Rafz ist die Ernährungsinitiative mit 50,3 Prozent der Stimmen angenommen worden. Rafz sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Rafz_COA.svg/250px-CHE_Rafz_COA.svg.png"
68,58.1,58.1,41.9,"Rorbas ZH","Rorbas hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 58,1 Prozent. Rorbas sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/CHE_Rorbas_COA.svg/250px-CHE_Rorbas_COA.svg.png"
69,66.6,66.6,33.4,"Wallisellen ZH","Die Ernährungsinitiative ist in Wallisellen mit 66,6 Prozent der Stimmen angenommen worden. Wallisellen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Wallisellen_COA.svg/250px-CHE_Wallisellen_COA.svg.png"
70,15.1,15.1,84.9,"Wasterkingen ZH","In Wasterkingen hat die Ernährungsinitiative keine Mehrheit gefunden: 84,9 Prozent lehnen die Vorlage ab. Sowohl Wasterkingen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/47/CHE_Wasterkingen_COA.svg/250px-CHE_Wasterkingen_COA.svg.png"
71,39.2,39.2,60.8,"Wil ZH","In Wil ZH hat die Ernährungsinitiative keine Mehrheit gefunden: 60,8 Prozent lehnen die Vorlage ab. Sowohl Wil ZH als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Wil_ZH_COA.svg/250px-CHE_Wil_ZH_COA.svg.png"
72,47.8,47.8,52.2,"Winkel ZH","In Winkel findet die Ernährungsinitiative mit 52,2 Prozent keine Mehrheit. Sowohl Winkel als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/CHE_Winkel_COA.svg/330px-CHE_Winkel_COA.svg.png"
81,45.2,45.2,54.8,"Bachs ZH","Mit 54,8 Prozent wird die Ernährungsinitiative in Bachs verworfen. Sowohl Bachs als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Bachs_COA.svg/250px-CHE_Bachs_COA.svg.png"
82,62.4,62.4,37.6,"Boppelsen ZH","Die Ernährungsinitiative ist in Boppelsen mit 62,4 Prozent der Stimmen angenommen worden. Boppelsen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Boppelsen_COA.svg/330px-CHE_Boppelsen_COA.svg.png"
83,29.7,29.7,70.3,"Buchs ZH","Nein zur Ernährungsinitiative in Buchs ZH: 70,3 Prozent. Sowohl Buchs ZH als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Buchs_COA.svg/250px-CHE_Buchs_COA.svg.png"
84,99.5,99.5,0.5,"Dällikon ZH","In Dällikon wird die Ernährungsinitiative mit 99,5 Prozent angenommen. Im Kanton Zürich liegt Dällikon beim Ja-Anteil zur Ernährungsinitiative an der Spitze.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_D%C3%A4llikon_COA.svg/250px-CHE_D%C3%A4llikon_COA.svg.png"
85,88.6,88.6,11.4,"Dänikon ZH","Die Ernährungsinitiative ist in Dänikon mit 88,6 Prozent der Stimmen angenommen worden. Dänikon sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_D%C3%A4nikon_COA.svg/250px-CHE_D%C3%A4nikon_COA.svg.png"
86,83.9,83.9,16.1,"Dielsdorf ZH","In Dielsdorf wird die Ernährungsinitiative mit 83,9 Prozent angenommen. Dielsdorf sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Dielsdorf_COA.svg/250px-CHE_Dielsdorf_COA.svg.png"
87,43.1,43.1,56.9,"Hüttikon ZH","In Hüttikon hat die Ernährungsinitiative keine Mehrheit gefunden: 56,9 Prozent lehnen die Vorlage ab. Sowohl Hüttikon als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_H%C3%BCttikon_COA.svg/250px-CHE_H%C3%BCttikon_COA.svg.png"
88,67.4,67.4,32.6,"Neerach ZH","In Neerach ist die Ernährungsinitiative mit 67,4 Prozent der Stimmen angenommen worden. Neerach sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Neerach_COA.svg/250px-CHE_Neerach_COA.svg.png"
89,81.4,81.4,18.6,"Niederglatt ZH","81,4 Prozent der Stimmbürgerinnen und Stimmbürger in Niederglatt sagen Ja zur Ernährungsinitiative. Niederglatt sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Niederglatt_COA.svg/250px-CHE_Niederglatt_COA.svg.png"
90,72.7,72.7,27.3,"Niederhasli ZH","Niederhasli hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 72,7 Prozent. Niederhasli sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Niederhasli_COA_%28side%29.svg/250px-CHE_Niederhasli_COA_%28side%29.svg.png"
91,61.3,61.3,38.7,"Niederweningen ZH","61,3 Prozent der Stimmbürgerinnen und Stimmbürger in Niederweningen sagen Ja zur Ernährungsinitiative. Niederweningen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Niederweningen_COA.svg/250px-CHE_Niederweningen_COA.svg.png"
92,65,65,35,"Oberglatt ZH","Die Ernährungsinitiative ist in Oberglatt mit 65 Prozent der Stimmen angenommen worden. Oberglatt sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/CHE_Oberglatt_COA.svg/250px-CHE_Oberglatt_COA.svg.png"
93,8.9,8.9,91.1,"Oberweningen ZH","Nein zur Ernährungsinitiative in Oberweningen: 91,1 Prozent. Sowohl Oberweningen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/CHE_Oberweningen_COA.svg/250px-CHE_Oberweningen_COA.svg.png"
94,59.7,59.7,40.3,"Otelfingen ZH","Die Ernährungsinitiative ist in Otelfingen mit 59,7 Prozent der Stimmen angenommen worden. Otelfingen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/CHE_Otelfingen_COA.svg/250px-CHE_Otelfingen_COA.svg.png"
95,49.9,49.9,50.1,"Regensberg ZH","In Regensberg hat die Ernährungsinitiative keine Mehrheit gefunden: 50,1 Prozent lehnen die Vorlage ab. Sowohl Regensberg als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/CHE_Regensberg_COA.svg/250px-CHE_Regensberg_COA.svg.png"
96,32.8,32.8,67.2,"Regensdorf ZH","In Regensdorf hat die Ernährungsinitiative keine Mehrheit gefunden: 67,2 Prozent lehnen die Vorlage ab. Sowohl Regensdorf als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/Wappen_Regensberg.svg/500px-Wappen_Regensberg.svg.png"
97,34.1,34.1,65.9,"Rümlang ZH","Nein zur Ernährungsinitiative in Rümlang: 65,9 Prozent. Sowohl Rümlang als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/CHE_R%C3%BCmlang_COA.svg/250px-CHE_R%C3%BCmlang_COA.svg.png"
98,47.2,47.2,52.8,"Schleinikon ZH","In Schleinikon hat die Ernährungsinitiative keine Mehrheit gefunden: 52,8 Prozent lehnen die Vorlage ab. Sowohl Schleinikon als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/CHE_Schleinikon_COA.svg/250px-CHE_Schleinikon_COA.svg.png"
99,48.3,48.3,51.7,"Schöfflisdorf ZH","Nein zur Ernährungsinitiative in Schöfflisdorf: 51,7 Prozent. Sowohl Schöfflisdorf als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Sch%C3%B6fflisdorf_COA.svg/250px-CHE_Sch%C3%B6fflisdorf_COA.svg.png"
100,88.3,88.3,11.7,"Stadel ZH","Die Ernährungsinitiative ist in Stadel mit 88,3 Prozent der Stimmen angenommen worden. Stadel sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Stadel_COA.svg/250px-CHE_Stadel_COA.svg.png"
