"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
28,23.7,23.7,76.3,"Flaach (ZH)","A Flaach, l'Iniziativa sull'alimentazione è stata respinta con il 76,3 per cento. Divergenza: Flaach dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Flaach_COA.svg/250px-CHE_Flaach_COA.svg.png"
29,10.1,10.1,89.9,"Flurlingen (ZH)","A Flurlingen l'Iniziativa sull'alimentazione è stata respinta con il 89,9 per cento. Divergenza: Flurlingen dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Flurlingen_COA.svg/250px-CHE_Flurlingen_COA.svg.png"
31,12.3,12.3,87.7,"Henggart (ZH)","A Henggart l'Iniziativa sull'alimentazione è stata respinta con il 87,7 per cento. Divergenza: Henggart dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/CHE_Henggart_COA.svg/250px-CHE_Henggart_COA.svg.png"
33,74.3,74.3,25.7,"Kleinandelfingen (ZH)","Sì all'Iniziativa sull'alimentazione a Kleinandelfingen, con il 74,3 per cento di voti favorevoli. Kleinandelfingen approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Kleinandelfingen_COA.svg/250px-CHE_Kleinandelfingen_COA.svg.png"
34,71.8,71.8,28.2,"Laufen-Uhwiesen (ZH)","La popolazione di Laufen-Uhwiesen approva l'Iniziativa sull'alimentazione con il 71,8 per cento. Laufen-Uhwiesen approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/CHE_Laufen-Uhwiesen_COA.svg/250px-CHE_Laufen-Uhwiesen_COA.svg.png"
35,36.6,36.6,63.4,"Marthalen (ZH)","La popolazione di Marthalen respinge l'Iniziativa sull'alimentazione con il 63,4 per cento. Divergenza: Marthalen dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Marthalen_COA.svg/250px-CHE_Marthalen_COA.svg.png"
37,11.6,11.6,88.4,"Ossingen (ZH)","Con il 88,4 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Ossingen. Divergenza: Ossingen dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Ossingen_COA.svg/250px-CHE_Ossingen_COA.svg.png"
38,45.4,45.4,54.6,"Rheinau (ZH)","A Rheinau, l'Iniziativa sull'alimentazione è stata respinta con il 54,6 per cento. Divergenza: Rheinau dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/CHE_Rheinau_COA.svg/250px-CHE_Rheinau_COA.svg.png"
39,42.4,42.4,57.6,"Thalheim an der Thur (ZH)","A Thalheim an der Thur, l'Iniziativa sull'alimentazione è stata respinta con il 57,6 per cento. Divergenza: Thalheim an der Thur dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/CHE_Thalheim_COA.svg/250px-CHE_Thalheim_COA.svg.png"
40,54,54,46,"Trüllikon (ZH)","A Trüllikon l'Iniziativa sull'alimentazione è stata approvata con il 54 per cento. Trüllikon approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Tr%C3%BCllikon_COA.svg/250px-CHE_Tr%C3%BCllikon_COA.svg.png"
41,71.4,71.4,28.6,"Truttikon (ZH)","Sì all'Iniziativa sull'alimentazione a Truttikon con il 71,4 per cento. Truttikon approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Truttikon_COA.svg/250px-CHE_Truttikon_COA.svg.png"
43,60.9,60.9,39.1,"Volken (ZH)","A Volken, l'Iniziativa sull'alimentazione è stata approvata con il 60,9 per cento. Volken approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Volken_COA.svg/250px-CHE_Volken_COA.svg.png"
51,40.1,40.1,59.9,"Bachenbülach (ZH)","Con il 59,9 per cento dei voti, Bachenbülach ha respinto l'Iniziativa sull'alimentazione. Divergenza: Bachenbülach dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Bachenb%C3%BClach_COA.svg/250px-CHE_Bachenb%C3%BClach_COA.svg.png"
52,53.6,53.6,46.4,"Bassersdorf (ZH)","Sì all'Iniziativa sull'alimentazione a Bassersdorf con il 53,6 per cento. Bassersdorf approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/CHE_Bassersdorf_COA.svg/250px-CHE_Bassersdorf_COA.svg.png"
53,53.1,53.1,46.9,"Bülach (ZH)","Sì all'Iniziativa sull'alimentazione a Bülach: 53,1 per cento. Bülach approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/CHE_B%C3%BClach_COA.svg/250px-CHE_B%C3%BClach_COA.svg.png"
54,18.1,18.1,81.9,"Dietlikon (ZH)","Con il 81,9 per cento dei voti, Dietlikon ha respinto l'Iniziativa sull'alimentazione. Divergenza: Dietlikon dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Dietlikon_COA.svg/250px-CHE_Dietlikon_COA.svg.png"
55,65.9,65.9,34.1,"Eglisau (ZH)","Sì all'Iniziativa sull'alimentazione a Eglisau: 65,9 per cento. Eglisau approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Eglisau_COA.svg/250px-CHE_Eglisau_COA.svg.png"
56,81.8,81.8,18.2,"Embrach (ZH)","A Embrach, l'Iniziativa sull'alimentazione è approvata con il 81,8 per cento. Embrach approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Embrach_COA.svg/250px-CHE_Embrach_COA.svg.png"
57,54.8,54.8,45.2,"Freienstein-Teufen (ZH)","Sì all'Iniziativa sull'alimentazione a Freienstein-Teufen, con il 54,8 per cento di voti favorevoli. Freienstein-Teufen approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/CHE_Freienstein-Teufen_COA.svg/250px-CHE_Freienstein-Teufen_COA.svg.png"
58,49.8,49.8,50.2,"Glattfelden (ZH)","A Glattfelden l'Iniziativa sull'alimentazione non ottiene la maggioranza: 50,2 per cento di no. Divergenza: Glattfelden dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Glattfelden_COA.svg/250px-CHE_Glattfelden_COA.svg.png"
59,72.3,72.3,27.7,"Hochfelden (ZH)","Sì all'Iniziativa sull'alimentazione a Hochfelden con il 72,3 per cento. Hochfelden approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/CHE_Hochfelden_COA.svg/250px-CHE_Hochfelden_COA.svg.png"
60,85.7,85.7,14.3,"Höri (ZH)","Sì all'Iniziativa sull'alimentazione a Höri con il 85,7 per cento. Höri approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_H%C3%B6ri_COA.svg/250px-CHE_H%C3%B6ri_COA.svg.png"
61,50.1,50.1,49.9,"Hüntwangen (ZH)","A Hüntwangen, l'Iniziativa sull'alimentazione è stata approvata con il 50,1 per cento. Hüntwangen approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_H%C3%BCntwangen_COA.svg/250px-CHE_H%C3%BCntwangen_COA.svg.png"
62,96.9,96.9,3.1,"Kloten (ZH)","A Kloten, l'Iniziativa sull'alimentazione è stata approvata con il 96,9 per cento. Kloten approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Kloten_Brand_Mark.svg/500px-CHE_Kloten_Brand_Mark.svg.png"
63,67,67,33,"Lufingen (ZH)","Sì all'Iniziativa sull'alimentazione a Lufingen con il 67 per cento. Lufingen approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Lufingen_COA.svg/250px-CHE_Lufingen_COA.svg.png"
64,50.3,50.3,49.7,"Nürensdorf (ZH)","A Nürensdorf, l'Iniziativa sull'alimentazione è stata approvata con il 50,3 per cento. Nürensdorf approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_N%C3%BCrensdorf_COA.svg/250px-CHE_N%C3%BCrensdorf_COA.svg.png"
65,37.3,37.3,62.7,"Oberembrach (ZH)","Con il 62,7 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Oberembrach. Divergenza: Oberembrach dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Oberembrach_COA.svg/250px-CHE_Oberembrach_COA.svg.png"
66,28,28,72,"Opfikon (ZH)","A Opfikon l'Iniziativa sull'alimentazione è stata respinta con il 72 per cento. Divergenza: Opfikon dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Opfikon_COA.svg/250px-CHE_Opfikon_COA.svg.png"
67,82.9,82.9,17.1,"Rafz (ZH)","A Rafz l'Iniziativa sull'alimentazione è stata approvata con il 82,9 per cento. Rafz approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Rafz_COA.svg/250px-CHE_Rafz_COA.svg.png"
68,46,46,54,"Rorbas (ZH)","La popolazione di Rorbas respinge l'Iniziativa sull'alimentazione con il 54 per cento. Divergenza: Rorbas dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/CHE_Rorbas_COA.svg/250px-CHE_Rorbas_COA.svg.png"
69,90.2,90.2,9.8,"Wallisellen (ZH)","A Wallisellen, l'Iniziativa sull'alimentazione è approvata con il 90,2 per cento. Wallisellen approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Wallisellen_COA.svg/250px-CHE_Wallisellen_COA.svg.png"
70,55.6,55.6,44.4,"Wasterkingen (ZH)","Sì all'Iniziativa sull'alimentazione a Wasterkingen con il 55,6 per cento. Wasterkingen approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/47/CHE_Wasterkingen_COA.svg/250px-CHE_Wasterkingen_COA.svg.png"
71,21.5,21.5,78.5,"Wil (ZH)","A Wil ZH l'Iniziativa sull'alimentazione non ottiene la maggioranza: 78,5 per cento di no. Divergenza: Wil ZH dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Wil_ZH_COA.svg/250px-CHE_Wil_ZH_COA.svg.png"
72,49.9,49.9,50.1,"Winkel (ZH)","A Winkel l'Iniziativa sull'alimentazione è stata respinta con il 50,1 per cento. Divergenza: Winkel dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/CHE_Winkel_COA.svg/330px-CHE_Winkel_COA.svg.png"
81,41,41,59,"Bachs (ZH)","La popolazione di Bachs respinge l'Iniziativa sull'alimentazione con il 59 per cento. Divergenza: Bachs dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Bachs_COA.svg/250px-CHE_Bachs_COA.svg.png"
82,31,31,69,"Boppelsen (ZH)","A Boppelsen, l'Iniziativa sull'alimentazione è stata respinta con il 69 per cento. Divergenza: Boppelsen dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Boppelsen_COA.svg/330px-CHE_Boppelsen_COA.svg.png"
83,81,81,19,"Buchs (ZH)","A Buchs ZH, l'Iniziativa sull'alimentazione è approvata con il 81 per cento. Buchs ZH approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Buchs_COA.svg/250px-CHE_Buchs_COA.svg.png"
84,27.3,27.3,72.7,"Dällikon (ZH)","Con il 72,7 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Dällikon. Divergenza: Dällikon dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_D%C3%A4llikon_COA.svg/250px-CHE_D%C3%A4llikon_COA.svg.png"
85,11,11,89,"Dänikon (ZH)","A Dänikon, l'Iniziativa sull'alimentazione è stata respinta con il 89 per cento. Divergenza: Dänikon dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_D%C3%A4nikon_COA.svg/250px-CHE_D%C3%A4nikon_COA.svg.png"
86,76.4,76.4,23.6,"Dielsdorf (ZH)","Sì all'Iniziativa sull'alimentazione a Dielsdorf con il 76,4 per cento. Dielsdorf approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Dielsdorf_COA.svg/250px-CHE_Dielsdorf_COA.svg.png"
87,62.4,62.4,37.6,"Hüttikon (ZH)","Sì all'Iniziativa sull'alimentazione a Hüttikon: 62,4 per cento. Hüttikon approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_H%C3%BCttikon_COA.svg/250px-CHE_H%C3%BCttikon_COA.svg.png"
88,26.1,26.1,73.9,"Neerach (ZH)","Con il 73,9 per cento dei voti, Neerach ha respinto l'Iniziativa sull'alimentazione. Divergenza: Neerach dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Neerach_COA.svg/250px-CHE_Neerach_COA.svg.png"
89,44.2,44.2,55.8,"Niederglatt (ZH)","A Niederglatt l'Iniziativa sull'alimentazione è stata respinta con il 55,8 per cento. Divergenza: Niederglatt dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Niederglatt_COA.svg/250px-CHE_Niederglatt_COA.svg.png"
90,55.4,55.4,44.6,"Niederhasli (ZH)","A Niederhasli, l'Iniziativa sull'alimentazione è stata approvata con il 55,4 per cento. Niederhasli approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Niederhasli_COA_%28side%29.svg/250px-CHE_Niederhasli_COA_%28side%29.svg.png"
91,35.5,35.5,64.5,"Niederweningen (ZH)","A Niederweningen l'Iniziativa sull'alimentazione è stata respinta con il 64,5 per cento. Divergenza: Niederweningen dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Niederweningen_COA.svg/250px-CHE_Niederweningen_COA.svg.png"
92,57.3,57.3,42.7,"Oberglatt (ZH)","Sì all'Iniziativa sull'alimentazione a Oberglatt, con il 57,3 per cento di voti favorevoli. Oberglatt approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/CHE_Oberglatt_COA.svg/250px-CHE_Oberglatt_COA.svg.png"
93,77.8,77.8,22.2,"Oberweningen (ZH)","A Oberweningen, l'Iniziativa sull'alimentazione è approvata con il 77,8 per cento. Oberweningen approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/CHE_Oberweningen_COA.svg/250px-CHE_Oberweningen_COA.svg.png"
94,43.7,43.7,56.3,"Otelfingen (ZH)","La popolazione di Otelfingen respinge l'Iniziativa sull'alimentazione con il 56,3 per cento. Divergenza: Otelfingen dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/CHE_Otelfingen_COA.svg/250px-CHE_Otelfingen_COA.svg.png"
95,82.5,82.5,17.5,"Regensberg (ZH)","A Regensberg l'Iniziativa sull'alimentazione è stata approvata con il 82,5 per cento. Regensberg approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/CHE_Regensberg_COA.svg/250px-CHE_Regensberg_COA.svg.png"
96,65.1,65.1,34.9,"Regensdorf (ZH)","A Regensdorf l'Iniziativa sull'alimentazione è stata approvata con il 65,1 per cento. Regensdorf approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/Wappen_Regensberg.svg/500px-Wappen_Regensberg.svg.png"
97,65.2,65.2,34.8,"Rümlang (ZH)","A Rümlang, l'Iniziativa sull'alimentazione è approvata con il 65,2 per cento. Rümlang approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/CHE_R%C3%BCmlang_COA.svg/250px-CHE_R%C3%BCmlang_COA.svg.png"
98,59.8,59.8,40.2,"Schleinikon (ZH)","Sì all'Iniziativa sull'alimentazione a Schleinikon: 59,8 per cento. Schleinikon approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/CHE_Schleinikon_COA.svg/250px-CHE_Schleinikon_COA.svg.png"
99,15,15,85,"Schöfflisdorf (ZH)","A Schöfflisdorf, l'Iniziativa sull'alimentazione è stata respinta con il 85 per cento. Divergenza: Schöfflisdorf dice no all'Iniziativa sull'alimentazione, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Sch%C3%B6fflisdorf_COA.svg/250px-CHE_Sch%C3%B6fflisdorf_COA.svg.png"
100,57.7,57.7,42.3,"Stadel (ZH)","Sì all'Iniziativa sull'alimentazione a Stadel, con il 57,7 per cento di voti favorevoli. Stadel approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Stadel_COA.svg/250px-CHE_Stadel_COA.svg.png"
101,55.2,55.2,44.8,"Steinmaur (ZH)","A Steinmaur, l'Iniziativa sull'alimentazione è approvata con il 55,2 per cento. Steinmaur approva l'Iniziativa sull'alimentazione, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/CHE_Steinmaur_COA.svg/250px-CHE_Steinmaur_COA.svg.png"
