"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
24,16.4,16.4,83.6,"Buch am Irchel (ZH)","Con il 83,6 per cento dei voti, Buch am Irchel ha respinto l'Iniziativa sulla neutralità. Divergenza: Buch am Irchel dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/CHE_Buch_am_Irchel_COA.svg/250px-CHE_Buch_am_Irchel_COA.svg.png"
25,26.7,26.7,73.3,"Dachsen (ZH)","Con il 73,3 per cento dei voti, Dachsen ha respinto l'Iniziativa sulla neutralità. Divergenza: Dachsen dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_Dachsen_COA.svg/330px-CHE_Dachsen_COA.svg.png"
26,55.7,55.7,44.3,"Dorf (ZH)","A Dorf, l'Iniziativa sulla neutralità è stata approvata con il 55,7 per cento. Dorf approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Dorf_COA.svg/250px-CHE_Dorf_COA.svg.png"
27,53.8,53.8,46.2,"Feuerthalen (ZH)","La popolazione di Feuerthalen approva l'Iniziativa sulla neutralità con il 53,8 per cento. Feuerthalen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Feuerthalen_COA.svg/250px-CHE_Feuerthalen_COA.svg.png"
28,69.7,69.7,30.3,"Flaach (ZH)","A Flaach, l'Iniziativa sulla neutralità è approvata con il 69,7 per cento. Flaach approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Flaach_COA.svg/250px-CHE_Flaach_COA.svg.png"
29,41.1,41.1,58.9,"Flurlingen (ZH)","A Flurlingen l'Iniziativa sulla neutralità è stata respinta con il 58,9 per cento. Divergenza: Flurlingen dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Flurlingen_COA.svg/250px-CHE_Flurlingen_COA.svg.png"
31,51.1,51.1,48.9,"Henggart (ZH)","La popolazione di Henggart approva l'Iniziativa sulla neutralità con il 51,1 per cento. Henggart approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/CHE_Henggart_COA.svg/250px-CHE_Henggart_COA.svg.png"
33,34.6,34.6,65.4,"Kleinandelfingen (ZH)","La popolazione di Kleinandelfingen respinge l'Iniziativa sulla neutralità con il 65,4 per cento. Divergenza: Kleinandelfingen dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Kleinandelfingen_COA.svg/250px-CHE_Kleinandelfingen_COA.svg.png"
34,67.4,67.4,32.6,"Laufen-Uhwiesen (ZH)","La popolazione di Laufen-Uhwiesen approva l'Iniziativa sulla neutralità con il 67,4 per cento. Laufen-Uhwiesen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/CHE_Laufen-Uhwiesen_COA.svg/250px-CHE_Laufen-Uhwiesen_COA.svg.png"
35,72.7,72.7,27.3,"Marthalen (ZH)","Sì all'Iniziativa sulla neutralità a Marthalen, con il 72,7 per cento di voti favorevoli. Marthalen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Marthalen_COA.svg/250px-CHE_Marthalen_COA.svg.png"
37,87.4,87.4,12.6,"Ossingen (ZH)","Sì all'Iniziativa sulla neutralità a Ossingen: 87,4 per cento. Ossingen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Ossingen_COA.svg/250px-CHE_Ossingen_COA.svg.png"
38,67.5,67.5,32.5,"Rheinau (ZH)","A Rheinau, l'Iniziativa sulla neutralità è approvata con il 67,5 per cento. Rheinau approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/CHE_Rheinau_COA.svg/250px-CHE_Rheinau_COA.svg.png"
39,32,32,68,"Thalheim an der Thur (ZH)","A Thalheim an der Thur, l'Iniziativa sulla neutralità è stata respinta con il 68 per cento. Divergenza: Thalheim an der Thur dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/CHE_Thalheim_COA.svg/250px-CHE_Thalheim_COA.svg.png"
40,93.9,93.9,6.1,"Trüllikon (ZH)","A Trüllikon l'Iniziativa sulla neutralità è stata approvata con il 93,9 per cento. Trüllikon approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Tr%C3%BCllikon_COA.svg/250px-CHE_Tr%C3%BCllikon_COA.svg.png"
41,46.6,46.6,53.4,"Truttikon (ZH)","A Truttikon l'Iniziativa sulla neutralità non ottiene la maggioranza: 53,4 per cento di no. Divergenza: Truttikon dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Truttikon_COA.svg/250px-CHE_Truttikon_COA.svg.png"
43,46,46,54,"Volken (ZH)","La popolazione di Volken respinge l'Iniziativa sulla neutralità con il 54 per cento. Divergenza: Volken dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Volken_COA.svg/250px-CHE_Volken_COA.svg.png"
51,28.6,28.6,71.4,"Bachenbülach (ZH)","Con il 71,4 per cento dei voti, Bachenbülach ha respinto l'Iniziativa sulla neutralità. Divergenza: Bachenbülach dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Bachenb%C3%BClach_COA.svg/250px-CHE_Bachenb%C3%BClach_COA.svg.png"
52,40.7,40.7,59.3,"Bassersdorf (ZH)","A Bassersdorf l'Iniziativa sulla neutralità non ottiene la maggioranza: 59,3 per cento di no. Divergenza: Bassersdorf dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/CHE_Bassersdorf_COA.svg/250px-CHE_Bassersdorf_COA.svg.png"
53,50.1,50.1,49.9,"Bülach (ZH)","Sì all'Iniziativa sulla neutralità a Bülach: 50,1 per cento. Bülach approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/CHE_B%C3%BClach_COA.svg/250px-CHE_B%C3%BClach_COA.svg.png"
54,53.3,53.3,46.7,"Dietlikon (ZH)","A Dietlikon l'Iniziativa sulla neutralità è stata approvata con il 53,3 per cento. Dietlikon approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Dietlikon_COA.svg/250px-CHE_Dietlikon_COA.svg.png"
55,44.9,44.9,55.1,"Eglisau (ZH)","Con il 55,1 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Eglisau. Divergenza: Eglisau dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Eglisau_COA.svg/250px-CHE_Eglisau_COA.svg.png"
56,63.9,63.9,36.1,"Embrach (ZH)","A Embrach, l'Iniziativa sulla neutralità è approvata con il 63,9 per cento. Embrach approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Embrach_COA.svg/250px-CHE_Embrach_COA.svg.png"
57,54.8,54.8,45.2,"Freienstein-Teufen (ZH)","Sì all'Iniziativa sulla neutralità a Freienstein-Teufen, con il 54,8 per cento di voti favorevoli. Freienstein-Teufen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/CHE_Freienstein-Teufen_COA.svg/250px-CHE_Freienstein-Teufen_COA.svg.png"
58,55.6,55.6,44.4,"Glattfelden (ZH)","Sì all'Iniziativa sulla neutralità a Glattfelden con il 55,6 per cento. Glattfelden approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Glattfelden_COA.svg/250px-CHE_Glattfelden_COA.svg.png"
59,23.1,23.1,76.9,"Hochfelden (ZH)","A Hochfelden l'Iniziativa sulla neutralità non ottiene la maggioranza: 76,9 per cento di no. Divergenza: Hochfelden dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/CHE_Hochfelden_COA.svg/250px-CHE_Hochfelden_COA.svg.png"
60,64.4,64.4,35.6,"Höri (ZH)","Sì all'Iniziativa sulla neutralità a Höri con il 64,4 per cento. Höri approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_H%C3%B6ri_COA.svg/250px-CHE_H%C3%B6ri_COA.svg.png"
61,85.1,85.1,14.9,"Hüntwangen (ZH)","A Hüntwangen, l'Iniziativa sulla neutralità è stata approvata con il 85,1 per cento. Hüntwangen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_H%C3%BCntwangen_COA.svg/250px-CHE_H%C3%BCntwangen_COA.svg.png"
62,73,73,27,"Kloten (ZH)","A Kloten, l'Iniziativa sulla neutralità è stata approvata con il 73 per cento. Kloten approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Kloten_Brand_Mark.svg/500px-CHE_Kloten_Brand_Mark.svg.png"
63,50.8,50.8,49.2,"Lufingen (ZH)","Sì all'Iniziativa sulla neutralità a Lufingen con il 50,8 per cento. Lufingen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Lufingen_COA.svg/250px-CHE_Lufingen_COA.svg.png"
64,62.6,62.6,37.4,"Nürensdorf (ZH)","A Nürensdorf, l'Iniziativa sulla neutralità è stata approvata con il 62,6 per cento. Nürensdorf approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_N%C3%BCrensdorf_COA.svg/250px-CHE_N%C3%BCrensdorf_COA.svg.png"
65,52,52,48,"Oberembrach (ZH)","Sì all'Iniziativa sulla neutralità a Oberembrach: 52 per cento. Oberembrach approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Oberembrach_COA.svg/250px-CHE_Oberembrach_COA.svg.png"
66,50.8,50.8,49.2,"Opfikon (ZH)","La popolazione di Opfikon approva l'Iniziativa sulla neutralità con il 50,8 per cento. Opfikon approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Opfikon_COA.svg/250px-CHE_Opfikon_COA.svg.png"
67,61.4,61.4,38.6,"Rafz (ZH)","A Rafz l'Iniziativa sulla neutralità è stata approvata con il 61,4 per cento. Rafz approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Rafz_COA.svg/250px-CHE_Rafz_COA.svg.png"
68,56.4,56.4,43.6,"Rorbas (ZH)","A Rorbas, l'Iniziativa sulla neutralità è stata approvata con il 56,4 per cento. Rorbas approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/CHE_Rorbas_COA.svg/250px-CHE_Rorbas_COA.svg.png"
69,81.8,81.8,18.2,"Wallisellen (ZH)","A Wallisellen, l'Iniziativa sulla neutralità è approvata con il 81,8 per cento. Wallisellen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Wallisellen_COA.svg/250px-CHE_Wallisellen_COA.svg.png"
70,81.8,81.8,18.2,"Wasterkingen (ZH)","Sì all'Iniziativa sulla neutralità a Wasterkingen con il 81,8 per cento. Wasterkingen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/47/CHE_Wasterkingen_COA.svg/250px-CHE_Wasterkingen_COA.svg.png"
71,41.3,41.3,58.7,"Wil (ZH)","A Wil ZH l'Iniziativa sulla neutralità non ottiene la maggioranza: 58,7 per cento di no. Divergenza: Wil ZH dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Wil_ZH_COA.svg/250px-CHE_Wil_ZH_COA.svg.png"
72,57.1,57.1,42.9,"Winkel (ZH)","La popolazione di Winkel approva l'Iniziativa sulla neutralità con il 57,1 per cento. Winkel approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/CHE_Winkel_COA.svg/330px-CHE_Winkel_COA.svg.png"
81,80.3,80.3,19.7,"Bachs (ZH)","A Bachs, l'Iniziativa sulla neutralità è stata approvata con il 80,3 per cento. Bachs approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Bachs_COA.svg/250px-CHE_Bachs_COA.svg.png"
82,59.7,59.7,40.3,"Boppelsen (ZH)","A Boppelsen, l'Iniziativa sulla neutralità è approvata con il 59,7 per cento. Boppelsen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Boppelsen_COA.svg/330px-CHE_Boppelsen_COA.svg.png"
83,82.8,82.8,17.2,"Buchs (ZH)","A Buchs ZH, l'Iniziativa sulla neutralità è approvata con il 82,8 per cento. Buchs ZH approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Buchs_COA.svg/250px-CHE_Buchs_COA.svg.png"
84,13.2,13.2,86.8,"Dällikon (ZH)","Con il 86,8 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Dällikon. Divergenza: Dällikon dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_D%C3%A4llikon_COA.svg/250px-CHE_D%C3%A4llikon_COA.svg.png"
85,52,52,48,"Dänikon (ZH)","A Dänikon, l'Iniziativa sulla neutralità è approvata con il 52 per cento. Dänikon approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_D%C3%A4nikon_COA.svg/250px-CHE_D%C3%A4nikon_COA.svg.png"
86,39.9,39.9,60.1,"Dielsdorf (ZH)","A Dielsdorf l'Iniziativa sulla neutralità non ottiene la maggioranza: 60,1 per cento di no. Divergenza: Dielsdorf dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Dielsdorf_COA.svg/250px-CHE_Dielsdorf_COA.svg.png"
87,48.5,48.5,51.5,"Hüttikon (ZH)","Con il 51,5 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Hüttikon. Divergenza: Hüttikon dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_H%C3%BCttikon_COA.svg/250px-CHE_H%C3%BCttikon_COA.svg.png"
88,81,81,19,"Neerach (ZH)","A Neerach l'Iniziativa sulla neutralità è stata approvata con il 81 per cento. Neerach approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Neerach_COA.svg/250px-CHE_Neerach_COA.svg.png"
89,3.8,3.8,96.2,"Niederglatt (ZH)","A Niederglatt l'Iniziativa sulla neutralità è stata respinta con il 96,2 per cento. Divergenza: Niederglatt dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Niederglatt_COA.svg/250px-CHE_Niederglatt_COA.svg.png"
90,94.4,94.4,5.6,"Niederhasli (ZH)","A Niederhasli, l'Iniziativa sulla neutralità è stata approvata con il 94,4 per cento. Niederhasli approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Niederhasli_COA_%28side%29.svg/250px-CHE_Niederhasli_COA_%28side%29.svg.png"
91,58.9,58.9,41.1,"Niederweningen (ZH)","La popolazione di Niederweningen approva l'Iniziativa sulla neutralità con il 58,9 per cento. Niederweningen approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Niederweningen_COA.svg/250px-CHE_Niederweningen_COA.svg.png"
92,37,37,63,"Oberglatt (ZH)","La popolazione di Oberglatt respinge l'Iniziativa sulla neutralità con il 63 per cento. Divergenza: Oberglatt dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/CHE_Oberglatt_COA.svg/250px-CHE_Oberglatt_COA.svg.png"
93,14.9,14.9,85.1,"Oberweningen (ZH)","A Oberweningen, l'Iniziativa sulla neutralità è stata respinta con il 85,1 per cento. Divergenza: Oberweningen dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/CHE_Oberweningen_COA.svg/250px-CHE_Oberweningen_COA.svg.png"
94,33.2,33.2,66.8,"Otelfingen (ZH)","La popolazione di Otelfingen respinge l'Iniziativa sulla neutralità con il 66,8 per cento. Divergenza: Otelfingen dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/CHE_Otelfingen_COA.svg/250px-CHE_Otelfingen_COA.svg.png"
95,98,98,2,"Regensberg (ZH)","A Regensberg l'Iniziativa sulla neutralità è stata approvata con il 98 per cento. Regensberg approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/CHE_Regensberg_COA.svg/250px-CHE_Regensberg_COA.svg.png"
96,32.8,32.8,67.2,"Regensdorf (ZH)","Con il 67,2 per cento dei voti, Regensdorf ha respinto l'Iniziativa sulla neutralità. Divergenza: Regensdorf dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/Wappen_Regensberg.svg/500px-Wappen_Regensberg.svg.png"
97,45.9,45.9,54.1,"Rümlang (ZH)","A Rümlang, l'Iniziativa sulla neutralità è stata respinta con il 54,1 per cento. Divergenza: Rümlang dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/CHE_R%C3%BCmlang_COA.svg/250px-CHE_R%C3%BCmlang_COA.svg.png"
98,45.9,45.9,54.1,"Schleinikon (ZH)","Con il 54,1 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Schleinikon. Divergenza: Schleinikon dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/CHE_Schleinikon_COA.svg/250px-CHE_Schleinikon_COA.svg.png"
99,61.4,61.4,38.6,"Schöfflisdorf (ZH)","A Schöfflisdorf, l'Iniziativa sulla neutralità è approvata con il 61,4 per cento. Schöfflisdorf approva l'Iniziativa sulla neutralità, così come il cantone Zurigo.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Sch%C3%B6fflisdorf_COA.svg/250px-CHE_Sch%C3%B6fflisdorf_COA.svg.png"
100,2.1,2.1,97.9,"Stadel (ZH)","La popolazione di Stadel respinge l'Iniziativa sulla neutralità con il 97,9 per cento. Divergenza: Stadel dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Stadel_COA.svg/250px-CHE_Stadel_COA.svg.png"
101,18.8,18.8,81.2,"Steinmaur (ZH)","A Steinmaur, l'Iniziativa sulla neutralità è stata respinta con il 81,2 per cento. Divergenza: Steinmaur dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/CHE_Steinmaur_COA.svg/250px-CHE_Steinmaur_COA.svg.png"
102,41.2,41.2,58.8,"Weiach (ZH)","Con il 58,8 per cento dei voti, Weiach ha respinto l'Iniziativa sulla neutralità. Divergenza: Weiach dice no all'Iniziativa sulla neutralità, il cantone Zurigo dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/CHE_Weiach_COA.svg/250px-CHE_Weiach_COA.svg.png"
