"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
14,58.6,58.6,41.4,"Wettswil am Albis (ZH)","La population de Wettswil am Albis approuve à 58,6 pour cent l'initiative ""pour une alimentation sûre"". Wettswil am Albis a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/CHE_Wettswil_am_Albis_COA.svg/250px-CHE_Wettswil_am_Albis_COA.svg.png"
22,40.8,40.8,59.2,"Benken (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Benken (ZH). Ils ont refusé le texte à 59,2 pour cent. Benken (ZH) a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/CHE_Benken_COA.svg/250px-CHE_Benken_COA.svg.png"
23,65.7,65.7,34.3,"Berg am Irchel (ZH)","Les habitants de Berg am Irchel acceptent à 65,7 pour cent l'initiative ""pour une alimentation sûre"". Berg am Irchel a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Berg_am_Irchel_COA.svg/250px-CHE_Berg_am_Irchel_COA.svg.png"
24,22.1,22.1,77.9,"Buch am Irchel (ZH)","C'est non à l'initiative ""pour une alimentation sûre"" à Buch am Irchel. Les habitants ont refusé le texte à 77,9 pour cent. Buch am Irchel a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/CHE_Buch_am_Irchel_COA.svg/250px-CHE_Buch_am_Irchel_COA.svg.png"
25,30.3,30.3,69.7,"Dachsen (ZH)","C'est non à l'initiative ""pour une alimentation sûre"" à Dachsen. Les habitants ont refusé le texte à 69,7 pour cent. Dachsen a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_Dachsen_COA.svg/330px-CHE_Dachsen_COA.svg.png"
26,34,34,66,"Dorf (ZH)","La population de Dorf rejette à 66 pour cent des voix l'initiative ""pour une alimentation sûre"". Dorf a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Dorf_COA.svg/250px-CHE_Dorf_COA.svg.png"
27,70.7,70.7,29.3,"Feuerthalen (ZH)","Les habitants de Feuerthalen acceptent à 70,7 pour cent l'initiative ""pour une alimentation sûre"". Feuerthalen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Feuerthalen_COA.svg/250px-CHE_Feuerthalen_COA.svg.png"
28,23.7,23.7,76.3,"Flaach (ZH)","L'initiative ""pour une alimentation sûre"" est refusée à 76,3 pour cent à Flaach. Flaach a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Flaach_COA.svg/250px-CHE_Flaach_COA.svg.png"
29,10.1,10.1,89.9,"Flurlingen (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Flurlingen. Les citoyens de la commune ont refusé le texte à 89,9 pour cent. Flurlingen a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Flurlingen_COA.svg/250px-CHE_Flurlingen_COA.svg.png"
31,12.3,12.3,87.7,"Henggart (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Henggart. Les citoyens de la commune ont refusé le texte à 87,7 pour cent. Henggart a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/CHE_Henggart_COA.svg/250px-CHE_Henggart_COA.svg.png"
33,74.3,74.3,25.7,"Kleinandelfingen (ZH)","Kleinandelfingen dit oui à 74,3 pour cent à l'initiative ""pour une alimentation sûre"". Kleinandelfingen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Kleinandelfingen_COA.svg/250px-CHE_Kleinandelfingen_COA.svg.png"
34,71.8,71.8,28.2,"Laufen-Uhwiesen (ZH)","Les habitants de Laufen-Uhwiesen acceptent à 71,8 pour cent l'initiative ""pour une alimentation sûre"". Laufen-Uhwiesen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/CHE_Laufen-Uhwiesen_COA.svg/250px-CHE_Laufen-Uhwiesen_COA.svg.png"
35,36.6,36.6,63.4,"Marthalen (ZH)","Les habitants de Marthalen s'opposent à l'initiative ""pour une alimentation sûre"" par 63,4 pour cent des voix. Marthalen a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Marthalen_COA.svg/250px-CHE_Marthalen_COA.svg.png"
37,11.6,11.6,88.4,"Ossingen (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens d'Ossingen. Ils ont refusé le texte à 88,4 pour cent. Ossingen a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Ossingen_COA.svg/250px-CHE_Ossingen_COA.svg.png"
38,45.4,45.4,54.6,"Rheinau (ZH)","L'initiative ""pour une alimentation sûre"" est refusée à 54,6 pour cent à Rheinau. Rheinau a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/CHE_Rheinau_COA.svg/250px-CHE_Rheinau_COA.svg.png"
39,42.4,42.4,57.6,"Thalheim an der Thur (ZH)","L'initiative ""pour une alimentation sûre"" est refusée à 57,6 pour cent à Thalheim an der Thur. Thalheim an der Thur a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/CHE_Thalheim_COA.svg/250px-CHE_Thalheim_COA.svg.png"
40,54,54,46,"Trüllikon (ZH)","Les habitants de Trüllikon soutiennent à 54 pour cent l'initiative ""pour une alimentation sûre"". Trüllikon a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Tr%C3%BCllikon_COA.svg/250px-CHE_Tr%C3%BCllikon_COA.svg.png"
41,71.4,71.4,28.6,"Truttikon (ZH)","A Truttikon, les habitants disent oui à 71,4 pour cent à l'initiative ""pour une alimentation sûre"". Truttikon a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Truttikon_COA.svg/250px-CHE_Truttikon_COA.svg.png"
43,60.9,60.9,39.1,"Volken (ZH)","L'initiative ""pour une alimentation sûre"" est approuvée à Volken par 60,9 pour cent des votants. Volken a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Volken_COA.svg/250px-CHE_Volken_COA.svg.png"
51,40.1,40.1,59.9,"Bachenbülach (ZH)","C'est non à l'initiative ""pour une alimentation sûre"" à Bachenbülach. Les habitants ont refusé le texte à 59,9 pour cent. Bachenbülach a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Bachenb%C3%BClach_COA.svg/250px-CHE_Bachenb%C3%BClach_COA.svg.png"
52,53.6,53.6,46.4,"Bassersdorf (ZH)","A Bassersdorf, les habitants disent oui à 53,6 pour cent à l'initiative ""pour une alimentation sûre"". Bassersdorf a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/CHE_Bassersdorf_COA.svg/250px-CHE_Bassersdorf_COA.svg.png"
53,53.1,53.1,46.9,"Bülach (ZH)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 53,1 pour cent de oui à Bülach. Bülach a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/CHE_B%C3%BClach_COA.svg/250px-CHE_B%C3%BClach_COA.svg.png"
54,18.1,18.1,81.9,"Dietlikon (ZH)","C'est non à l'initiative ""pour une alimentation sûre"" à Dietlikon. Les habitants ont refusé le texte à 81,9 pour cent. Dietlikon a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Dietlikon_COA.svg/250px-CHE_Dietlikon_COA.svg.png"
55,65.9,65.9,34.1,"Eglisau (ZH)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 65,9 pour cent de oui à Eglisau. Eglisau a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Eglisau_COA.svg/250px-CHE_Eglisau_COA.svg.png"
56,81.8,81.8,18.2,"Embrach (ZH)","La population d'Embrach approuve à 81,8 pour cent l'initiative ""pour une alimentation sûre"". Embrach a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Embrach_COA.svg/250px-CHE_Embrach_COA.svg.png"
57,54.8,54.8,45.2,"Freienstein-Teufen (ZH)","Freienstein-Teufen dit oui à 54,8 pour cent à l'initiative ""pour une alimentation sûre"". Freienstein-Teufen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/CHE_Freienstein-Teufen_COA.svg/250px-CHE_Freienstein-Teufen_COA.svg.png"
58,49.8,49.8,50.2,"Glattfelden (ZH)","A Glattfelden, les citoyens rejettent à 50,2 pour cent l'initiative ""pour une alimentation sûre"". Glattfelden a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Glattfelden_COA.svg/250px-CHE_Glattfelden_COA.svg.png"
59,72.3,72.3,27.7,"Hochfelden (ZH)","A Hochfelden, les habitants disent oui à 72,3 pour cent à l'initiative ""pour une alimentation sûre"". Hochfelden a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/CHE_Hochfelden_COA.svg/250px-CHE_Hochfelden_COA.svg.png"
60,85.7,85.7,14.3,"Höri (ZH)","A Höri, les habitants disent oui à 85,7 pour cent à l'initiative ""pour une alimentation sûre"". Höri a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_H%C3%B6ri_COA.svg/250px-CHE_H%C3%B6ri_COA.svg.png"
61,50.1,50.1,49.9,"Hüntwangen (ZH)","L'initiative ""pour une alimentation sûre"" est approuvée à Hüntwangen par 50,1 pour cent des votants. Hüntwangen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_H%C3%BCntwangen_COA.svg/250px-CHE_H%C3%BCntwangen_COA.svg.png"
62,96.9,96.9,3.1,"Kloten (ZH)","L'initiative ""pour une alimentation sûre"" est approuvée à Kloten par 96,9 pour cent des votants. Kloten a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Kloten_Brand_Mark.svg/500px-CHE_Kloten_Brand_Mark.svg.png"
63,67,67,33,"Lufingen (ZH)","A Lufingen, les habitants disent oui à 67 pour cent à l'initiative ""pour une alimentation sûre"". Lufingen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Lufingen_COA.svg/250px-CHE_Lufingen_COA.svg.png"
64,50.3,50.3,49.7,"Nürensdorf (ZH)","L'initiative ""pour une alimentation sûre"" est approuvée à Nürensdorf par 50,3 pour cent des votants. Nürensdorf a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_N%C3%BCrensdorf_COA.svg/250px-CHE_N%C3%BCrensdorf_COA.svg.png"
65,37.3,37.3,62.7,"Oberembrach (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens d'Oberembrach. Ils ont refusé le texte à 62,7 pour cent. Oberembrach a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Oberembrach_COA.svg/250px-CHE_Oberembrach_COA.svg.png"
66,28,28,72,"Opfikon (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Opfikon. Les citoyens de la commune ont refusé le texte à 72 pour cent. Opfikon a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Opfikon_COA.svg/250px-CHE_Opfikon_COA.svg.png"
67,82.9,82.9,17.1,"Rafz (ZH)","Les habitants de Rafz soutiennent à 82,9 pour cent l'initiative ""pour une alimentation sûre"". Rafz a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Rafz_COA.svg/250px-CHE_Rafz_COA.svg.png"
68,46,46,54,"Rorbas (ZH)","La population de Rorbas rejette à 54 pour cent des voix l'initiative ""pour une alimentation sûre"". Rorbas a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/CHE_Rorbas_COA.svg/250px-CHE_Rorbas_COA.svg.png"
69,90.2,90.2,9.8,"Wallisellen (ZH)","La population de Wallisellen approuve à 90,2 pour cent l'initiative ""pour une alimentation sûre"". Wallisellen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Wallisellen_COA.svg/250px-CHE_Wallisellen_COA.svg.png"
70,55.6,55.6,44.4,"Wasterkingen (ZH)","A Wasterkingen, les habitants disent oui à 55,6 pour cent à l'initiative ""pour une alimentation sûre"". Wasterkingen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/47/CHE_Wasterkingen_COA.svg/250px-CHE_Wasterkingen_COA.svg.png"
71,21.5,21.5,78.5,"Wil (ZH)","A Wil (ZH), les citoyens rejettent à 78,5 pour cent l'initiative ""pour une alimentation sûre"". Wil (ZH) a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Wil_ZH_COA.svg/250px-CHE_Wil_ZH_COA.svg.png"
72,49.9,49.9,50.1,"Winkel (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Winkel. Les citoyens de la commune ont refusé le texte à 50,1 pour cent. Winkel a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/CHE_Winkel_COA.svg/330px-CHE_Winkel_COA.svg.png"
81,41,41,59,"Bachs (ZH)","La population de Bachs rejette à 59 pour cent des voix l'initiative ""pour une alimentation sûre"". Bachs a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Bachs_COA.svg/250px-CHE_Bachs_COA.svg.png"
82,31,31,69,"Boppelsen (ZH)","L'initiative ""pour une alimentation sûre"" est refusée à 69 pour cent à Boppelsen. Boppelsen a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Boppelsen_COA.svg/330px-CHE_Boppelsen_COA.svg.png"
83,81,81,19,"Buchs (ZH)","La population de Buchs (ZH) approuve à 81 pour cent l'initiative ""pour une alimentation sûre"". Buchs (ZH) a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Buchs_COA.svg/250px-CHE_Buchs_COA.svg.png"
84,27.3,27.3,72.7,"Dällikon (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Dällikon. Ils ont refusé le texte à 72,7 pour cent. Dällikon a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_D%C3%A4llikon_COA.svg/250px-CHE_D%C3%A4llikon_COA.svg.png"
85,11,11,89,"Dänikon (ZH)","L'initiative ""pour une alimentation sûre"" est refusée à 89 pour cent à Dänikon. Dänikon a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_D%C3%A4nikon_COA.svg/250px-CHE_D%C3%A4nikon_COA.svg.png"
86,76.4,76.4,23.6,"Dielsdorf (ZH)","A Dielsdorf, les habitants disent oui à 76,4 pour cent à l'initiative ""pour une alimentation sûre"". Dielsdorf a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Dielsdorf_COA.svg/250px-CHE_Dielsdorf_COA.svg.png"
87,62.4,62.4,37.6,"Hüttikon (ZH)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 62,4 pour cent de oui à Hüttikon. Hüttikon a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_H%C3%BCttikon_COA.svg/250px-CHE_H%C3%BCttikon_COA.svg.png"
88,26.1,26.1,73.9,"Neerach (ZH)","C'est non à l'initiative ""pour une alimentation sûre"" à Neerach. Les habitants ont refusé le texte à 73,9 pour cent. Neerach a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Neerach_COA.svg/250px-CHE_Neerach_COA.svg.png"
89,44.2,44.2,55.8,"Niederglatt (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Niederglatt. Les citoyens de la commune ont refusé le texte à 55,8 pour cent. Niederglatt a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Niederglatt_COA.svg/250px-CHE_Niederglatt_COA.svg.png"
90,55.4,55.4,44.6,"Niederhasli (ZH)","L'initiative ""pour une alimentation sûre"" est approuvée à Niederhasli par 55,4 pour cent des votants. Niederhasli a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Niederhasli_COA_%28side%29.svg/250px-CHE_Niederhasli_COA_%28side%29.svg.png"
91,35.5,35.5,64.5,"Niederweningen (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Niederweningen. Les citoyens de la commune ont refusé le texte à 64,5 pour cent. Niederweningen a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Niederweningen_COA.svg/250px-CHE_Niederweningen_COA.svg.png"
92,57.3,57.3,42.7,"Oberglatt (ZH)","Oberglatt dit oui à 57,3 pour cent à l'initiative ""pour une alimentation sûre"". Oberglatt a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/CHE_Oberglatt_COA.svg/250px-CHE_Oberglatt_COA.svg.png"
93,77.8,77.8,22.2,"Oberweningen (ZH)","La population d'Oberweningen approuve à 77,8 pour cent l'initiative ""pour une alimentation sûre"". Oberweningen a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/CHE_Oberweningen_COA.svg/250px-CHE_Oberweningen_COA.svg.png"
94,43.7,43.7,56.3,"Otelfingen (ZH)","Les habitants d'Otelfingen s'opposent à l'initiative ""pour une alimentation sûre"" par 56,3 pour cent des voix. Otelfingen a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/CHE_Otelfingen_COA.svg/250px-CHE_Otelfingen_COA.svg.png"
95,82.5,82.5,17.5,"Regensberg (ZH)","Les habitants de Regensberg soutiennent à 82,5 pour cent l'initiative ""pour une alimentation sûre"". Regensberg a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/CHE_Regensberg_COA.svg/250px-CHE_Regensberg_COA.svg.png"
96,65.1,65.1,34.9,"Regensdorf (ZH)","Les habitants de Regensdorf soutiennent à 65,1 pour cent l'initiative ""pour une alimentation sûre"". Regensdorf a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/Wappen_Regensberg.svg/500px-Wappen_Regensberg.svg.png"
97,65.2,65.2,34.8,"Rümlang (ZH)","La population de Rümlang approuve à 65,2 pour cent l'initiative ""pour une alimentation sûre"". Rümlang a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/CHE_R%C3%BCmlang_COA.svg/250px-CHE_R%C3%BCmlang_COA.svg.png"
98,59.8,59.8,40.2,"Schleinikon (ZH)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 59,8 pour cent de oui à Schleinikon. Schleinikon a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/CHE_Schleinikon_COA.svg/250px-CHE_Schleinikon_COA.svg.png"
99,15,15,85,"Schöfflisdorf (ZH)","L'initiative ""pour une alimentation sûre"" est refusée à 85 pour cent à Schöfflisdorf. Schöfflisdorf a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Sch%C3%B6fflisdorf_COA.svg/250px-CHE_Sch%C3%B6fflisdorf_COA.svg.png"
100,57.7,57.7,42.3,"Stadel (ZH)","Stadel dit oui à 57,7 pour cent à l'initiative ""pour une alimentation sûre"". Stadel a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Stadel_COA.svg/250px-CHE_Stadel_COA.svg.png"
101,55.2,55.2,44.8,"Steinmaur (ZH)","La population de Steinmaur approuve à 55,2 pour cent l'initiative ""pour une alimentation sûre"". Steinmaur a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/CHE_Steinmaur_COA.svg/250px-CHE_Steinmaur_COA.svg.png"
102,46.3,46.3,53.7,"Weiach (ZH)","C'est non à l'initiative ""pour une alimentation sûre"" à Weiach. Les habitants ont refusé le texte à 53,7 pour cent. Weiach a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/CHE_Weiach_COA.svg/250px-CHE_Weiach_COA.svg.png"
111,67.8,67.8,32.2,"Bäretswil (ZH)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 67,8 pour cent de oui à Bäretswil. Bäretswil a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/CHE_B%C3%A4retswil_COA.svg/960px-CHE_B%C3%A4retswil_COA.svg.png"
112,42.9,42.9,57.1,"Bubikon (ZH)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Bubikon. Ils ont refusé le texte à 57,1 pour cent. Bubikon a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/CHE_Bubikon_COA.svg/250px-CHE_Bubikon_COA.svg.png"
