"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
3681,49.2,49.2,50.8,"Avers (GR)","Con il 50,8 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Avers. Divergenza: Avers dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Avers_COA.svg/960px-CHE_Avers_COA.svg.png"
3695,27.4,27.4,72.6,"Sufers (GR)","Con il 72,6 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Sufers. Divergenza: Sufers dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/CHE_Sufers_COA.svg/250px-CHE_Sufers_COA.svg.png"
3701,76.2,76.2,23.8,"Andeer (GR)","Sì all'Iniziativa sull'alimentazione a Andeer, con il 76,2 per cento di voti favorevoli. Andeer approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/CHE_Andeer_COA.svg/250px-CHE_Andeer_COA.svg.png"
3711,88.5,88.5,11.5,"Rongellen (GR)","Sì all'Iniziativa sull'alimentazione a Rongellen, con il 88,5 per cento di voti favorevoli. Rongellen approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_Rongellen_COA.svg/250px-CHE_Rongellen_COA.svg.png"
3712,64.8,64.8,35.2,"Zillis-Reischen (GR)","A Zillis-Reischen l'Iniziativa sull'alimentazione è stata approvata con il 64,8 per cento. Zillis-Reischen approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Zillis-Reischen_COA.svg/250px-CHE_Zillis-Reischen_COA.svg.png"
3713,87.9,87.9,12.1,"Ferrera (GR)","Sì all'Iniziativa sull'alimentazione a Ferrera con il 87,9 per cento. Ferrera approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/CHE_Ferrera_COA.svg/250px-CHE_Ferrera_COA.svg.png"
3714,26.3,26.3,73.7,"Rheinwald (GR)","A Rheinwald, l'Iniziativa sull'alimentazione è stata respinta con il 73,7 per cento. Divergenza: Rheinwald dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Rheinwald_COA.svg/250px-CHE_Rheinwald_COA.svg.png"
3715,59.1,59.1,40.9,"Muntogna da Schons (GR)","Sì all'Iniziativa sull'alimentazione a Muntogna da Schons con il 59,1 per cento. Muntogna da Schons approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/CHE_Muntogna_da_Schons_COA.svg/250px-CHE_Muntogna_da_Schons_COA.svg.png"
3721,58.5,58.5,41.5,"Bonaduz (GR)","Sì all'Iniziativa sull'alimentazione a Bonaduz con il 58,5 per cento. Bonaduz approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/CHE_Bonaduz_COA.svg/250px-CHE_Bonaduz_COA.svg.png"
3722,42.2,42.2,57.8,"Domat/Ems (GR)","A Domat/Ems, l'Iniziativa sull'alimentazione è stata respinta con il 57,8 per cento. Divergenza: Domat/Ems dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/CHE_Domat-Ems_COA.svg/250px-CHE_Domat-Ems_COA.svg.png"
3723,98.2,98.2,1.8,"Rhäzüns (GR)","A Rhäzüns, l'Iniziativa sull'alimentazione è stata approvata con il 98,2 per cento. Nel cantone di Grigioni, Rhäzüns ha ottenuto il più alto tasso di sì per l'Iniziativa sull'alimentazione.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/CHE_Rh%C3%A4z%C3%BCns_COA.svg/250px-CHE_Rh%C3%A4z%C3%BCns_COA.svg.png"
3731,50.9,50.9,49.1,"Felsberg (GR)","A Felsberg, l'Iniziativa sull'alimentazione è approvata con il 50,9 per cento. Felsberg approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Felsberg_COA.svg/250px-CHE_Felsberg_COA.svg.png"
3732,31,31,69,"Flims (GR)","A Flims, l'Iniziativa sull'alimentazione è stata respinta con il 69 per cento. Divergenza: Flims dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Flims_COA.svg/250px-CHE_Flims_COA.svg.png"
3733,60.1,60.1,39.9,"Tamins (GR)","Sì all'Iniziativa sull'alimentazione a Tamins con il 60,1 per cento. Tamins approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Tamins_COA.svg/250px-CHE_Tamins_COA.svg.png"
3734,52.3,52.3,47.7,"Trin (GR)","La popolazione di Trin approva l'Iniziativa sull'alimentazione con il 52,3 per cento. Trin approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_Trin_COA.svg/250px-CHE_Trin_COA.svg.png"
3746,68.7,68.7,31.3,"Zernez (GR)","Sì all'Iniziativa sull'alimentazione a Zernez con il 68,7 per cento. Zernez approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/CHE_Zernez_COA.svg/250px-CHE_Zernez_COA.svg.png"
3752,27.7,27.7,72.3,"Samnaun (GR)","Con il 72,3 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Samnaun. Divergenza: Samnaun dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/CHE_Samnaun_COA.svg/250px-CHE_Samnaun_COA.svg.png"
3762,1,1,99,"Scuol (GR)","Con il 99 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Scuol. Divergenza: Scuol dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/CHE_Scuol_COA.svg/250px-CHE_Scuol_COA.svg.png"
3764,45.8,45.8,54.2,"Valsot (GR)","A Valsot, l'Iniziativa sull'alimentazione è stata respinta con il 54,2 per cento. Divergenza: Valsot dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Valsot_COA.svg/250px-CHE_Valsot_COA.svg.png"
3781,79.2,79.2,20.8,"Bever (GR)","A Bever l'Iniziativa sull'alimentazione è stata approvata con il 79,2 per cento. Bever approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Bever_COA.svg/250px-CHE_Bever_COA.svg.png"
3782,49,49,51,"Celerina/Schlarigna (GR)","A Celerina/Schlarigna l'Iniziativa sull'alimentazione non ottiene la maggioranza: 51 per cento di no. Divergenza: Celerina/Schlarigna dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/CHE_Celerina-Schlarigna_COA.svg/250px-CHE_Celerina-Schlarigna_COA.svg.png"
3783,54.1,54.1,45.9,"Madulain (GR)","Sì all'Iniziativa sull'alimentazione a Madulain con il 54,1 per cento. Madulain approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_Madulain_COA.svg/250px-CHE_Madulain_COA.svg.png"
3784,73.7,73.7,26.3,"Pontresina (GR)","A Pontresina, l'Iniziativa sull'alimentazione è stata approvata con il 73,7 per cento. Pontresina approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Pontresina_COA.svg/250px-CHE_Pontresina_COA.svg.png"
3785,32.6,32.6,67.4,"La Punt-Chamues-ch (GR)","A La Punt-Chamues-ch, l'Iniziativa sull'alimentazione è stata respinta con il 67,4 per cento. Divergenza: La Punt-Chamues-ch dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_La_Punt_Chamues-ch_COA.svg/250px-CHE_La_Punt_Chamues-ch_COA.svg.png"
3786,63.4,63.4,36.6,"Samedan (GR)","Sì all'Iniziativa sull'alimentazione a Samedan con il 63,4 per cento. Samedan approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/CHE_Samedan_COA.svg/250px-CHE_Samedan_COA.svg.png"
3787,71.6,71.6,28.4,"St. Moritz (GR)","Sì all'Iniziativa sull'alimentazione a St. Moritz: 71,6 per cento. St. Moritz approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/CHE_St_Moritz_COA.svg/250px-CHE_St_Moritz_COA.svg.png"
3788,51.9,51.9,48.1,"S-chanf (GR)","Sì all'Iniziativa sull'alimentazione a S-chanf con il 51,9 per cento. S-chanf approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/CHE_S-chanf_COA.svg/250px-CHE_S-chanf_COA.svg.png"
3789,87.2,87.2,12.8,"Sils im Engadin/Segl (GR)","A Sils im Engadin/Segl, l'Iniziativa sull'alimentazione è approvata con il 87,2 per cento. Sils im Engadin/Segl approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/CHE_Sils_im_Engadin_Segl_COA.svg/960px-CHE_Sils_im_Engadin_Segl_COA.svg.png"
3790,92.6,92.6,7.4,"Silvaplana (GR)","Sì all'Iniziativa sull'alimentazione a Silvaplana con il 92,6 per cento. Silvaplana approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Silvaplana_COA.svg/250px-CHE_Silvaplana_COA.svg.png"
3791,43.1,43.1,56.9,"Zuoz (GR)","La popolazione di Zuoz respinge l'Iniziativa sull'alimentazione con il 56,9 per cento. Divergenza: Zuoz dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/CHE_Zuoz_COA.svg/250px-CHE_Zuoz_COA.svg.png"
3792,76.6,76.6,23.4,"Bregaglia (GR)","A Bregaglia, l'Iniziativa sull'alimentazione è stata approvata con il 76,6 per cento. Bregaglia approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/CHE_Bregaglia_COA.svg/250px-CHE_Bregaglia_COA.svg.png"
3804,67.6,67.6,32.4,"Buseno (GR)","Sì all'Iniziativa sull'alimentazione a Buseno, con il 67,6 per cento di voti favorevoli. Buseno approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/CHE_Buseno_COA.svg/250px-CHE_Buseno_COA.svg.png"
3805,86.8,86.8,13.2,"Castaneda (GR)","A Castaneda l'Iniziativa sull'alimentazione è stata approvata con il 86,8 per cento. Castaneda approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Castaneda_COA.svg/250px-CHE_Castaneda_COA.svg.png"
3808,32.2,32.2,67.8,"Rossa (GR)","A Rossa l'Iniziativa sull'alimentazione non ottiene la maggioranza: 67,8 per cento di no. Divergenza: Rossa dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/CHE_Rossa_COA.svg/250px-CHE_Rossa_COA.svg.png"
3810,35.7,35.7,64.3,"Santa Maria in Calanca (GR)","A Santa Maria in Calanca l'Iniziativa sull'alimentazione è stata respinta con il 64,3 per cento. Divergenza: Santa Maria in Calanca dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/CHE_Santa_Maria_in_Calanca_COA.svg/250px-CHE_Santa_Maria_in_Calanca_COA.svg.png"
3821,94.9,94.9,5.1,"Lostallo (GR)","La popolazione di Lostallo approva l'Iniziativa sull'alimentazione con il 94,9 per cento. Lostallo approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/CHE_Lostallo_COA.svg/250px-CHE_Lostallo_COA.svg.png"
3822,27.9,27.9,72.1,"Mesocco (GR)","A Mesocco l'Iniziativa sull'alimentazione è stata respinta con il 72,1 per cento. Divergenza: Mesocco dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/CHE_Mesocco_COA.svg/250px-CHE_Mesocco_COA.svg.png"
3823,70.4,70.4,29.6,"Soazza (GR)","Sì all'Iniziativa sull'alimentazione a Soazza con il 70,4 per cento. Soazza approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Soazza_COA.svg/250px-CHE_Soazza_COA.svg.png"
3831,47.1,47.1,52.9,"Cama (GR)","A Cama l'Iniziativa sull'alimentazione è stata respinta con il 52,9 per cento. Divergenza: Cama dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Cama_COA.svg/250px-CHE_Cama_COA.svg.png"
3832,9.6,9.6,90.4,"Grono (GR)","Con il 90,4 per cento dei voti, l'Iniziativa sull'alimentazione viene respinta a Grono. Divergenza: Grono dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/CHE_Grono_COA.svg/250px-CHE_Grono_COA.svg.png"
3834,89.7,89.7,10.3,"Roveredo (GR)","Sì all'Iniziativa sull'alimentazione a Roveredo GR, con il 89,7 per cento di voti favorevoli. Roveredo GR approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/CHE_Roveredo_COA.svg/250px-CHE_Roveredo_COA.svg.png"
3835,5.5,5.5,94.5,"San Vittore (GR)","A San Vittore l'Iniziativa sull'alimentazione è stata respinta con il 94,5 per cento. Divergenza: San Vittore dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/CHE_San_Vittore_COA.svg/250px-CHE_San_Vittore_COA.svg.png"
3837,35.7,35.7,64.3,"Calanca (GR)","La popolazione di Calanca respinge l'Iniziativa sull'alimentazione con il 64,3 per cento. Divergenza: Calanca dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_Calanca_GR_COA.svg/250px-CHE_Calanca_GR_COA.svg.png"
3847,37.1,37.1,62.9,"Val Müstair (GR)","A Val Müstair, l'Iniziativa sull'alimentazione è stata respinta con il 62,9 per cento. Divergenza: Val Müstair dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/M%C3%BCnstertal_nach_S%C3%BCden.jpg/960px-M%C3%BCnstertal_nach_S%C3%BCden.jpg"
3851,41.4,41.4,58.6,"Davos (GR)","La popolazione di Davos respinge l'Iniziativa sull'alimentazione con il 58,6 per cento. Divergenza: Davos dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Davos_COA.svg/250px-CHE_Davos_COA.svg.png"
3861,56.3,56.3,43.7,"Fideris (GR)","Sì all'Iniziativa sull'alimentazione a Fideris, con il 56,3 per cento di voti favorevoli. Fideris approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Fideris_COA.svg/250px-CHE_Fideris_COA.svg.png"
3862,43.9,43.9,56.1,"Furna (GR)","A Furna l'Iniziativa sull'alimentazione non ottiene la maggioranza: 56,1 per cento di no. Divergenza: Furna dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Furna_COA.svg/250px-CHE_Furna_COA.svg.png"
3863,10,10,90,"Jenaz (GR)","A Jenaz l'Iniziativa sull'alimentazione è stata respinta con il 90 per cento. Divergenza: Jenaz dice no all'Iniziativa sull'alimentazione, il cantone Grigioni dice sì.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/CHE_Jenaz_COA.svg/250px-CHE_Jenaz_COA.svg.png"
3871,60.3,60.3,39.7,"Klosters-Serneus (GR)","A Klosters-Serneus, l'Iniziativa sull'alimentazione è stata approvata con il 60,3 per cento. Klosters-Serneus approva l'Iniziativa sull'alimentazione, così come il cantone Grigioni.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/CHE_Klosters-Serneus_COA.svg/250px-CHE_Klosters-Serneus_COA.svg.png"
