"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
11,34.2,34.2,65.8,"Ottenbach ZH","In Ottenbach ist die Neutralitätsinitiative mit 65,8 Prozent der Stimmen gescheitert. Sowohl Ottenbach als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/28/CHE_Ottenbach_COA.svg/250px-CHE_Ottenbach_COA.svg.png"
12,29.5,29.5,70.5,"Rifferswil ZH","In Rifferswil ist die Neutralitätsinitiative mit 70,5 Prozent der Stimmen gescheitert. Sowohl Rifferswil als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fa/CHE_Rifferswil_COA.svg/250px-CHE_Rifferswil_COA.svg.png"
13,31.9,31.9,68.1,"Stallikon ZH","Mit 68,1 Prozent wird die Neutralitätsinitiative in Stallikon verworfen. Sowohl Stallikon als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/CHE_Stallikon_COA.svg/250px-CHE_Stallikon_COA.svg.png"
14,82.1,82.1,17.9,"Wettswil am Albis ZH","Wettswil am Albis hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 82,1 Prozent. Wettswil am Albis sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/CHE_Wettswil_am_Albis_COA.svg/250px-CHE_Wettswil_am_Albis_COA.svg.png"
22,80.6,80.6,19.4,"Benken ZH","In Benken ZH wird die Neutralitätsinitiative mit 80,6 Prozent angenommen. Benken ZH sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/CHE_Benken_COA.svg/250px-CHE_Benken_COA.svg.png"
23,27.2,27.2,72.8,"Berg am Irchel ZH","Nein zur Neutralitätsinitiative in Berg am Irchel: 72,8 Prozent. Sowohl Berg am Irchel als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Berg_am_Irchel_COA.svg/250px-CHE_Berg_am_Irchel_COA.svg.png"
24,76.9,76.9,23.1,"Buch am Irchel ZH","Mit 76,9 Prozent befürworten die Stimmberechtigten von Buch am Irchel die Neutralitätsinitiative. Buch am Irchel sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/CHE_Buch_am_Irchel_COA.svg/250px-CHE_Buch_am_Irchel_COA.svg.png"
25,56.1,56.1,43.9,"Dachsen ZH","Mit 56,1 Prozent befürworten die Stimmberechtigten von Dachsen die Neutralitätsinitiative. Dachsen sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_Dachsen_COA.svg/330px-CHE_Dachsen_COA.svg.png"
26,27.2,27.2,72.8,"Dorf ZH","72,8 Prozent der Stimmbürgerinnen und Stimmbürger von Dorf haben die Neutralitätsinitiative abgelehnt. Sowohl Dorf als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Dorf_COA.svg/250px-CHE_Dorf_COA.svg.png"
27,55.6,55.6,44.4,"Feuerthalen ZH","Die Neutralitätsinitiative erreicht in Feuerthalen 55,6 Prozent Ja-Stimmen. Feuerthalen sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Feuerthalen_COA.svg/250px-CHE_Feuerthalen_COA.svg.png"
28,74.5,74.5,25.5,"Flaach ZH","Flaach hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 74,5 Prozent. Flaach sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Flaach_COA.svg/250px-CHE_Flaach_COA.svg.png"
29,44.7,44.7,55.3,"Flurlingen ZH","Nein zur Neutralitätsinitiative in Flurlingen: 55,3 Prozent. Sowohl Flurlingen als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Flurlingen_COA.svg/250px-CHE_Flurlingen_COA.svg.png"
31,79.6,79.6,20.4,"Henggart ZH","Die Neutralitätsinitiative erreicht in Henggart 79,6 Prozent Ja-Stimmen. Henggart sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/CHE_Henggart_COA.svg/250px-CHE_Henggart_COA.svg.png"
33,17.4,17.4,82.6,"Kleinandelfingen ZH","In Kleinandelfingen ist die Neutralitätsinitiative mit 82,6 Prozent der Stimmen gescheitert. Sowohl Kleinandelfingen als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Kleinandelfingen_COA.svg/250px-CHE_Kleinandelfingen_COA.svg.png"
34,3.5,3.5,96.5,"Laufen-Uhwiesen ZH","Nein zur Neutralitätsinitiative in Laufen-Uhwiesen: 96,5 Prozent. Sowohl Laufen-Uhwiesen als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/CHE_Laufen-Uhwiesen_COA.svg/250px-CHE_Laufen-Uhwiesen_COA.svg.png"
35,41.3,41.3,58.7,"Marthalen ZH","In Marthalen ist die Neutralitätsinitiative mit 58,7 Prozent der Stimmen gescheitert. Sowohl Marthalen als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Marthalen_COA.svg/250px-CHE_Marthalen_COA.svg.png"
37,99.5,99.5,0.5,"Ossingen ZH","Schweizweit der zweithöchste Ja-Anteil zur Neutralitätsinitiative findet sich in Ossingen mit 99,5 Prozent. Ossingen erzielt im Kanton Zürich den höchsten Ja-Anteil zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Ossingen_COA.svg/250px-CHE_Ossingen_COA.svg.png"
38,21.4,21.4,78.6,"Rheinau ZH","78,6 Prozent der Stimmbürgerinnen und Stimmbürger von Rheinau haben die Neutralitätsinitiative abgelehnt. Sowohl Rheinau als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/CHE_Rheinau_COA.svg/250px-CHE_Rheinau_COA.svg.png"
39,35.8,35.8,64.2,"Thalheim an der Thur ZH","64,2 Prozent der Stimmbürgerinnen und Stimmbürger von Thalheim an der Thur haben die Neutralitätsinitiative abgelehnt. Sowohl Thalheim an der Thur als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/CHE_Thalheim_COA.svg/250px-CHE_Thalheim_COA.svg.png"
40,18.3,18.3,81.7,"Trüllikon ZH","81,7 Prozent der Stimmbürgerinnen und Stimmbürger von Trüllikon sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Trüllikon als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Tr%C3%BCllikon_COA.svg/250px-CHE_Tr%C3%BCllikon_COA.svg.png"
41,45.3,45.3,54.7,"Truttikon ZH","Mit 54,7 Prozent wird die Neutralitätsinitiative in Truttikon verworfen. Sowohl Truttikon als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Truttikon_COA.svg/250px-CHE_Truttikon_COA.svg.png"
43,71.6,71.6,28.4,"Volken ZH","Volken stimmt der Neutralitätsinitiative mit 71,6 Prozent zu. Volken sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Volken_COA.svg/250px-CHE_Volken_COA.svg.png"
51,81.3,81.3,18.7,"Bachenbülach ZH","Mit 81,3 Prozent befürworten die Stimmberechtigten von Bachenbülach die Neutralitätsinitiative. Bachenbülach sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Bachenb%C3%BClach_COA.svg/250px-CHE_Bachenb%C3%BClach_COA.svg.png"
52,13.8,13.8,86.2,"Bassersdorf ZH","Mit 86,2 Prozent wird die Neutralitätsinitiative in Bassersdorf verworfen. Sowohl Bassersdorf als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/CHE_Bassersdorf_COA.svg/250px-CHE_Bassersdorf_COA.svg.png"
53,53.8,53.8,46.2,"Bülach ZH","In Bülach wird die Neutralitätsinitiative mit 53,8 Prozent angenommen. Bülach sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/CHE_B%C3%BClach_COA.svg/250px-CHE_B%C3%BClach_COA.svg.png"
54,92.6,92.6,7.4,"Dietlikon ZH","Mit 92,6 Prozent befürworten die Stimmberechtigten von Dietlikon die Neutralitätsinitiative. Dietlikon sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Dietlikon_COA.svg/250px-CHE_Dietlikon_COA.svg.png"
55,28.8,28.8,71.2,"Eglisau ZH","In Eglisau ist die Neutralitätsinitiative mit 71,2 Prozent der Stimmen gescheitert. Sowohl Eglisau als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Eglisau_COA.svg/250px-CHE_Eglisau_COA.svg.png"
56,47.6,47.6,52.4,"Embrach ZH","52,4 Prozent der Stimmbürgerinnen und Stimmbürger von Embrach haben die Neutralitätsinitiative abgelehnt. Sowohl Embrach als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Embrach_COA.svg/250px-CHE_Embrach_COA.svg.png"
57,71,71,29,"Freienstein-Teufen ZH","Ja zur Neutralitätsinitiative in Freienstein-Teufen: 71 Prozent. Freienstein-Teufen sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/CHE_Freienstein-Teufen_COA.svg/250px-CHE_Freienstein-Teufen_COA.svg.png"
58,84.9,84.9,15.1,"Glattfelden ZH","In Glattfelden ist die Neutralitätsinitiative mit 84,9 Prozent der Stimmen angenommen worden. Glattfelden sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Glattfelden_COA.svg/250px-CHE_Glattfelden_COA.svg.png"
59,60.1,60.1,39.9,"Hochfelden ZH","In Hochfelden ist die Neutralitätsinitiative mit 60,1 Prozent der Stimmen angenommen worden. Hochfelden sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/CHE_Hochfelden_COA.svg/250px-CHE_Hochfelden_COA.svg.png"
60,77.3,77.3,22.7,"Höri ZH","In Höri ist die Neutralitätsinitiative mit 77,3 Prozent der Stimmen angenommen worden. Höri sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_H%C3%B6ri_COA.svg/250px-CHE_H%C3%B6ri_COA.svg.png"
61,3.1,3.1,96.9,"Hüntwangen ZH","96,9 Prozent der Stimmbürgerinnen und Stimmbürger von Hüntwangen haben die Neutralitätsinitiative abgelehnt. Sowohl Hüntwangen als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_H%C3%BCntwangen_COA.svg/250px-CHE_H%C3%BCntwangen_COA.svg.png"
62,84.3,84.3,15.7,"Kloten ZH","Kloten stimmt der Neutralitätsinitiative mit 84,3 Prozent zu. Kloten sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Kloten_Brand_Mark.svg/500px-CHE_Kloten_Brand_Mark.svg.png"
63,49.7,49.7,50.3,"Lufingen ZH","Mit 50,3 Prozent wird die Neutralitätsinitiative in Lufingen verworfen. Sowohl Lufingen als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Lufingen_COA.svg/250px-CHE_Lufingen_COA.svg.png"
64,47.4,47.4,52.6,"Nürensdorf ZH","52,6 Prozent der Stimmbürgerinnen und Stimmbürger von Nürensdorf haben die Neutralitätsinitiative abgelehnt. Sowohl Nürensdorf als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_N%C3%BCrensdorf_COA.svg/250px-CHE_N%C3%BCrensdorf_COA.svg.png"
65,48.6,48.6,51.4,"Oberembrach ZH","In Oberembrach ist die Neutralitätsinitiative mit 51,4 Prozent der Stimmen gescheitert. Sowohl Oberembrach als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Oberembrach_COA.svg/250px-CHE_Oberembrach_COA.svg.png"
66,87,87,13,"Opfikon ZH","Die Neutralitätsinitiative erreicht in Opfikon 87 Prozent Ja-Stimmen. Opfikon sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Opfikon_COA.svg/250px-CHE_Opfikon_COA.svg.png"
67,47,47,53,"Rafz ZH","53 Prozent der Stimmbürgerinnen und Stimmbürger von Rafz sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Rafz als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Rafz_COA.svg/250px-CHE_Rafz_COA.svg.png"
68,72.1,72.1,27.9,"Rorbas ZH","Rorbas stimmt der Neutralitätsinitiative mit 72,1 Prozent zu. Rorbas sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/CHE_Rorbas_COA.svg/250px-CHE_Rorbas_COA.svg.png"
69,74.7,74.7,25.3,"Wallisellen ZH","Wallisellen hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 74,7 Prozent. Wallisellen sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Wallisellen_COA.svg/250px-CHE_Wallisellen_COA.svg.png"
70,66.7,66.7,33.3,"Wasterkingen ZH","In Wasterkingen ist die Neutralitätsinitiative mit 66,7 Prozent der Stimmen angenommen worden. Wasterkingen sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/47/CHE_Wasterkingen_COA.svg/250px-CHE_Wasterkingen_COA.svg.png"
71,45.5,45.5,54.5,"Wil ZH","Mit 54,5 Prozent wird die Neutralitätsinitiative in Wil ZH verworfen. Sowohl Wil ZH als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Wil_ZH_COA.svg/250px-CHE_Wil_ZH_COA.svg.png"
72,66,66,34,"Winkel ZH","Die Neutralitätsinitiative erreicht in Winkel 66 Prozent Ja-Stimmen. Winkel sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/CHE_Winkel_COA.svg/330px-CHE_Winkel_COA.svg.png"
81,48.5,48.5,51.5,"Bachs ZH","51,5 Prozent der Stimmbürgerinnen und Stimmbürger von Bachs haben die Neutralitätsinitiative abgelehnt. Sowohl Bachs als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Bachs_COA.svg/250px-CHE_Bachs_COA.svg.png"
82,39.3,39.3,60.7,"Boppelsen ZH","60,7 Prozent der Stimmbürgerinnen und Stimmbürger von Boppelsen haben die Neutralitätsinitiative abgelehnt. Sowohl Boppelsen als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Boppelsen_COA.svg/330px-CHE_Boppelsen_COA.svg.png"
83,41.6,41.6,58.4,"Buchs ZH","58,4 Prozent der Stimmbürgerinnen und Stimmbürger von Buchs ZH haben die Neutralitätsinitiative abgelehnt. Sowohl Buchs ZH als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Buchs_COA.svg/250px-CHE_Buchs_COA.svg.png"
84,42.4,42.4,57.6,"Dällikon ZH","In Dällikon ist die Neutralitätsinitiative mit 57,6 Prozent der Stimmen gescheitert. Sowohl Dällikon als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_D%C3%A4llikon_COA.svg/250px-CHE_D%C3%A4llikon_COA.svg.png"
85,33,33,67,"Dänikon ZH","67 Prozent der Stimmbürgerinnen und Stimmbürger von Dänikon haben die Neutralitätsinitiative abgelehnt. Sowohl Dänikon als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_D%C3%A4nikon_COA.svg/250px-CHE_D%C3%A4nikon_COA.svg.png"
86,56.5,56.5,43.5,"Dielsdorf ZH","In Dielsdorf ist die Neutralitätsinitiative mit 56,5 Prozent der Stimmen angenommen worden. Dielsdorf sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Dielsdorf_COA.svg/250px-CHE_Dielsdorf_COA.svg.png"
87,70.3,70.3,29.7,"Hüttikon ZH","In Hüttikon wird die Neutralitätsinitiative mit 70,3 Prozent angenommen. Hüttikon sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_H%C3%BCttikon_COA.svg/250px-CHE_H%C3%BCttikon_COA.svg.png"
88,11.4,11.4,88.6,"Neerach ZH","88,6 Prozent der Stimmbürgerinnen und Stimmbürger von Neerach sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Neerach als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Neerach_COA.svg/250px-CHE_Neerach_COA.svg.png"
89,50,50,50,"Niederglatt ZH","Nein zur Neutralitätsinitiative in Niederglatt: 50 Prozent. Sowohl Niederglatt als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Niederglatt_COA.svg/250px-CHE_Niederglatt_COA.svg.png"
90,21.4,21.4,78.6,"Niederhasli ZH","78,6 Prozent der Stimmbürgerinnen und Stimmbürger von Niederhasli haben die Neutralitätsinitiative abgelehnt. Sowohl Niederhasli als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Niederhasli_COA_%28side%29.svg/250px-CHE_Niederhasli_COA_%28side%29.svg.png"
91,56.1,56.1,43.9,"Niederweningen ZH","Die Neutralitätsinitiative erreicht in Niederweningen 56,1 Prozent Ja-Stimmen. Niederweningen sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Niederweningen_COA.svg/250px-CHE_Niederweningen_COA.svg.png"
92,31,31,69,"Oberglatt ZH","In Oberglatt ist die Neutralitätsinitiative mit 69 Prozent der Stimmen gescheitert. Sowohl Oberglatt als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/CHE_Oberglatt_COA.svg/250px-CHE_Oberglatt_COA.svg.png"
93,46.2,46.2,53.8,"Oberweningen ZH","53,8 Prozent der Stimmbürgerinnen und Stimmbürger von Oberweningen haben die Neutralitätsinitiative abgelehnt. Sowohl Oberweningen als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/CHE_Oberweningen_COA.svg/250px-CHE_Oberweningen_COA.svg.png"
94,27.9,27.9,72.1,"Otelfingen ZH","In Otelfingen ist die Neutralitätsinitiative mit 72,1 Prozent der Stimmen gescheitert. Sowohl Otelfingen als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/CHE_Otelfingen_COA.svg/250px-CHE_Otelfingen_COA.svg.png"
95,35.9,35.9,64.1,"Regensberg ZH","64,1 Prozent der Stimmbürgerinnen und Stimmbürger von Regensberg sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Regensberg als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/CHE_Regensberg_COA.svg/250px-CHE_Regensberg_COA.svg.png"
96,14.9,14.9,85.1,"Regensdorf ZH","85,1 Prozent der Stimmbürgerinnen und Stimmbürger von Regensdorf sprechen sich gegen die Neutralitätsinitiative aus. Sowohl Regensdorf als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/Wappen_Regensberg.svg/500px-Wappen_Regensberg.svg.png"
97,45.9,45.9,54.1,"Rümlang ZH","54,1 Prozent der Stimmbürgerinnen und Stimmbürger von Rümlang haben die Neutralitätsinitiative abgelehnt. Sowohl Rümlang als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/CHE_R%C3%BCmlang_COA.svg/250px-CHE_R%C3%BCmlang_COA.svg.png"
98,48.1,48.1,51.9,"Schleinikon ZH","In Schleinikon ist die Neutralitätsinitiative mit 51,9 Prozent der Stimmen gescheitert. Sowohl Schleinikon als auch der Kanton Zürich verwerfen die Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/CHE_Schleinikon_COA.svg/250px-CHE_Schleinikon_COA.svg.png"
99,54.3,54.3,45.7,"Schöfflisdorf ZH","Schöfflisdorf hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 54,3 Prozent. Schöfflisdorf sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Sch%C3%B6fflisdorf_COA.svg/250px-CHE_Sch%C3%B6fflisdorf_COA.svg.png"
100,64.1,64.1,35.9,"Stadel ZH","Ja zur Neutralitätsinitiative in Stadel: 64,1 Prozent. Stadel sagt Ja zur Neutralitätsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Stadel_COA.svg/250px-CHE_Stadel_COA.svg.png"
