"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
5257,11.5,11.5,88.5,"Morbio Inferiore (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4c/CHE_Morbio_Inferiore_TI_COA.svg/500px-CHE_Morbio_Inferiore_TI_COA.svg.png"
5260,48.6,48.6,51.4,"Novazzano (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e8/Novazzano-blason.svg/500px-Novazzano-blason.svg.png"
5263,36.8,36.8,63.2,"Riva San Vitale (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Riva_San_Vitale_COA.svg/500px-CHE_Riva_San_Vitale_COA.svg.png"
5266,50.8,50.8,49.2,"Stabio (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/CHE_Stabio_COA.svg/500px-CHE_Stabio_COA.svg.png"
5268,19.8,19.8,80.2,"Vacallo (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/16/Vacallo-coat_of_arms.svg/500px-Vacallo-coat_of_arms.svg.png"
5269,72.7,72.7,27.3,"Breggia (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7b/Breggia_CoA.png/500px-Breggia_CoA.png"
5281,58.7,58.7,41.3,"Biasca (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/CHE_Biasca_TI_COA.svg/500px-CHE_Biasca_TI_COA.svg.png"
5287,76.1,76.1,23.9,"Riviera (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/Blason_de_Riviera_%28Tessin%29.svg/500px-Blason_de_Riviera_%28Tessin%29.svg.png"
5304,26.8,26.8,73.2,"Bosco/Gurin (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Bosco-Gurin_COA.svg/500px-CHE_Bosco-Gurin_COA.svg.png"
5307,30.5,30.5,69.5,"Campo (Vallemaggia) (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/27/Campo%28Vallemaggia%29-coat_of_arms.svg/500px-Campo%28Vallemaggia%29-coat_of_arms.svg.png"
5309,28.7,28.7,71.3,"Cerentino (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/Cerentino-coat_of_arms.svg/500px-Cerentino-coat_of_arms.svg.png"
5310,55.7,55.7,44.3,"Cevio (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/CHE_Cevio_COA.svg/500px-CHE_Cevio_COA.svg.png"
5315,32,32,68,"Linescio (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/Linescio-coat_of_arms.svg/500px-Linescio-coat_of_arms.svg.png"
5317,27.8,27.8,72.2,"Maggia (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/ff/CHE_Maggia_COA.svg/500px-CHE_Maggia_COA.svg.png"
5323,12.5,12.5,87.5,"Lavizzara (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Lavizzara-coat_of_arms.svg/500px-Lavizzara-coat_of_arms.svg.png"
5324,66.7,66.7,33.3,"Avegno Gordevio (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Avegno_Gordevio_COA.svg/500px-CHE_Avegno_Gordevio_COA.svg.png"
5395,47.1,47.1,52.9,"Lema (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Lema_COA.svg/500px-CHE_Lema_COA.svg.png"
5396,26.8,26.8,73.2,"Terre di Pedemonte (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Terre_di_Pedemonte_COA.svg/250px-CHE_Terre_di_Pedemonte_COA.svg.png"
5397,42.7,42.7,57.3,"Centovalli (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Centovalli_TI_COA.png/500px-CHE_Centovalli_TI_COA.png"
5398,65.6,65.6,34.4,"Gambarogno (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/CHE_Gambarogno_TI_COA.svg/500px-CHE_Gambarogno_TI_COA.svg.png"
5399,75.2,75.2,24.8,"Verzasca (TI)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Verzasca_TI_COA.svg/500px-CHE_Verzasca_TI_COA.svg.png"
