"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
2068,37.2,37.2,62.8,"Châtonnaye (FR)","C'est non à l'initiative ""pour une alimentation sûre"" à Châtonnaye. Les habitants ont refusé le texte à 62,8 pour cent. Châtonnaye a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/Ch%C3%A2tonnaye-coat_of_arms.svg/500px-Ch%C3%A2tonnaye-coat_of_arms.svg.png"
2079,74.3,74.3,25.7,"Grangettes (FR)","Les habitants de Grangettes acceptent à 74,3 pour cent l'initiative ""pour une alimentation sûre"". Grangettes a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/Grangettes-coat_of_arms.svg/500px-Grangettes-coat_of_arms.svg.png"
2086,44.2,44.2,55.8,"Massonnens (FR)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Massonnens. Les citoyens de la commune ont refusé le texte à 55,8 pour cent. Massonnens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/CHE_Massonnens_COA.svg/500px-CHE_Massonnens_COA.svg.png"
2087,51.8,51.8,48.2,"Mézières (FR)","Les habitants de Mézières (FR) soutiennent à 51,8 pour cent l'initiative ""pour une alimentation sûre"". Mézières (FR) a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c2/M%C3%A9zi%C3%A8res_FR-2004-coat_of_arms.svg/500px-M%C3%A9zi%C3%A8res_FR-2004-coat_of_arms.svg.png"
2096,12.7,12.7,87.3,"Romont (FR)","A Romont (FR), les citoyens rejettent à 87,3 pour cent l'initiative ""pour une alimentation sûre"". Romont (FR) a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/04/CHE_Romont_FR_COA.svg/500px-CHE_Romont_FR_COA.svg.png"
2097,50.3,50.3,49.7,"Rue (FR)","Les habitants de Rue acceptent à 50,3 pour cent l'initiative ""pour une alimentation sûre"". Rue a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/CHE_Rue_COA.svg/500px-CHE_Rue_COA.svg.png"
2099,78.2,78.2,21.8,"Siviriez (FR)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 78,2 pour cent de oui à Siviriez. Siviriez a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Siviriez_COA.svg/960px-CHE_Siviriez_COA.svg.png"
2102,64.2,64.2,35.8,"Ursy (FR)","L'initiative ""pour une alimentation sûre"" est approuvée à Ursy par 64,2 pour cent des votants. Ursy a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Ursy_COA.svg/960px-CHE_Ursy_COA.svg.png"
2113,70.9,70.9,29.1,"Vuisternens-devant-Romont (FR)","Les habitants de Vuisternens-devant-Romont acceptent à 70,9 pour cent l'initiative ""pour une alimentation sûre"". Vuisternens-devant-Romont a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/CHE_Vuisternens-devant-Romont_COA.svg/250px-CHE_Vuisternens-devant-Romont_COA.svg.png"
2114,49.5,49.5,50.5,"Villorsonnens (FR)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Villorsonnens. Les citoyens de la commune ont refusé le texte à 50,5 pour cent. Villorsonnens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Villorsonnens_COA.svg/500px-CHE_Villorsonnens_COA.svg.png"
2115,53.4,53.4,46.6,"Torny (FR)","L'initiative ""pour une alimentation sûre"" est approuvée à Torny par 53,4 pour cent des votants. Torny a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/Torny-coat_of_arms.svg/500px-Torny-coat_of_arms.svg.png"
2117,37.7,37.7,62.3,"Villaz (FR)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Villaz. Les citoyens de la commune ont refusé le texte à 62,3 pour cent. Villaz a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/CHE_Villaz_FR_COA.svg/500px-CHE_Villaz_FR_COA.svg.png"
2121,66,66,34,"Haut-Intyamon (FR)","La population de Haut-Intyamon approuve à 66 pour cent l'initiative ""pour une alimentation sûre"". Haut-Intyamon a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/Haut-Intyamon-coat_of_arms.svg/500px-Haut-Intyamon-coat_of_arms.svg.png"
2122,55.7,55.7,44.3,"Pont-en-Ogoz (FR)","Pont-en-Ogoz dit oui à 55,7 pour cent à l'initiative ""pour une alimentation sûre"". Pont-en-Ogoz a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bf/Blason_ville_ch_Pont-en-Ogoz.svg/960px-Blason_ville_ch_Pont-en-Ogoz.svg.png"
2123,26.9,26.9,73.1,"Botterens (FR)","L'initiative ""pour une alimentation sûre"" est refusée à 73,1 pour cent à Botterens. Botterens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/CHE_Botterens_COA.svg/960px-CHE_Botterens_COA.svg.png"
2124,47.6,47.6,52.4,"Broc (FR)","Les habitants de Broc s'opposent à l'initiative ""pour une alimentation sûre"" par 52,4 pour cent des voix. Broc a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_Broc_COA.svg/500px-CHE_Broc_COA.svg.png"
2125,90.7,90.7,9.3,"Bulle (FR)","Les habitants de Bulle acceptent à 90,7 pour cent l'initiative ""pour une alimentation sûre"". Bulle a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/CHE_Bulle_COA.svg/500px-CHE_Bulle_COA.svg.png"
2128,51.6,51.6,48.4,"Châtel-sur-Montsalvens (FR)","Les habitants de Châtel-sur-Montsalvens soutiennent à 51,6 pour cent l'initiative ""pour une alimentation sûre"". Châtel-sur-Montsalvens a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2f/CHE_Ch%C3%A2tel-sur-Montsalvens_COA.svg/500px-CHE_Ch%C3%A2tel-sur-Montsalvens_COA.svg.png"
2129,51.8,51.8,48.2,"Corbières (FR)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 51,8 pour cent de oui à Corbières. Corbières a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/CHE_Corbi%C3%A8res_COA.svg/960px-CHE_Corbi%C3%A8res_COA.svg.png"
2130,99.4,99.4,0.6,"Crésuz (FR)","Crésuz dit oui à 99,4 pour cent à l'initiative ""pour une alimentation sûre"". L'initiative a récolté le plus grand pourcentage de oui du canton dans cette commune.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/Cr%C3%A9suz-coat_of_arms.svg/500px-Cr%C3%A9suz-coat_of_arms.svg.png"
2131,41.1,41.1,58.9,"Echarlens (FR)","A Echarlens, les citoyens rejettent à 58,9 pour cent l'initiative ""pour une alimentation sûre"". Echarlens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/CHE_Echarlens_COA.svg/960px-CHE_Echarlens_COA.svg.png"
2134,43.3,43.3,56.7,"Grandvillard (FR)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Grandvillard. Ils ont refusé le texte à 56,7 pour cent. Grandvillard a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/47/Grandvillard-coat_of_arms.svg/500px-Grandvillard-coat_of_arms.svg.png"
2135,36.3,36.3,63.7,"Gruyères (FR)","C'est non à l'initiative ""pour une alimentation sûre"" à Gruyères. Les habitants ont refusé le texte à 63,7 pour cent. Gruyères a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/CHE_Gruy%C3%A8res_COA.svg/500px-CHE_Gruy%C3%A8res_COA.svg.png"
2137,51.6,51.6,48.4,"Hauteville (FR)","Hauteville dit oui à 51,6 pour cent à l'initiative ""pour une alimentation sûre"". Hauteville a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Hauteville-coat_of_arms.svg/500px-Hauteville-coat_of_arms.svg.png"
2138,27.6,27.6,72.4,"Bellegarde (FR)","A Bellegarde, les citoyens rejettent à 72,4 pour cent l'initiative ""pour une alimentation sûre"". Bellegarde a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/Wappen_Jaun.svg/500px-Wappen_Jaun.svg.png"
2140,39.2,39.2,60.8,"Marsens (FR)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Marsens. Ils ont refusé le texte à 60,8 pour cent. Marsens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/CHE_Marsens_COA.svg/250px-CHE_Marsens_COA.svg.png"
2143,59.6,59.6,40.4,"Morlon (FR)","L'initiative ""pour une alimentation sûre"" est approuvée à Morlon par 59,6 pour cent des votants. Morlon a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/Morlon-coat_of_arms.svg/500px-Morlon-coat_of_arms.svg.png"
2145,53.3,53.3,46.7,"Le Pâquier (FR)","Le Pâquier (FR) dit oui à 53,3 pour cent à l'initiative ""pour une alimentation sûre"". Le Pâquier (FR) a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/CHE_Le_P%C3%A2quier_COA.svg/500px-CHE_Le_P%C3%A2quier_COA.svg.png"
2147,48.1,48.1,51.9,"Pont-la-Ville (FR)","L'initiative ""pour une alimentation sûre"" est refusée à 51,9 pour cent à Pont-la-Ville. Pont-la-Ville a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/Wappen_Freiburg_matt.svg/500px-Wappen_Freiburg_matt.svg.png"
2148,56.9,56.9,43.1,"Riaz (FR)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 56,9 pour cent de oui à Riaz. Riaz a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/Riaz-coat_of_arms.svg/500px-Riaz-coat_of_arms.svg.png"
2149,16.4,16.4,83.6,"La Roche (FR)","C'est non à l'initiative ""pour une alimentation sûre"" à La Roche. Les habitants ont refusé le texte à 83,6 pour cent. La Roche a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/La_Roche-coat_of_arms.svg/500px-La_Roche-coat_of_arms.svg.png"
2152,41.6,41.6,58.4,"Sâles (FR)","A Sâles, les citoyens rejettent à 58,4 pour cent l'initiative ""pour une alimentation sûre"". Sâles a dit non à l'initiative, contrairement à son canton.","https://upload.wikimedia.org/wikipedia/commons/3/39/S%C3%A2les_Blason.png"
2153,73.1,73.1,26.9,"Sorens (FR)","Les habitants de Sorens acceptent à 73,1 pour cent l'initiative ""pour une alimentation sûre"". Sorens a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/Sorens-coat_of_arms.svg/500px-Sorens-coat_of_arms.svg.png"
2155,31.6,31.6,68.4,"Vaulruz (FR)","Les habitants de Vaulruz s'opposent à l'initiative ""pour une alimentation sûre"" par 68,4 pour cent des voix. Vaulruz a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/Vaulruz-coat_of_arms.svg/500px-Vaulruz-coat_of_arms.svg.png"
2160,45.9,45.9,54.1,"Vuadens (FR)","A Vuadens, les citoyens rejettent à 54,1 pour cent l'initiative ""pour une alimentation sûre"". Vuadens a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/Vuadens-coat_of_arms.svg/500px-Vuadens-coat_of_arms.svg.png"
2162,23.4,23.4,76.6,"Bas-Intyamon (FR)","C'est non à l'initiative ""pour une alimentation sûre"" à Bas-Intyamon. Les habitants ont refusé le texte à 76,6 pour cent. Bas-Intyamon a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Bas-Intyamon_COA.svg/500px-CHE_Bas-Intyamon_COA.svg.png"
2163,67.3,67.3,32.7,"Val-de-Charmey (FR)","L'initiative ""pour une alimentation sûre"" est approuvée à Val-de-Charmey par 67,3 pour cent des votants. Val-de-Charmey a dit oui à l'initiative, tout comme le canton.","https://upload.wikimedia.org/wikipedia/commons/5/52/Val-de-Charmey_Blason.png"
2173,48.5,48.5,51.5,"Autigny (FR)","A Autigny, les citoyens rejettent à 51,5 pour cent l'initiative ""pour une alimentation sûre"". Autigny a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/CHE_Autigny_COA.svg/960px-CHE_Autigny_COA.svg.png"
2174,50.9,50.9,49.1,"Avry (FR)","Les habitants d'Avry soutiennent à 50,9 pour cent l'initiative ""pour une alimentation sûre"". Avry a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/11/CHE_Avry_COA.svg/500px-CHE_Avry_COA.svg.png"
2175,0.4,0.4,99.6,"Belfaux (FR)","L'initiative ""pour une alimentation sûre"" est refusée à 99,6 pour cent à Belfaux. L'initiative a récolté le plus grand pourcentage de non du canton dans cette commune.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/CHE_Belfaux_COA.svg/500px-CHE_Belfaux_COA.svg.png"
2177,85.1,85.1,14.9,"Chénens (FR)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 85,1 pour cent de oui à Chénens. Chénens a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Ch%C3%A9nens_COA.svg/960px-CHE_Ch%C3%A9nens_COA.svg.png"
2183,14.4,14.4,85.6,"Corminboeuf (FR)","Les habitants de Corminboeuf s'opposent à l'initiative ""pour une alimentation sûre"" par 85,6 pour cent des voix. Corminboeuf a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/CHE_Corminboeuf_COA.svg/500px-CHE_Corminboeuf_COA.svg.png"
2186,58.8,58.8,41.2,"Cottens (FR)","Cottens (FR) dit oui à 58,8 pour cent à l'initiative ""pour une alimentation sûre"". Cottens (FR) a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/CHE_Cottens_FR_COA.svg/960px-CHE_Cottens_FR_COA.svg.png"
2194,56.1,56.1,43.9,"Ferpicloz (FR)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 56,1 pour cent de oui à Ferpicloz. Ferpicloz a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/Ferpicloz-coat_of_arms.svg/500px-Ferpicloz-coat_of_arms.svg.png"
2196,72.4,72.4,27.6,"Fribourg (FR)","Fribourg dit oui à 72,4 pour cent à l'initiative ""pour une alimentation sûre"". Fribourg a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/CHE_District_de_la_Sarine_COA.svg/500px-CHE_District_de_la_Sarine_COA.svg.png"
2197,38.7,38.7,61.3,"Givisiez (FR)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Givisiez. Ils ont refusé le texte à 61,3 pour cent. Givisiez a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/47/CHE_Givisiez_COA.svg/500px-CHE_Givisiez_COA.svg.png"
2198,48,48,52,"Granges-Paccot (FR)","A Granges-Paccot, les citoyens rejettent à 52 pour cent l'initiative ""pour une alimentation sûre"". Granges-Paccot a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/Granges-Paccot-coat_of_arms.svg/500px-Granges-Paccot-coat_of_arms.svg.png"
2206,26.5,26.5,73.5,"Marly (FR)","A Marly, les citoyens rejettent à 73,5 pour cent l'initiative ""pour une alimentation sûre"". Marly a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Marly_FR_COA.svg/960px-CHE_Marly_FR_COA.svg.png"
2208,39.8,39.8,60.2,"Matran (FR)","L'initiative ""pour une alimentation sûre"" est refusée à 60,2 pour cent à Matran. Matran a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/CHE_Matran_COA.svg/500px-CHE_Matran_COA.svg.png"
2211,45.1,45.1,54.9,"Neyruz (FR)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Neyruz (FR). Les citoyens de la commune ont refusé le texte à 54,9 pour cent. Neyruz (FR) a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9a/Neyruz-coat_of_arms.svg/500px-Neyruz-coat_of_arms.svg.png"
2216,45.9,45.9,54.1,"Pierrafortscha (FR)","Les habitants de Pierrafortscha s'opposent à l'initiative ""pour une alimentation sûre"" par 54,1 pour cent des voix. Pierrafortscha a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9b/Pierrafortscha-coat_of_arms.svg/500px-Pierrafortscha-coat_of_arms.svg.png"
2220,44.1,44.1,55.9,"Le Mouret (FR)","La population du Mouret rejette à 55,9 pour cent des voix l'initiative ""pour une alimentation sûre"". Le Mouret a dit non à l'initiative, contrairement à son canton.","https://upload.wikimedia.org/wikipedia/commons/c/ce/GW-FR-Le-Mouret.png"
2226,51.2,51.2,48.8,"Treyvaux (FR)","Treyvaux dit oui à 51,2 pour cent à l'initiative ""pour une alimentation sûre"". Treyvaux a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/Treyvaux-coat_of_arms.svg/500px-Treyvaux-coat_of_arms.svg.png"
2228,54,54,46,"Villars-sur-Glâne (FR)","A Villars-sur-Glâne, les habitants disent oui à 54 pour cent à l'initiative ""pour une alimentation sûre"". Villars-sur-Glâne a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/CHE_Villars-sur-Gl%C3%A2ne_COA.svg/500px-CHE_Villars-sur-Gl%C3%A2ne_COA.svg.png"
2230,64.8,64.8,35.2,"Villarsel-sur-Marly (FR)","Les habitants de Villarsel-sur-Marly soutiennent à 64,8 pour cent l'initiative ""pour une alimentation sûre"". Villarsel-sur-Marly a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/Villarsel-sur-Marly-coat_of_arms.svg/500px-Villarsel-sur-Marly-coat_of_arms.svg.png"
2233,6.6,6.6,93.4,"Hauterive (FR)","Les habitants de Hauterive (FR) s'opposent à l'initiative ""pour une alimentation sûre"" par 93,4 pour cent des voix. Hauterive (FR) a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/Hauterive-FR-coat_of_arms.svg/500px-Hauterive-FR-coat_of_arms.svg.png"
2234,11.7,11.7,88.3,"La Brillaz (FR)","Les habitants de La Brillaz s'opposent à l'initiative ""pour une alimentation sûre"" par 88,3 pour cent des voix. La Brillaz a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/CHE_La_Brillaz_COA.svg/960px-CHE_La_Brillaz_COA.svg.png"
2235,62.5,62.5,37.5,"La Sonnaz (FR)","La population de La Sonnaz approuve à 62,5 pour cent l'initiative ""pour une alimentation sûre"". La Sonnaz a dit oui à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/La_Sonnaz-coat_of_arms.svg/500px-La_Sonnaz-coat_of_arms.svg.png"
2236,23.1,23.1,76.9,"Gibloux (FR)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Gibloux. Ils ont refusé le texte à 76,9 pour cent. Gibloux a dit non à l'initiative, contrairement à son canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/CHE_Gibloux_COA.svg/500px-CHE_Gibloux_COA.svg.png"
