"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
6615,48.5,48.5,51.5,"Collex-Bossy (GE)","A Collex-Bossy, le projet de crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité ne réunit pas de majorité, avec 51,5 pour cent de non. Collex-Bossy rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/CHE_Collex-Bossy_COA.svg/960px-CHE_Collex-Bossy_COA.svg.png"
6616,55.6,55.6,44.4,"Collonge-Bellerive (GE)","Avec 55,6 pour cent de oui, une majorité des électeurs de Collonge-Bellerive a accepté le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité, incluant des parkings-relais. Tout comme le canton, Collonge-Bellerive approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/CHE_Collonge-Bellerive_COA.svg/960px-CHE_Collonge-Bellerive_COA.svg.png"
6617,41.5,41.5,58.5,"Cologny (GE)","A Cologny, le projet de crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité ne réunit pas de majorité, avec 58,5 pour cent de non. Cologny rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/CHE_Cologny_COA.svg/960px-CHE_Cologny_COA.svg.png"
6618,48.1,48.1,51.9,"Confignon (GE)","A Confignon, le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 51,9 pour cent rejettent la mesure. Confignon rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_Confignon_COA.svg/960px-CHE_Confignon_COA.svg.png"
6619,32.3,32.3,67.7,"Corsier (GE)","A Corsier (GE), le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 67,7 pour cent rejettent la mesure. Corsier (GE) rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/CHE_Corsier_COA.svg/960px-CHE_Corsier_COA.svg.png"
6620,5.4,5.4,94.6,"Dardagny (GE)","A Dardagny, le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 94,6 pour cent rejettent la mesure. Dardagny rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/CHE_Dardagny_COA.svg/960px-CHE_Dardagny_COA.svg.png"
6621,30.5,30.5,69.5,"Genève (GE)","Non au crédit de 39,5 millions de francs pour les infrastructures transfrontalières de mobilité et les parkings-relais à Genève: le texte est rejeté par 69,5 pour cent des votants. Genève rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/CHE_Gen%C3%A8ve_COA.svg/960px-CHE_Gen%C3%A8ve_COA.svg.png"
6622,6,6,94,"Genthod (GE)","A Genthod, le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 94 pour cent rejettent la mesure. Genthod rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/CHE_Genthod_COA.svg/960px-CHE_Genthod_COA.svg.png"
6623,73.4,73.4,26.6,"Le Grand-Saconnex (GE)","Le crédit d'investissement de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais a été accepté au Grand-Saconnex avec 73,4 pour cent des voix. Tout comme le canton, Le Grand-Saconnex approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/CHE_Le_Grand-Saconnex_COA.svg/960px-CHE_Le_Grand-Saconnex_COA.svg.png"
6624,94.2,94.2,5.8,"Gy (GE)","Avec 94,2 pour cent de oui, une majorité des électeurs de Gy a accepté le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité, incluant des parkings-relais. Tout comme le canton, Gy approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/CHE_Gy_COA.svg/960px-CHE_Gy_COA.svg.png"
6625,58.4,58.4,41.6,"Hermance (GE)","A Hermance, le crédit de 39,5 millions de francs destiné aux infrastructures transfrontalières de mobilité et aux parkings-relais récolte 58,4 pour cent d'approbation. Tout comme le canton, Hermance approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/CHE_Hermance_COA.svg/960px-CHE_Hermance_COA.svg.png"
6626,98.8,98.8,1.2,"Jussy (GE)","A Jussy, le crédit de 39,5 millions de francs destiné aux infrastructures transfrontalières de mobilité et aux parkings-relais récolte 98,8 pour cent d'approbation. Plus forte part de oui au crédit de 39,5 millions de francs pour les infrastructures transfrontalières de mobilité dans le canton: Jussy.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_Jussy_COA.svg/960px-CHE_Jussy_COA.svg.png"
6627,59.5,59.5,40.5,"Laconnex (GE)","A Laconnex, le crédit de 39,5 millions de francs destiné aux infrastructures transfrontalières de mobilité et aux parkings-relais récolte 59,5 pour cent d'approbation. Tout comme le canton, Laconnex approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/CHE_Laconnex_COA.svg/960px-CHE_Laconnex_COA.svg.png"
6628,82,82,18,"Lancy (GE)","Avec 82 pour cent de oui, une majorité des électeurs de Lancy a accepté le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité, incluant des parkings-relais. Tout comme le canton, Lancy approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Lancy_COA.svg/960px-CHE_Lancy_COA.svg.png"
6629,84.4,84.4,15.6,"Meinier (GE)","Avec 84,4 pour cent de oui, une majorité des électeurs de Meinier a accepté le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité, incluant des parkings-relais. Tout comme le canton, Meinier approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/CHE_Meinier_COA.svg/960px-CHE_Meinier_COA.svg.png"
6630,3.3,3.3,96.7,"Meyrin (GE)","A Meyrin, le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 96,7 pour cent rejettent la mesure. Meyrin enregistre la plus forte part de non du canton concernant le crédit de 39,5 millions de francs pour la mobilité transfrontalière et les parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/CHE_Meyrin_COA.svg/960px-CHE_Meyrin_COA.svg.png"
6631,55.2,55.2,44.8,"Onex (GE)","Avec 55,2 pour cent de oui, une majorité des électeurs d'Onex a accepté le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité, incluant des parkings-relais. Tout comme le canton, Onex approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Onex_COA.svg/960px-CHE_Onex_COA.svg.png"
6632,71.7,71.7,28.3,"Perly-Certoux (GE)","Avec 71,7 pour cent de oui, une majorité des électeurs de Perly-Certoux a accepté le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité, incluant des parkings-relais. Tout comme le canton, Perly-Certoux approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/CHE_Perly-Certoux_COA.svg/960px-CHE_Perly-Certoux_COA.svg.png"
6633,44.7,44.7,55.3,"Plan-les-Ouates (GE)","Non au crédit de 39,5 millions de francs pour les infrastructures transfrontalières de mobilité et les parkings-relais à Plan-les-Ouates: le texte est rejeté par 55,3 pour cent des votants. Plan-les-Ouates rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/CHE_Plan-les-Ouates_COA.svg/960px-CHE_Plan-les-Ouates_COA.svg.png"
6634,42.5,42.5,57.5,"Pregny-Chambésy (GE)","Non au crédit de 39,5 millions de francs pour les infrastructures transfrontalières de mobilité et les parkings-relais à Pregny-Chambésy: le texte est rejeté par 57,5 pour cent des votants. Pregny-Chambésy rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Pregny-Chamb%C3%A9sy_COA.svg/960px-CHE_Pregny-Chamb%C3%A9sy_COA.svg.png"
6635,6.2,6.2,93.8,"Presinge (GE)","A Presinge, le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 93,8 pour cent rejettent la mesure. Presinge rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_Presinge_COA.svg/960px-CHE_Presinge_COA.svg.png"
6636,38.9,38.9,61.1,"Puplinge (GE)","A Puplinge, le projet de crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité ne réunit pas de majorité, avec 61,1 pour cent de non. Puplinge rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Puplinge_COA.svg/960px-CHE_Puplinge_COA.svg.png"
6637,27.4,27.4,72.6,"Russin (GE)","Non au crédit de 39,5 millions de francs pour les infrastructures transfrontalières de mobilité et les parkings-relais à Russin: le texte est rejeté par 72,6 pour cent des votants. Russin rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/CHE_Russin_COA.svg/960px-CHE_Russin_COA.svg.png"
6638,64.5,64.5,35.5,"Satigny (GE)","Le crédit d'investissement de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais a été accepté à Satigny avec 64,5 pour cent des voix. Tout comme le canton, Satigny approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Satigny_COA.svg/960px-CHE_Satigny_COA.svg.png"
6639,74.1,74.1,25.9,"Soral (GE)","Le crédit d'investissement de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais a été accepté à Soral avec 74,1 pour cent des voix. Tout comme le canton, Soral approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Soral_COA.svg/960px-CHE_Soral_COA.svg.png"
6640,42.5,42.5,57.5,"Thônex (GE)","A Thônex, le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 57,5 pour cent rejettent la mesure. Thônex rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Th%C3%B4nex_COA.svg/960px-CHE_Th%C3%B4nex_COA.svg.png"
6641,41.7,41.7,58.3,"Troinex (GE)","A Troinex, le projet de crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité ne réunit pas de majorité, avec 58,3 pour cent de non. Troinex rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/36/CHE_Troinex_COA.svg/960px-CHE_Troinex_COA.svg.png"
6642,40,40,60,"Vandoeuvres (GE)","A Vandoeuvres, le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 60 pour cent rejettent la mesure. Vandoeuvres rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/CHE_Vand%C5%93uvres_COA.svg/960px-CHE_Vand%C5%93uvres_COA.svg.png"
6643,31.2,31.2,68.8,"Vernier (GE)","A Vernier, le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 68,8 pour cent rejettent la mesure. Vernier rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_Vernier_COA.svg/960px-CHE_Vernier_COA.svg.png"
6644,62.4,62.4,37.6,"Versoix (GE)","A Versoix, le crédit de 39,5 millions de francs destiné aux infrastructures transfrontalières de mobilité et aux parkings-relais récolte 62,4 pour cent d'approbation. Tout comme le canton, Versoix approuve le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité et des parkings-relais.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Versoix_COA.svg/960px-CHE_Versoix_COA.svg.png"
6645,13.6,13.6,86.4,"Veyrier (GE)","A Veyrier, le crédit de 39,5 millions de francs pour la création d'infrastructures transfrontalières de mobilité et de parkings-relais n'a pas trouvé de majorité: 86,4 pour cent rejettent la mesure. Veyrier rejette le crédit de 39,5 millions de francs pour des infrastructures transfrontalières de mobilité, alors que le canton l'accepte.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Veyrier_COA.svg/960px-CHE_Veyrier_COA.svg.png"
