"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
6615,34.4,34.4,65.6,"Collex-Bossy (GE)","A Collex-Bossy, le projet de contrat de prestation 2025-2028 de la HES-SO Genève ne réunit pas de majorité. La baisse de dotation cantonale de 2 millions de francs par an est rejetée par 65,6 pour cent des voix. Aussi bien Collex-Bossy que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/CHE_Collex-Bossy_COA.svg/960px-CHE_Collex-Bossy_COA.svg.png"
6616,81.5,81.5,18.5,"Collonge-Bellerive (GE)","Avec 81,5 pour cent de oui, une majorité des électeurs de Collonge-Bellerive a validé le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton. Ce texte prévoit une coupe annuelle de 2 millions de francs dans le financement de l'établissement. Collonge-Bellerive dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f6/CHE_Collonge-Bellerive_COA.svg/960px-CHE_Collonge-Bellerive_COA.svg.png"
6617,53.7,53.7,46.3,"Cologny (GE)","A Cologny, la loi approuvant le contrat de prestation 2025-2028 entre le canton et la HES-SO Genève récolte 53,7 pour cent d'approbation. Le texte entérine une baisse de 2 millions de francs par an de la subvention cantonale. Cologny dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/CHE_Cologny_COA.svg/960px-CHE_Cologny_COA.svg.png"
6618,67.3,67.3,32.7,"Confignon (GE)","Le projet de loi sur le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton a été accepté à Confignon avec 67,3 pour cent des voix. L'accord intègre une réduction budgétaire de 2 millions de francs par an. Confignon dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_Confignon_COA.svg/960px-CHE_Confignon_COA.svg.png"
6619,10,10,90,"Corsier (GE)","A Corsier (GE), le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton n'a pas trouvé de majorité. Les habitants s'opposent à 90 pour cent à cette coupe annuelle de 2 millions de francs. Aussi bien Corsier (GE) que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/CHE_Corsier_COA.svg/960px-CHE_Corsier_COA.svg.png"
6620,0.2,0.2,99.8,"Dardagny (GE)","A Dardagny, le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton n'a pas trouvé de majorité. Les habitants s'opposent à 99,8 pour cent à cette coupe annuelle de 2 millions de francs. Dardagny enregistre la plus forte part de non du canton face à la réduction de 2 millions de francs par an dans le contrat de prestation 2025-2028 de la HES-SO Genève.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/CHE_Dardagny_COA.svg/960px-CHE_Dardagny_COA.svg.png"
6621,59,59,41,"Genève (GE)","Avec 59 pour cent de oui, une majorité des électeurs de Genève a validé le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton. Ce texte prévoit une coupe annuelle de 2 millions de francs dans le financement de l'établissement. Genève dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/CHE_Gen%C3%A8ve_COA.svg/960px-CHE_Gen%C3%A8ve_COA.svg.png"
6622,62.1,62.1,37.9,"Genthod (GE)","Le projet de loi sur le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton a été accepté à Genthod avec 62,1 pour cent des voix. L'accord intègre une réduction budgétaire de 2 millions de francs par an. Genthod dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/CHE_Genthod_COA.svg/960px-CHE_Genthod_COA.svg.png"
6623,63.5,63.5,36.5,"Le Grand-Saconnex (GE)","Le projet de loi sur le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton a été accepté au Grand-Saconnex avec 63,5 pour cent des voix. L'accord intègre une réduction budgétaire de 2 millions de francs par an. Le Grand-Saconnex dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/CHE_Le_Grand-Saconnex_COA.svg/960px-CHE_Le_Grand-Saconnex_COA.svg.png"
6624,32.6,32.6,67.4,"Gy (GE)","Non à la coupe de 2 millions de francs par an dans le contrat de prestation 2025-2028 de la HES-SO Genève à Gy: le texte est rejeté par 67,4 pour cent des votants. Aussi bien Gy que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/CHE_Gy_COA.svg/960px-CHE_Gy_COA.svg.png"
6625,72.4,72.4,27.6,"Hermance (GE)","A Hermance, la loi approuvant le contrat de prestation 2025-2028 entre le canton et la HES-SO Genève récolte 72,4 pour cent d'approbation. Le texte entérine une baisse de 2 millions de francs par an de la subvention cantonale. Hermance dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/CHE_Hermance_COA.svg/960px-CHE_Hermance_COA.svg.png"
6626,97.6,97.6,2.4,"Jussy (GE)","A Jussy, la loi approuvant le contrat de prestation 2025-2028 entre le canton et la HES-SO Genève récolte 97,6 pour cent d'approbation. Le texte entérine une baisse de 2 millions de francs par an de la subvention cantonale. Plus forte part de oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève: Jussy se classe en tête du canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_Jussy_COA.svg/960px-CHE_Jussy_COA.svg.png"
6627,20.4,20.4,79.6,"Laconnex (GE)","A Laconnex, le projet de contrat de prestation 2025-2028 de la HES-SO Genève ne réunit pas de majorité. La baisse de dotation cantonale de 2 millions de francs par an est rejetée par 79,6 pour cent des voix. Aussi bien Laconnex que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/CHE_Laconnex_COA.svg/960px-CHE_Laconnex_COA.svg.png"
6628,57.6,57.6,42.4,"Lancy (GE)","Avec 57,6 pour cent de oui, une majorité des électeurs de Lancy a validé le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton. Ce texte prévoit une coupe annuelle de 2 millions de francs dans le financement de l'établissement. Lancy dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Lancy_COA.svg/960px-CHE_Lancy_COA.svg.png"
6629,34.5,34.5,65.5,"Meinier (GE)","Non à la coupe de 2 millions de francs par an dans le contrat de prestation 2025-2028 de la HES-SO Genève à Meinier: le texte est rejeté par 65,5 pour cent des votants. Aussi bien Meinier que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/CHE_Meinier_COA.svg/960px-CHE_Meinier_COA.svg.png"
6630,83.4,83.4,16.6,"Meyrin (GE)","Le projet de loi sur le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton a été accepté à Meyrin avec 83,4 pour cent des voix. L'accord intègre une réduction budgétaire de 2 millions de francs par an. Meyrin dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/CHE_Meyrin_COA.svg/960px-CHE_Meyrin_COA.svg.png"
6631,71.7,71.7,28.3,"Onex (GE)","Avec 71,7 pour cent de oui, une majorité des électeurs d'Onex a validé le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton. Ce texte prévoit une coupe annuelle de 2 millions de francs dans le financement de l'établissement. Onex dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Onex_COA.svg/960px-CHE_Onex_COA.svg.png"
6632,37.4,37.4,62.6,"Perly-Certoux (GE)","Non à la coupe de 2 millions de francs par an dans le contrat de prestation 2025-2028 de la HES-SO Genève à Perly-Certoux: le texte est rejeté par 62,6 pour cent des votants. Aussi bien Perly-Certoux que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/CHE_Perly-Certoux_COA.svg/960px-CHE_Perly-Certoux_COA.svg.png"
6633,67.3,67.3,32.7,"Plan-les-Ouates (GE)","Avec 67,3 pour cent de oui, une majorité des électeurs de Plan-les-Ouates a validé le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton. Ce texte prévoit une coupe annuelle de 2 millions de francs dans le financement de l'établissement. Plan-les-Ouates dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/CHE_Plan-les-Ouates_COA.svg/960px-CHE_Plan-les-Ouates_COA.svg.png"
6634,54.4,54.4,45.6,"Pregny-Chambésy (GE)","Avec 54,4 pour cent de oui, une majorité des électeurs de Pregny-Chambésy a validé le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton. Ce texte prévoit une coupe annuelle de 2 millions de francs dans le financement de l'établissement. Pregny-Chambésy dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Pregny-Chamb%C3%A9sy_COA.svg/960px-CHE_Pregny-Chamb%C3%A9sy_COA.svg.png"
6635,76.3,76.3,23.7,"Presinge (GE)","Le projet de loi sur le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton a été accepté à Presinge avec 76,3 pour cent des voix. L'accord intègre une réduction budgétaire de 2 millions de francs par an. Presinge dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_Presinge_COA.svg/960px-CHE_Presinge_COA.svg.png"
6636,36.4,36.4,63.6,"Puplinge (GE)","A Puplinge, le projet de contrat de prestation 2025-2028 de la HES-SO Genève ne réunit pas de majorité. La baisse de dotation cantonale de 2 millions de francs par an est rejetée par 63,6 pour cent des voix. Aussi bien Puplinge que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Puplinge_COA.svg/960px-CHE_Puplinge_COA.svg.png"
6637,74.5,74.5,25.5,"Russin (GE)","Avec 74,5 pour cent de oui, une majorité des électeurs de Russin a validé le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton. Ce texte prévoit une coupe annuelle de 2 millions de francs dans le financement de l'établissement. Russin dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/CHE_Russin_COA.svg/960px-CHE_Russin_COA.svg.png"
6638,2.4,2.4,97.6,"Satigny (GE)","A Satigny, le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton n'a pas trouvé de majorité. Les habitants s'opposent à 97,6 pour cent à cette coupe annuelle de 2 millions de francs. Aussi bien Satigny que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Satigny_COA.svg/960px-CHE_Satigny_COA.svg.png"
6639,28.5,28.5,71.5,"Soral (GE)","A Soral, le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton n'a pas trouvé de majorité. Les habitants s'opposent à 71,5 pour cent à cette coupe annuelle de 2 millions de francs. Aussi bien Soral que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Soral_COA.svg/960px-CHE_Soral_COA.svg.png"
6640,45.1,45.1,54.9,"Thônex (GE)","A Thônex, le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton n'a pas trouvé de majorité. Les habitants s'opposent à 54,9 pour cent à cette coupe annuelle de 2 millions de francs. Aussi bien Thônex que le canton rejettent la baisse de 2 millions de francs par an prévue dans le contrat de prestation 2025-2028 entre la HES-SO Genève et l'Etat.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Th%C3%B4nex_COA.svg/960px-CHE_Th%C3%B4nex_COA.svg.png"
6641,84.7,84.7,15.3,"Troinex (GE)","A Troinex, la loi approuvant le contrat de prestation 2025-2028 entre le canton et la HES-SO Genève récolte 84,7 pour cent d'approbation. Le texte entérine une baisse de 2 millions de francs par an de la subvention cantonale. Troinex dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/36/CHE_Troinex_COA.svg/960px-CHE_Troinex_COA.svg.png"
6642,85.1,85.1,14.9,"Vandoeuvres (GE)","Le projet de loi sur le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton a été accepté à Vandoeuvres avec 85,1 pour cent des voix. L'accord intègre une réduction budgétaire de 2 millions de francs par an. Vandoeuvres dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/CHE_Vand%C5%93uvres_COA.svg/960px-CHE_Vand%C5%93uvres_COA.svg.png"
6643,62,62,38,"Vernier (GE)","Le projet de loi sur le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton a été accepté à Vernier avec 62 pour cent des voix. L'accord intègre une réduction budgétaire de 2 millions de francs par an. Vernier dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_Vernier_COA.svg/960px-CHE_Vernier_COA.svg.png"
6644,91.9,91.9,8.1,"Versoix (GE)","A Versoix, la loi approuvant le contrat de prestation 2025-2028 entre le canton et la HES-SO Genève récolte 91,9 pour cent d'approbation. Le texte entérine une baisse de 2 millions de francs par an de la subvention cantonale. Versoix dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Versoix_COA.svg/960px-CHE_Versoix_COA.svg.png"
6645,52.3,52.3,47.7,"Veyrier (GE)","Le projet de loi sur le contrat de prestation 2025-2028 entre la HES-SO Genève et le canton a été accepté à Veyrier avec 52,3 pour cent des voix. L'accord intègre une réduction budgétaire de 2 millions de francs par an. Veyrier dit oui à la coupe annuelle de 2 millions de francs dans le contrat de prestation 2025-2028 de la HES-SO Genève, mais le non l'emporte à l'échelle cantonale.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Veyrier_COA.svg/960px-CHE_Veyrier_COA.svg.png"
