"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
11,38.1,38.1,61.9,"Ottenbach ZH","In Ottenbach wird die Ernährungsinitiative mit 61,9 Prozent abgelehnt. Sowohl Ottenbach als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/28/CHE_Ottenbach_COA.svg/250px-CHE_Ottenbach_COA.svg.png"
12,53.3,53.3,46.7,"Rifferswil ZH","Die Ernährungsinitiative ist in Rifferswil mit 53,3 Prozent der Stimmen angenommen worden. Rifferswil sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fa/CHE_Rifferswil_COA.svg/250px-CHE_Rifferswil_COA.svg.png"
13,37.5,37.5,62.5,"Stallikon ZH","In Stallikon hat die Ernährungsinitiative keine Mehrheit gefunden: 62,5 Prozent lehnen die Vorlage ab. Sowohl Stallikon als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/CHE_Stallikon_COA.svg/250px-CHE_Stallikon_COA.svg.png"
14,12,12,88,"Wettswil am Albis ZH","Nein zur Ernährungsinitiative in Wettswil am Albis: 88 Prozent. Sowohl Wettswil am Albis als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/CHE_Wettswil_am_Albis_COA.svg/250px-CHE_Wettswil_am_Albis_COA.svg.png"
22,15,15,85,"Benken ZH","In Benken ZH hat die Ernährungsinitiative keine Mehrheit gefunden: 85 Prozent lehnen die Vorlage ab. Sowohl Benken ZH als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2c/CHE_Benken_COA.svg/250px-CHE_Benken_COA.svg.png"
23,35.3,35.3,64.7,"Berg am Irchel ZH","In Berg am Irchel findet die Ernährungsinitiative mit 64,7 Prozent keine Mehrheit. Sowohl Berg am Irchel als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Berg_am_Irchel_COA.svg/250px-CHE_Berg_am_Irchel_COA.svg.png"
24,50.2,50.2,49.8,"Buch am Irchel ZH","In Buch am Irchel ist die Ernährungsinitiative mit 50,2 Prozent der Stimmen angenommen worden. Buch am Irchel sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/CHE_Buch_am_Irchel_COA.svg/250px-CHE_Buch_am_Irchel_COA.svg.png"
25,37.9,37.9,62.1,"Dachsen ZH","In Dachsen hat die Ernährungsinitiative keine Mehrheit gefunden: 62,1 Prozent lehnen die Vorlage ab. Sowohl Dachsen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_Dachsen_COA.svg/330px-CHE_Dachsen_COA.svg.png"
26,56.7,56.7,43.3,"Dorf ZH","Dorf hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 56,7 Prozent. Dorf sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/14/CHE_Dorf_COA.svg/250px-CHE_Dorf_COA.svg.png"
27,66.1,66.1,33.9,"Feuerthalen ZH","66,1 Prozent der Stimmbürgerinnen und Stimmbürger in Feuerthalen sagen Ja zur Ernährungsinitiative. Feuerthalen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Feuerthalen_COA.svg/250px-CHE_Feuerthalen_COA.svg.png"
28,58,58,42,"Flaach ZH","Die Ernährungsinitiative ist in Flaach mit 58 Prozent der Stimmen angenommen worden. Flaach sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Flaach_COA.svg/250px-CHE_Flaach_COA.svg.png"
29,62.1,62.1,37.9,"Flurlingen ZH","62,1 Prozent der Stimmbürgerinnen und Stimmbürger in Flurlingen sagen Ja zur Ernährungsinitiative. Flurlingen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Flurlingen_COA.svg/250px-CHE_Flurlingen_COA.svg.png"
31,56.9,56.9,43.1,"Henggart ZH","56,9 Prozent der Stimmbürgerinnen und Stimmbürger in Henggart sagen Ja zur Ernährungsinitiative. Henggart sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/CHE_Henggart_COA.svg/250px-CHE_Henggart_COA.svg.png"
33,26.6,26.6,73.4,"Kleinandelfingen ZH","In Kleinandelfingen wird die Ernährungsinitiative mit 73,4 Prozent abgelehnt. Sowohl Kleinandelfingen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Kleinandelfingen_COA.svg/250px-CHE_Kleinandelfingen_COA.svg.png"
34,79,79,21,"Laufen-Uhwiesen ZH","79 Prozent der Stimmbürgerinnen und Stimmbürger in Laufen-Uhwiesen sagen Ja zur Ernährungsinitiative. Laufen-Uhwiesen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/CHE_Laufen-Uhwiesen_COA.svg/250px-CHE_Laufen-Uhwiesen_COA.svg.png"
35,36.3,36.3,63.7,"Marthalen ZH","In Marthalen wird die Ernährungsinitiative mit 63,7 Prozent abgelehnt. Sowohl Marthalen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Marthalen_COA.svg/250px-CHE_Marthalen_COA.svg.png"
37,90,90,10,"Ossingen ZH","In Ossingen wird die Ernährungsinitiative mit 90 Prozent angenommen. Ossingen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Ossingen_COA.svg/250px-CHE_Ossingen_COA.svg.png"
38,61.4,61.4,38.6,"Rheinau ZH","Die Ernährungsinitiative ist in Rheinau mit 61,4 Prozent der Stimmen angenommen worden. Rheinau sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/CHE_Rheinau_COA.svg/250px-CHE_Rheinau_COA.svg.png"
39,62.9,62.9,37.1,"Thalheim an der Thur ZH","Die Ernährungsinitiative ist in Thalheim an der Thur mit 62,9 Prozent der Stimmen angenommen worden. Thalheim an der Thur sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/CHE_Thalheim_COA.svg/250px-CHE_Thalheim_COA.svg.png"
40,40.2,40.2,59.8,"Trüllikon ZH","In Trüllikon hat die Ernährungsinitiative keine Mehrheit gefunden: 59,8 Prozent lehnen die Vorlage ab. Sowohl Trüllikon als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Tr%C3%BCllikon_COA.svg/250px-CHE_Tr%C3%BCllikon_COA.svg.png"
41,67.9,67.9,32.1,"Truttikon ZH","In Truttikon wird die Ernährungsinitiative mit 67,9 Prozent angenommen. Truttikon sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Truttikon_COA.svg/250px-CHE_Truttikon_COA.svg.png"
43,60.4,60.4,39.6,"Volken ZH","Volken hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 60,4 Prozent. Volken sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Volken_COA.svg/250px-CHE_Volken_COA.svg.png"
51,99,99,1,"Bachenbülach ZH","In Bachenbülach ist die Ernährungsinitiative mit 99 Prozent der Stimmen angenommen worden. Im Kanton Zürich liegt Bachenbülach beim Ja-Anteil zur Ernährungsinitiative an der Spitze.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Bachenb%C3%BClach_COA.svg/250px-CHE_Bachenb%C3%BClach_COA.svg.png"
52,61.8,61.8,38.2,"Bassersdorf ZH","In Bassersdorf wird die Ernährungsinitiative mit 61,8 Prozent angenommen. Bassersdorf sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/CHE_Bassersdorf_COA.svg/250px-CHE_Bassersdorf_COA.svg.png"
53,96.3,96.3,3.7,"Bülach ZH","In Bülach wird die Ernährungsinitiative mit 96,3 Prozent angenommen. Bülach sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/CHE_B%C3%BClach_COA.svg/250px-CHE_B%C3%BClach_COA.svg.png"
54,85.8,85.8,14.2,"Dietlikon ZH","In Dietlikon ist die Ernährungsinitiative mit 85,8 Prozent der Stimmen angenommen worden. Dietlikon sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Dietlikon_COA.svg/250px-CHE_Dietlikon_COA.svg.png"
55,85.8,85.8,14.2,"Eglisau ZH","In Eglisau wird die Ernährungsinitiative mit 85,8 Prozent angenommen. Eglisau sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Eglisau_COA.svg/250px-CHE_Eglisau_COA.svg.png"
56,97.9,97.9,2.1,"Embrach ZH","Die Ernährungsinitiative ist in Embrach mit 97,9 Prozent der Stimmen angenommen worden. Embrach sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Embrach_COA.svg/250px-CHE_Embrach_COA.svg.png"
57,42,42,58,"Freienstein-Teufen ZH","In Freienstein-Teufen wird die Ernährungsinitiative mit 58 Prozent abgelehnt. Sowohl Freienstein-Teufen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/CHE_Freienstein-Teufen_COA.svg/250px-CHE_Freienstein-Teufen_COA.svg.png"
58,91.9,91.9,8.1,"Glattfelden ZH","In Glattfelden wird die Ernährungsinitiative mit 91,9 Prozent angenommen. Glattfelden sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Glattfelden_COA.svg/250px-CHE_Glattfelden_COA.svg.png"
59,26.8,26.8,73.2,"Hochfelden ZH","In Hochfelden hat die Ernährungsinitiative keine Mehrheit gefunden: 73,2 Prozent lehnen die Vorlage ab. Sowohl Hochfelden als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/CHE_Hochfelden_COA.svg/250px-CHE_Hochfelden_COA.svg.png"
60,86.8,86.8,13.2,"Höri ZH","In Höri wird die Ernährungsinitiative mit 86,8 Prozent angenommen. Höri sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_H%C3%B6ri_COA.svg/250px-CHE_H%C3%B6ri_COA.svg.png"
61,66.9,66.9,33.1,"Hüntwangen ZH","Hüntwangen hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 66,9 Prozent. Hüntwangen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_H%C3%BCntwangen_COA.svg/250px-CHE_H%C3%BCntwangen_COA.svg.png"
62,53.2,53.2,46.8,"Kloten ZH","Kloten hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 53,2 Prozent. Kloten sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Kloten_Brand_Mark.svg/500px-CHE_Kloten_Brand_Mark.svg.png"
63,29.8,29.8,70.2,"Lufingen ZH","In Lufingen hat die Ernährungsinitiative keine Mehrheit gefunden: 70,2 Prozent lehnen die Vorlage ab. Sowohl Lufingen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Lufingen_COA.svg/250px-CHE_Lufingen_COA.svg.png"
64,10.7,10.7,89.3,"Nürensdorf ZH","Mit 89,3 Prozent wird die Ernährungsinitiative in Nürensdorf verworfen. Sowohl Nürensdorf als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_N%C3%BCrensdorf_COA.svg/250px-CHE_N%C3%BCrensdorf_COA.svg.png"
65,20.7,20.7,79.3,"Oberembrach ZH","In Oberembrach hat die Ernährungsinitiative keine Mehrheit gefunden: 79,3 Prozent lehnen die Vorlage ab. Sowohl Oberembrach als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Oberembrach_COA.svg/250px-CHE_Oberembrach_COA.svg.png"
66,10.8,10.8,89.2,"Opfikon ZH","In Opfikon findet die Ernährungsinitiative mit 89,2 Prozent keine Mehrheit. Sowohl Opfikon als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Opfikon_COA.svg/250px-CHE_Opfikon_COA.svg.png"
67,29.1,29.1,70.9,"Rafz ZH","In Rafz hat die Ernährungsinitiative keine Mehrheit gefunden: 70,9 Prozent lehnen die Vorlage ab. Sowohl Rafz als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Rafz_COA.svg/250px-CHE_Rafz_COA.svg.png"
68,58.4,58.4,41.6,"Rorbas ZH","Rorbas hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 58,4 Prozent. Rorbas sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/CHE_Rorbas_COA.svg/250px-CHE_Rorbas_COA.svg.png"
69,87.2,87.2,12.8,"Wallisellen ZH","Die Ernährungsinitiative ist in Wallisellen mit 87,2 Prozent der Stimmen angenommen worden. Wallisellen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Wallisellen_COA.svg/250px-CHE_Wallisellen_COA.svg.png"
70,47.1,47.1,52.9,"Wasterkingen ZH","In Wasterkingen hat die Ernährungsinitiative keine Mehrheit gefunden: 52,9 Prozent lehnen die Vorlage ab. Sowohl Wasterkingen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/47/CHE_Wasterkingen_COA.svg/250px-CHE_Wasterkingen_COA.svg.png"
71,46,46,54,"Wil ZH","In Wil ZH hat die Ernährungsinitiative keine Mehrheit gefunden: 54 Prozent lehnen die Vorlage ab. Sowohl Wil ZH als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Wil_ZH_COA.svg/250px-CHE_Wil_ZH_COA.svg.png"
72,48.2,48.2,51.8,"Winkel ZH","In Winkel findet die Ernährungsinitiative mit 51,8 Prozent keine Mehrheit. Sowohl Winkel als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/CHE_Winkel_COA.svg/330px-CHE_Winkel_COA.svg.png"
81,52.1,52.1,47.9,"Bachs ZH","Bachs hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 52,1 Prozent. Bachs sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0b/CHE_Bachs_COA.svg/250px-CHE_Bachs_COA.svg.png"
82,26.6,26.6,73.4,"Boppelsen ZH","Nein zur Ernährungsinitiative in Boppelsen: 73,4 Prozent. Sowohl Boppelsen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Boppelsen_COA.svg/330px-CHE_Boppelsen_COA.svg.png"
83,91.9,91.9,8.1,"Buchs ZH","Die Ernährungsinitiative ist in Buchs ZH mit 91,9 Prozent der Stimmen angenommen worden. Buchs ZH sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Buchs_COA.svg/250px-CHE_Buchs_COA.svg.png"
84,73.8,73.8,26.2,"Dällikon ZH","In Dällikon wird die Ernährungsinitiative mit 73,8 Prozent angenommen. Dällikon sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_D%C3%A4llikon_COA.svg/250px-CHE_D%C3%A4llikon_COA.svg.png"
85,58.4,58.4,41.6,"Dänikon ZH","Die Ernährungsinitiative ist in Dänikon mit 58,4 Prozent der Stimmen angenommen worden. Dänikon sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_D%C3%A4nikon_COA.svg/250px-CHE_D%C3%A4nikon_COA.svg.png"
86,50.3,50.3,49.7,"Dielsdorf ZH","In Dielsdorf wird die Ernährungsinitiative mit 50,3 Prozent angenommen. Dielsdorf sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Dielsdorf_COA.svg/250px-CHE_Dielsdorf_COA.svg.png"
87,59.8,59.8,40.2,"Hüttikon ZH","In Hüttikon wird die Ernährungsinitiative mit 59,8 Prozent angenommen. Hüttikon sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_H%C3%BCttikon_COA.svg/250px-CHE_H%C3%BCttikon_COA.svg.png"
88,60,60,40,"Neerach ZH","In Neerach ist die Ernährungsinitiative mit 60 Prozent der Stimmen angenommen worden. Neerach sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/CHE_Neerach_COA.svg/250px-CHE_Neerach_COA.svg.png"
89,47.3,47.3,52.7,"Niederglatt ZH","In Niederglatt findet die Ernährungsinitiative mit 52,7 Prozent keine Mehrheit. Sowohl Niederglatt als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/be/CHE_Niederglatt_COA.svg/250px-CHE_Niederglatt_COA.svg.png"
90,83.2,83.2,16.8,"Niederhasli ZH","Niederhasli hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 83,2 Prozent. Niederhasli sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Niederhasli_COA_%28side%29.svg/250px-CHE_Niederhasli_COA_%28side%29.svg.png"
91,61,61,39,"Niederweningen ZH","61 Prozent der Stimmbürgerinnen und Stimmbürger in Niederweningen sagen Ja zur Ernährungsinitiative. Niederweningen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Niederweningen_COA.svg/250px-CHE_Niederweningen_COA.svg.png"
92,12.5,12.5,87.5,"Oberglatt ZH","In Oberglatt wird die Ernährungsinitiative mit 87,5 Prozent abgelehnt. Sowohl Oberglatt als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/CHE_Oberglatt_COA.svg/250px-CHE_Oberglatt_COA.svg.png"
93,51.4,51.4,48.6,"Oberweningen ZH","Die Ernährungsinitiative ist in Oberweningen mit 51,4 Prozent der Stimmen angenommen worden. Oberweningen sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/CHE_Oberweningen_COA.svg/250px-CHE_Oberweningen_COA.svg.png"
94,20.3,20.3,79.7,"Otelfingen ZH","In Otelfingen wird die Ernährungsinitiative mit 79,7 Prozent abgelehnt. Sowohl Otelfingen als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/CHE_Otelfingen_COA.svg/250px-CHE_Otelfingen_COA.svg.png"
95,10.9,10.9,89.1,"Regensberg ZH","In Regensberg hat die Ernährungsinitiative keine Mehrheit gefunden: 89,1 Prozent lehnen die Vorlage ab. Sowohl Regensberg als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/CHE_Regensberg_COA.svg/250px-CHE_Regensberg_COA.svg.png"
96,21.9,21.9,78.1,"Regensdorf ZH","In Regensdorf hat die Ernährungsinitiative keine Mehrheit gefunden: 78,1 Prozent lehnen die Vorlage ab. Sowohl Regensdorf als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/Wappen_Regensberg.svg/500px-Wappen_Regensberg.svg.png"
97,8.2,8.2,91.8,"Rümlang ZH","Nein zur Ernährungsinitiative in Rümlang: 91,8 Prozent. Sowohl Rümlang als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/CHE_R%C3%BCmlang_COA.svg/250px-CHE_R%C3%BCmlang_COA.svg.png"
98,49.7,49.7,50.3,"Schleinikon ZH","In Schleinikon hat die Ernährungsinitiative keine Mehrheit gefunden: 50,3 Prozent lehnen die Vorlage ab. Sowohl Schleinikon als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/CHE_Schleinikon_COA.svg/250px-CHE_Schleinikon_COA.svg.png"
99,32.7,32.7,67.3,"Schöfflisdorf ZH","Nein zur Ernährungsinitiative in Schöfflisdorf: 67,3 Prozent. Sowohl Schöfflisdorf als auch der Kanton Zürich verwerfen die Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_Sch%C3%B6fflisdorf_COA.svg/250px-CHE_Sch%C3%B6fflisdorf_COA.svg.png"
100,50.6,50.6,49.4,"Stadel ZH","Die Ernährungsinitiative ist in Stadel mit 50,6 Prozent der Stimmen angenommen worden. Stadel sagt Ja zur Ernährungsinitiative, im Kanton Zürich überwiegt das Nein.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/CHE_Stadel_COA.svg/250px-CHE_Stadel_COA.svg.png"
