"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
2771,30.9,30.9,69.1,"Oberwil BL","69,1 Prozent der Stimmbürgerinnen und Stimmbürger von Oberwil BL haben die Neutralitätsinitiative abgelehnt. Abweichung: Oberwil BL verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Oberwil_BL_COA.svg/960px-CHE_Oberwil_BL_COA.svg.png"
2772,49.7,49.7,50.3,"Pfeffingen BL","Nein zur Neutralitätsinitiative in Pfeffingen: 50,3 Prozent. Abweichung: Pfeffingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/Coat_of_arms_of_Pfeffingen_BL.svg/960px-Coat_of_arms_of_Pfeffingen_BL.svg.png"
2773,59,59,41,"Reinach BL","Reinach BL hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 59 Prozent. Reinach BL sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Reinach_BL_COA.svg/960px-CHE_Reinach_BL_COA.svg.png"
2774,49,49,51,"Schönenbuch BL","51 Prozent der Stimmbürgerinnen und Stimmbürger von Schönenbuch haben die Neutralitätsinitiative abgelehnt. Abweichung: Schönenbuch verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6b/CHE_Sch%C3%B6nenbuch_COA.svg/500px-CHE_Sch%C3%B6nenbuch_COA.svg.png"
2775,72.1,72.1,27.9,"Therwil BL","Ja zur Neutralitätsinitiative in Therwil: 72,1 Prozent. Therwil sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/Coat_of_arms_of_Therwil.svg/960px-Coat_of_arms_of_Therwil.svg.png"
2781,35,35,65,"Blauen BL","Mit 65 Prozent wird die Neutralitätsinitiative in Blauen verworfen. Abweichung: Blauen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/87/Coat_of_arms_of_Blauen_BL.svg/960px-Coat_of_arms_of_Blauen_BL.svg.png"
2782,46.6,46.6,53.4,"Brislach BL","Nein zur Neutralitätsinitiative in Brislach: 53,4 Prozent. Abweichung: Brislach verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/Coat_of_arms_of_Brislach.svg/960px-Coat_of_arms_of_Brislach.svg.png"
2783,49.8,49.8,50.2,"Burg im Leimental BL","50,2 Prozent der Stimmbürgerinnen und Stimmbürger von Burg im Leimental haben die Neutralitätsinitiative abgelehnt. Abweichung: Burg im Leimental verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/Coat_of_arms_of_Burg_im_Leimental.svg/960px-Coat_of_arms_of_Burg_im_Leimental.svg.png"
2784,67.1,67.1,32.9,"Dittingen BL","Dittingen stimmt der Neutralitätsinitiative mit 67,1 Prozent zu. Dittingen sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/0/0b/Wappen_Dittingen.png"
2785,56.3,56.3,43.7,"Duggingen BL","Ja zur Neutralitätsinitiative in Duggingen: 56,3 Prozent. Duggingen sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/8/81/Wappen_Duggingen.png"
2786,47,47,53,"Grellingen BL","Nein zur Neutralitätsinitiative in Grellingen: 53 Prozent. Abweichung: Grellingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/Grellingen_coat_of_arms.svg/960px-Grellingen_coat_of_arms.svg.png"
2787,56.1,56.1,43.9,"Laufen BL","Laufen stimmt der Neutralitätsinitiative mit 56,1 Prozent zu. Laufen sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Laufen_BL_official_COA.svg/500px-CHE_Laufen_BL_official_COA.svg.png"
2788,97.3,97.3,2.7,"Liesberg BL","Ja zur Neutralitätsinitiative in Liesberg: 97,3 Prozent. Liesberg erzielt im Kanton Basel-Landschaft den höchsten Ja-Anteil zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/b/b5/Wappen_Liesberg.png"
2789,9.9,9.9,90.1,"Nenzlingen BL","Mit 90,1 Prozent wird die Neutralitätsinitiative in Nenzlingen verworfen. Abweichung: Nenzlingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/da/Wappen_Nenzlingen.png/960px-Wappen_Nenzlingen.png"
2790,75.9,75.9,24.1,"Roggenburg BL","Die Neutralitätsinitiative erreicht in Roggenburg 75,9 Prozent Ja-Stimmen. Roggenburg sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/a/ad/Wappen_Roggenburg_BL.png"
2791,54.2,54.2,45.8,"Röschenz BL","In Röschenz wird die Neutralitätsinitiative mit 54,2 Prozent angenommen. Röschenz sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/CHE_R%C3%B6schenz_COA.svg/960px-CHE_R%C3%B6schenz_COA.svg.png"
2792,29.2,29.2,70.8,"Wahlen BL","70,8 Prozent der Stimmbürgerinnen und Stimmbürger von Wahlen haben die Neutralitätsinitiative abgelehnt. Abweichung: Wahlen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/7/7a/Wappen_Wahlen.png"
2793,25.1,25.1,74.9,"Zwingen BL","74,9 Prozent der Stimmbürgerinnen und Stimmbürger von Zwingen sprechen sich gegen die Neutralitätsinitiative aus. Abweichung: Zwingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f5/Coat_of_arms_of_Zwingen.svg/960px-Coat_of_arms_of_Zwingen.svg.png"
2821,43.7,43.7,56.3,"Arisdorf BL","Mit 56,3 Prozent wird die Neutralitätsinitiative in Arisdorf verworfen. Abweichung: Arisdorf verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/3/36/Wappen_Arisdorf.png"
2822,58.2,58.2,41.8,"Augst BL","Augst hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 58,2 Prozent. Augst sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/5/53/Wappen_Augst.png"
2823,45.2,45.2,54.8,"Bubendorf BL","54,8 Prozent der Stimmbürgerinnen und Stimmbürger von Bubendorf haben die Neutralitätsinitiative abgelehnt. Abweichung: Bubendorf verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/Coat_of_arms_of_Bubendorf_BL.svg/960px-Coat_of_arms_of_Bubendorf_BL.svg.png"
2824,66.2,66.2,33.8,"Frenkendorf BL","In Frenkendorf ist die Neutralitätsinitiative mit 66,2 Prozent der Stimmen angenommen worden. Frenkendorf sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_Frenkendorf_COA.svg/500px-CHE_Frenkendorf_COA.svg.png"
2825,97.1,97.1,2.9,"Füllinsdorf BL","Füllinsdorf hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 97,1 Prozent. Füllinsdorf sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/f/f5/Wappen_Fuellinsdorf.png"
2826,76.1,76.1,23.9,"Giebenach BL","In Giebenach wird die Neutralitätsinitiative mit 76,1 Prozent angenommen. Giebenach sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/20/Coat_of_arms_of_Giebenach.svg/960px-Coat_of_arms_of_Giebenach.svg.png"
2827,64.1,64.1,35.9,"Hersberg BL","Ja zur Neutralitätsinitiative in Hersberg: 64,1 Prozent. Hersberg sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1a/Coat_of_arms_of_Hersberg.svg/960px-Coat_of_arms_of_Hersberg.svg.png"
2828,40,40,60,"Lausen BL","Mit 60 Prozent wird die Neutralitätsinitiative in Lausen verworfen. Abweichung: Lausen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/89/CHE_Lausen_BL_COA.svg/960px-CHE_Lausen_BL_COA.svg.png"
2829,28.7,28.7,71.3,"Liestal BL","71,3 Prozent der Stimmbürgerinnen und Stimmbürger von Liestal sprechen sich gegen die Neutralitätsinitiative aus. Abweichung: Liestal verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/82/Coat_of_arms_of_Liestal.svg/960px-Coat_of_arms_of_Liestal.svg.png"
2830,85.2,85.2,14.8,"Lupsingen BL","Die Neutralitätsinitiative erreicht in Lupsingen 85,2 Prozent Ja-Stimmen. Lupsingen sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/5/5f/Wappen_Lupsingen.png"
2831,22.3,22.3,77.7,"Pratteln BL","In Pratteln ist die Neutralitätsinitiative mit 77,7 Prozent der Stimmen gescheitert. Abweichung: Pratteln verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/Pratteln-coat_of_arms.svg/960px-Pratteln-coat_of_arms.svg.png"
2832,31.7,31.7,68.3,"Ramlinsburg BL","In Ramlinsburg ist die Neutralitätsinitiative mit 68,3 Prozent der Stimmen gescheitert. Abweichung: Ramlinsburg verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/Coat_of_arms_of_Ramlinsburg.svg/960px-Coat_of_arms_of_Ramlinsburg.svg.png"
2833,9.6,9.6,90.4,"Seltisberg BL","In Seltisberg ist die Neutralitätsinitiative mit 90,4 Prozent der Stimmen gescheitert. Abweichung: Seltisberg verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f9/Coat_of_arms_of_Seltisberg.svg/960px-Coat_of_arms_of_Seltisberg.svg.png"
2834,24.9,24.9,75.1,"Ziefen BL","In Ziefen ist die Neutralitätsinitiative mit 75,1 Prozent der Stimmen gescheitert. Abweichung: Ziefen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Ziefen_COA.svg/960px-CHE_Ziefen_COA.svg.png"
2841,14.3,14.3,85.7,"Anwil BL","In Anwil ist die Neutralitätsinitiative mit 85,7 Prozent der Stimmen gescheitert. Abweichung: Anwil verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/Coat_of_arms_of_Anwil.svg/960px-Coat_of_arms_of_Anwil.svg.png"
2842,81.2,81.2,18.8,"Böckten BL","Böckten stimmt der Neutralitätsinitiative mit 81,2 Prozent zu. Böckten sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7f/Coat_of_arms_of_Boeckten.svg/960px-Coat_of_arms_of_Boeckten.svg.png"
2843,35,35,65,"Buckten BL","65 Prozent der Stimmbürgerinnen und Stimmbürger von Buckten sprechen sich gegen die Neutralitätsinitiative aus. Abweichung: Buckten verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/Coat_of_arms_of_Buckten.svg/960px-Coat_of_arms_of_Buckten.svg.png"
2844,30.6,30.6,69.4,"Buus BL","In Buus ist die Neutralitätsinitiative mit 69,4 Prozent der Stimmen gescheitert. Abweichung: Buus verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/CHE_Buus_COA.svg/960px-CHE_Buus_COA.svg.png"
2845,36.1,36.1,63.9,"Diepflingen BL","In Diepflingen ist die Neutralitätsinitiative mit 63,9 Prozent der Stimmen gescheitert. Abweichung: Diepflingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5d/Coat_of_arms_of_Diepflingen.svg/960px-Coat_of_arms_of_Diepflingen.svg.png"
2846,55.1,55.1,44.9,"Gelterkinden BL","Ja zur Neutralitätsinitiative in Gelterkinden: 55,1 Prozent. Gelterkinden sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Gelterkinden_COA.svg/960px-CHE_Gelterkinden_COA.svg.png"
2847,65.1,65.1,34.9,"Häfelfingen BL","Mit 65,1 Prozent befürworten die Stimmberechtigten von Häfelfingen die Neutralitätsinitiative. Häfelfingen sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/4/45/Haefelfingen-coat_of_arms.png"
2848,17.5,17.5,82.5,"Hemmiken BL","In Hemmiken ist die Neutralitätsinitiative mit 82,5 Prozent der Stimmen gescheitert. Abweichung: Hemmiken verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b8/Coat_of_arms_of_Hemmiken.svg/960px-Coat_of_arms_of_Hemmiken.svg.png"
2849,10.6,10.6,89.4,"Itingen BL","89,4 Prozent der Stimmbürgerinnen und Stimmbürger von Itingen haben die Neutralitätsinitiative abgelehnt. Abweichung: Itingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/90/Wappen_Itingen.svg/500px-Wappen_Itingen.svg.png"
2850,58.9,58.9,41.1,"Känerkinden BL","Die Neutralitätsinitiative erreicht in Känerkinden 58,9 Prozent Ja-Stimmen. Känerkinden sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/f/f5/Wappen_Kaenerkinden.png"
2851,62.4,62.4,37.6,"Kilchberg BL","Ja zur Neutralitätsinitiative in Kilchberg BL: 62,4 Prozent. Kilchberg BL sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7e/Coat_of_arms_of_Kilchberg_BL.svg/960px-Coat_of_arms_of_Kilchberg_BL.svg.png"
2852,29.8,29.8,70.2,"Läufelfingen BL","Mit 70,2 Prozent wird die Neutralitätsinitiative in Läufelfingen verworfen. Abweichung: Läufelfingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/2/2f/Wappen_Laeufelfingen.png"
2853,70.4,70.4,29.6,"Maisprach BL","Maisprach stimmt der Neutralitätsinitiative mit 70,4 Prozent zu. Maisprach sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/61/Coat_of_arms_of_Maisprach.svg/960px-Coat_of_arms_of_Maisprach.svg.png"
2854,49.9,49.9,50.1,"Nusshof BL","50,1 Prozent der Stimmbürgerinnen und Stimmbürger von Nusshof haben die Neutralitätsinitiative abgelehnt. Abweichung: Nusshof verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fa/Coat_of_arms_of_Nusshof.svg/960px-Coat_of_arms_of_Nusshof.svg.png"
2855,34.8,34.8,65.2,"Oltingen BL","In Oltingen ist die Neutralitätsinitiative mit 65,2 Prozent der Stimmen gescheitert. Abweichung: Oltingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Coat_of_arms_of_Oltingen.svg/960px-Coat_of_arms_of_Oltingen.svg.png"
2856,4.3,4.3,95.7,"Ormalingen BL","95,7 Prozent der Stimmbürgerinnen und Stimmbürger von Ormalingen haben die Neutralitätsinitiative abgelehnt. Abweichung: Ormalingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Coat_of_arms_of_Ormalingen.svg/960px-Coat_of_arms_of_Ormalingen.svg.png"
2857,55.8,55.8,44.2,"Rickenbach BL","Die Neutralitätsinitiative erreicht in Rickenbach BL 55,8 Prozent Ja-Stimmen. Rickenbach BL sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/da/Coat_of_arms_of_Rickenbach_BL.svg/960px-Coat_of_arms_of_Rickenbach_BL.svg.png"
2858,46.6,46.6,53.4,"Rothenfluh BL","In Rothenfluh ist die Neutralitätsinitiative mit 53,4 Prozent der Stimmen gescheitert. Abweichung: Rothenfluh verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/Coat_of_arms_of_Rothenfluh.svg/960px-Coat_of_arms_of_Rothenfluh.svg.png"
2859,83.3,83.3,16.7,"Rümlingen BL","Rümlingen hat die Neutralitätsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 83,3 Prozent. Rümlingen sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/3/3c/Wappen_Ruemlingen.png"
2860,47.7,47.7,52.3,"Rünenberg BL","In Rünenberg ist die Neutralitätsinitiative mit 52,3 Prozent der Stimmen gescheitert. Abweichung: Rünenberg verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Coat_of_arms_of_Ruenenberg.svg/960px-Coat_of_arms_of_Ruenenberg.svg.png"
2861,52.6,52.6,47.4,"Sissach BL","In Sissach ist die Neutralitätsinitiative mit 52,6 Prozent der Stimmen angenommen worden. Sissach sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://upload.wikimedia.org/wikipedia/commons/9/95/Wappen_Sissach.png"
2862,37.7,37.7,62.3,"Tecknau BL","Nein zur Neutralitätsinitiative in Tecknau: 62,3 Prozent. Abweichung: Tecknau verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/Coat_of_arms_of_Tecknau.svg/960px-Coat_of_arms_of_Tecknau.svg.png"
2863,81.5,81.5,18.5,"Tenniken BL","Mit 81,5 Prozent befürworten die Stimmberechtigten von Tenniken die Neutralitätsinitiative. Tenniken sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/Coat_of_arms_of_Tenniken.svg/960px-Coat_of_arms_of_Tenniken.svg.png"
2864,43.3,43.3,56.7,"Thürnen BL","56,7 Prozent der Stimmbürgerinnen und Stimmbürger von Thürnen haben die Neutralitätsinitiative abgelehnt. Abweichung: Thürnen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/CHE_Th%C3%BCrnen_COA.svg/960px-CHE_Th%C3%BCrnen_COA.svg.png"
2865,77.7,77.7,22.3,"Wenslingen BL","In Wenslingen wird die Neutralitätsinitiative mit 77,7 Prozent angenommen. Wenslingen sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/CHE_Wenslingen_COA.svg/960px-CHE_Wenslingen_COA.svg.png"
2866,7.8,7.8,92.2,"Wintersingen BL","In Wintersingen ist die Neutralitätsinitiative mit 92,2 Prozent der Stimmen gescheitert. Abweichung: Wintersingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Wintersingen_COA.svg/960px-CHE_Wintersingen_COA.svg.png"
2867,29.2,29.2,70.8,"Wittinsburg BL","Mit 70,8 Prozent wird die Neutralitätsinitiative in Wittinsburg verworfen. Abweichung: Wittinsburg verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c7/Coat_of_arms_of_Wittinsburg.svg/960px-Coat_of_arms_of_Wittinsburg.svg.png"
2868,31.1,31.1,68.9,"Zeglingen BL","Nein zur Neutralitätsinitiative in Zeglingen: 68,9 Prozent. Abweichung: Zeglingen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/Coat_of_arms_of_Zeglingen.svg/960px-Coat_of_arms_of_Zeglingen.svg.png"
2869,11.3,11.3,88.7,"Zunzgen BL","In Zunzgen ist die Neutralitätsinitiative mit 88,7 Prozent der Stimmen gescheitert. Abweichung: Zunzgen verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/db/Coat_of_arms_of_Zunzgen.svg/960px-Coat_of_arms_of_Zunzgen.svg.png"
2881,19.2,19.2,80.8,"Arboldswil BL","Nein zur Neutralitätsinitiative in Arboldswil: 80,8 Prozent. Abweichung: Arboldswil verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/CHE_Arboldswil_COA.svg/960px-CHE_Arboldswil_COA.svg.png"
2882,79.6,79.6,20.4,"Bennwil BL","Mit 79,6 Prozent befürworten die Stimmberechtigten von Bennwil die Neutralitätsinitiative. Bennwil sagt wie der Kanton Basel-Landschaft Ja zur Neutralitätsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/CHE_Bennwil_COA.svg/960px-CHE_Bennwil_COA.svg.png"
2883,25.1,25.1,74.9,"Bretzwil BL","In Bretzwil ist die Neutralitätsinitiative mit 74,9 Prozent der Stimmen gescheitert. Abweichung: Bretzwil verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Coat_of_arms_of_Bretzwil.svg/960px-Coat_of_arms_of_Bretzwil.svg.png"
2884,30.2,30.2,69.8,"Diegten BL","In Diegten ist die Neutralitätsinitiative mit 69,8 Prozent der Stimmen gescheitert. Abweichung: Diegten verwirft die Neutralitätsinitiative, der Kanton Basel-Landschaft stimmt zu.","https://upload.wikimedia.org/wikipedia/commons/7/72/Wappen_Diegten.png"
