"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
3637,3.7,3.7,96.3,"Rothenbrunnen (GR)","A Rothenbrunnen, l'Iniziativa sulla neutralità è stata respinta con il 96,3 per cento. Il tasso più alto di no all'Iniziativa sulla neutralità nel cantone Grigioni è a Rothenbrunnen.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/CHE_Rothenbrunnen_COA.svg/250px-CHE_Rothenbrunnen_COA.svg.png"
3638,8.9,8.9,91.1,"Scharans (GR)","Con il 91,1 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Scharans. Sia Scharans che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/CHE_Scharans_COA.svg/250px-CHE_Scharans_COA.svg.png"
3640,19.7,19.7,80.3,"Sils im Domleschg (GR)","A Sils im Domleschg, l'Iniziativa sulla neutralità è stata respinta con il 80,3 per cento. Sia Sils im Domleschg che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/CHE_Sils_im_Domleschg_COA.svg/250px-CHE_Sils_im_Domleschg_COA.svg.png"
3661,43.5,43.5,56.5,"Cazis (GR)","A Cazis l'Iniziativa sulla neutralità è stata respinta con il 56,5 per cento. Sia Cazis che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Cazis_COA.svg/250px-CHE_Cazis_COA.svg.png"
3662,15.1,15.1,84.9,"Flerden (GR)","A Flerden, l'Iniziativa sulla neutralità è stata respinta con il 84,9 per cento. Sia Flerden che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Flerden_COA.svg/250px-CHE_Flerden_COA.svg.png"
3663,41.3,41.3,58.7,"Masein (GR)","La popolazione di Masein respinge l'Iniziativa sulla neutralità con il 58,7 per cento. Sia Masein che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Masein_COA.svg/960px-CHE_Masein_COA.svg.png"
3668,33.1,33.1,66.9,"Thusis (GR)","A Thusis, l'Iniziativa sulla neutralità è stata respinta con il 66,9 per cento. Sia Thusis che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/CHE_Thusis_COA.svg/250px-CHE_Thusis_COA.svg.png"
3669,73,73,27,"Tschappina (GR)","Sì all'Iniziativa sulla neutralità a Tschappina con il 73 per cento. Tschappina dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Tschappina_COA.svg/250px-CHE_Tschappina_COA.svg.png"
3670,20.8,20.8,79.2,"Urmein (GR)","La popolazione di Urmein respinge l'Iniziativa sulla neutralità con il 79,2 per cento. Sia Urmein che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/CHE_Urmein_COA.svg/250px-CHE_Urmein_COA.svg.png"
3672,77.1,77.1,22.9,"Safiental (GR)","La popolazione di Safiental approva l'Iniziativa sulla neutralità con il 77,1 per cento. Safiental dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Safiental_COA.svg/250px-CHE_Safiental_COA.svg.png"
3673,66.9,66.9,33.1,"Domleschg (GR)","A Domleschg, l'Iniziativa sulla neutralità è stata approvata con il 66,9 per cento. Domleschg dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Domleschg_COA.svg/250px-CHE_Domleschg_COA.svg.png"
3681,62.2,62.2,37.8,"Avers (GR)","Sì all'Iniziativa sulla neutralità a Avers: 62,2 per cento. Avers dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Avers_COA.svg/960px-CHE_Avers_COA.svg.png"
3695,46.9,46.9,53.1,"Sufers (GR)","Con il 53,1 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Sufers. Sia Sufers che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/CHE_Sufers_COA.svg/250px-CHE_Sufers_COA.svg.png"
3701,72,72,28,"Andeer (GR)","Sì all'Iniziativa sulla neutralità a Andeer, con il 72 per cento di voti favorevoli. Andeer dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/CHE_Andeer_COA.svg/250px-CHE_Andeer_COA.svg.png"
3711,7.7,7.7,92.3,"Rongellen (GR)","La popolazione di Rongellen respinge l'Iniziativa sulla neutralità con il 92,3 per cento. Sia Rongellen che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_Rongellen_COA.svg/250px-CHE_Rongellen_COA.svg.png"
3712,75.9,75.9,24.1,"Zillis-Reischen (GR)","A Zillis-Reischen l'Iniziativa sulla neutralità è stata approvata con il 75,9 per cento. Zillis-Reischen dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Zillis-Reischen_COA.svg/250px-CHE_Zillis-Reischen_COA.svg.png"
3713,48.3,48.3,51.7,"Ferrera (GR)","A Ferrera l'Iniziativa sulla neutralità non ottiene la maggioranza: 51,7 per cento di no. Sia Ferrera che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/CHE_Ferrera_COA.svg/250px-CHE_Ferrera_COA.svg.png"
3714,60.1,60.1,39.9,"Rheinwald (GR)","A Rheinwald, l'Iniziativa sulla neutralità è approvata con il 60,1 per cento. Rheinwald dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Rheinwald_COA.svg/250px-CHE_Rheinwald_COA.svg.png"
3715,58.6,58.6,41.4,"Muntogna da Schons (GR)","Sì all'Iniziativa sulla neutralità a Muntogna da Schons con il 58,6 per cento. Muntogna da Schons dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/CHE_Muntogna_da_Schons_COA.svg/250px-CHE_Muntogna_da_Schons_COA.svg.png"
3721,63.4,63.4,36.6,"Bonaduz (GR)","Sì all'Iniziativa sulla neutralità a Bonaduz con il 63,4 per cento. Bonaduz dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/CHE_Bonaduz_COA.svg/250px-CHE_Bonaduz_COA.svg.png"
3722,49.4,49.4,50.6,"Domat/Ems (GR)","A Domat/Ems, l'Iniziativa sulla neutralità è stata respinta con il 50,6 per cento. Sia Domat/Ems che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/CHE_Domat-Ems_COA.svg/250px-CHE_Domat-Ems_COA.svg.png"
3723,86.1,86.1,13.9,"Rhäzüns (GR)","A Rhäzüns, l'Iniziativa sulla neutralità è stata approvata con il 86,1 per cento. Rhäzüns dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/CHE_Rh%C3%A4z%C3%BCns_COA.svg/250px-CHE_Rh%C3%A4z%C3%BCns_COA.svg.png"
3731,66.4,66.4,33.6,"Felsberg (GR)","A Felsberg, l'Iniziativa sulla neutralità è approvata con il 66,4 per cento. Felsberg dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Felsberg_COA.svg/250px-CHE_Felsberg_COA.svg.png"
3732,92.4,92.4,7.6,"Flims (GR)","A Flims, l'Iniziativa sulla neutralità è approvata con il 92,4 per cento. Flims dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Flims_COA.svg/250px-CHE_Flims_COA.svg.png"
3733,71.3,71.3,28.7,"Tamins (GR)","Sì all'Iniziativa sulla neutralità a Tamins con il 71,3 per cento. Tamins dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Tamins_COA.svg/250px-CHE_Tamins_COA.svg.png"
3734,45,45,55,"Trin (GR)","A Trin l'Iniziativa sulla neutralità è stata respinta con il 55 per cento. Sia Trin che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_Trin_COA.svg/250px-CHE_Trin_COA.svg.png"
3746,81.3,81.3,18.7,"Zernez (GR)","Sì all'Iniziativa sulla neutralità a Zernez con il 81,3 per cento. Zernez dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/CHE_Zernez_COA.svg/250px-CHE_Zernez_COA.svg.png"
3752,99.7,99.7,0.3,"Samnaun (GR)","Sì all'Iniziativa sulla neutralità a Samnaun: 99,7 per cento. Nel cantone di Grigioni, Samnaun ha ottenuto il più alto tasso di sì per l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/CHE_Samnaun_COA.svg/250px-CHE_Samnaun_COA.svg.png"
3762,96.9,96.9,3.1,"Scuol (GR)","Sì all'Iniziativa sulla neutralità a Scuol: 96,9 per cento. Scuol dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/CHE_Scuol_COA.svg/250px-CHE_Scuol_COA.svg.png"
3764,93.6,93.6,6.4,"Valsot (GR)","A Valsot, l'Iniziativa sulla neutralità è approvata con il 93,6 per cento. Valsot dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Valsot_COA.svg/250px-CHE_Valsot_COA.svg.png"
3781,45.9,45.9,54.1,"Bever (GR)","Con il 54,1 per cento dei voti, Bever ha respinto l'Iniziativa sulla neutralità. Sia Bever che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Bever_COA.svg/250px-CHE_Bever_COA.svg.png"
3782,65.2,65.2,34.8,"Celerina/Schlarigna (GR)","Sì all'Iniziativa sulla neutralità a Celerina/Schlarigna con il 65,2 per cento. Celerina/Schlarigna dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/CHE_Celerina-Schlarigna_COA.svg/250px-CHE_Celerina-Schlarigna_COA.svg.png"
3783,33.6,33.6,66.4,"Madulain (GR)","A Madulain l'Iniziativa sulla neutralità non ottiene la maggioranza: 66,4 per cento di no. Sia Madulain che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_Madulain_COA.svg/250px-CHE_Madulain_COA.svg.png"
3784,89.5,89.5,10.5,"Pontresina (GR)","A Pontresina, l'Iniziativa sulla neutralità è stata approvata con il 89,5 per cento. Pontresina dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Pontresina_COA.svg/250px-CHE_Pontresina_COA.svg.png"
3785,46.4,46.4,53.6,"La Punt-Chamues-ch (GR)","A La Punt-Chamues-ch, l'Iniziativa sulla neutralità è stata respinta con il 53,6 per cento. Sia La Punt-Chamues-ch che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_La_Punt_Chamues-ch_COA.svg/250px-CHE_La_Punt_Chamues-ch_COA.svg.png"
3786,56.5,56.5,43.5,"Samedan (GR)","Sì all'Iniziativa sulla neutralità a Samedan con il 56,5 per cento. Samedan dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/CHE_Samedan_COA.svg/250px-CHE_Samedan_COA.svg.png"
3787,32.4,32.4,67.6,"St. Moritz (GR)","Con il 67,6 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a St. Moritz. Sia St. Moritz che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/CHE_St_Moritz_COA.svg/250px-CHE_St_Moritz_COA.svg.png"
3788,10.8,10.8,89.2,"S-chanf (GR)","A S-chanf l'Iniziativa sulla neutralità non ottiene la maggioranza: 89,2 per cento di no. Sia S-chanf che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/CHE_S-chanf_COA.svg/250px-CHE_S-chanf_COA.svg.png"
3789,61.9,61.9,38.1,"Sils im Engadin/Segl (GR)","A Sils im Engadin/Segl, l'Iniziativa sulla neutralità è approvata con il 61,9 per cento. Sils im Engadin/Segl dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/CHE_Sils_im_Engadin_Segl_COA.svg/960px-CHE_Sils_im_Engadin_Segl_COA.svg.png"
3790,67.7,67.7,32.3,"Silvaplana (GR)","Sì all'Iniziativa sulla neutralità a Silvaplana con il 67,7 per cento. Silvaplana dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Silvaplana_COA.svg/250px-CHE_Silvaplana_COA.svg.png"
3791,97.2,97.2,2.8,"Zuoz (GR)","Sì all'Iniziativa sulla neutralità a Zuoz, con il 97,2 per cento di voti favorevoli. Zuoz dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/CHE_Zuoz_COA.svg/250px-CHE_Zuoz_COA.svg.png"
3792,11.2,11.2,88.8,"Bregaglia (GR)","La popolazione di Bregaglia respinge l'Iniziativa sulla neutralità con il 88,8 per cento. Sia Bregaglia che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/CHE_Bregaglia_COA.svg/250px-CHE_Bregaglia_COA.svg.png"
3804,46.4,46.4,53.6,"Buseno (GR)","La popolazione di Buseno respinge l'Iniziativa sulla neutralità con il 53,6 per cento. Sia Buseno che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/CHE_Buseno_COA.svg/250px-CHE_Buseno_COA.svg.png"
3805,60.6,60.6,39.4,"Castaneda (GR)","A Castaneda l'Iniziativa sulla neutralità è stata approvata con il 60,6 per cento. Castaneda dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Castaneda_COA.svg/250px-CHE_Castaneda_COA.svg.png"
3808,60.8,60.8,39.2,"Rossa (GR)","Sì all'Iniziativa sulla neutralità a Rossa con il 60,8 per cento. Rossa dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/CHE_Rossa_COA.svg/250px-CHE_Rossa_COA.svg.png"
3810,7.4,7.4,92.6,"Santa Maria in Calanca (GR)","A Santa Maria in Calanca l'Iniziativa sulla neutralità è stata respinta con il 92,6 per cento. Sia Santa Maria in Calanca che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/CHE_Santa_Maria_in_Calanca_COA.svg/250px-CHE_Santa_Maria_in_Calanca_COA.svg.png"
3821,54.7,54.7,45.3,"Lostallo (GR)","La popolazione di Lostallo approva l'Iniziativa sulla neutralità con il 54,7 per cento. Lostallo dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/CHE_Lostallo_COA.svg/250px-CHE_Lostallo_COA.svg.png"
3822,43.2,43.2,56.8,"Mesocco (GR)","A Mesocco l'Iniziativa sulla neutralità è stata respinta con il 56,8 per cento. Sia Mesocco che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/CHE_Mesocco_COA.svg/250px-CHE_Mesocco_COA.svg.png"
3823,78.5,78.5,21.5,"Soazza (GR)","Sì all'Iniziativa sulla neutralità a Soazza con il 78,5 per cento. Soazza dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Soazza_COA.svg/250px-CHE_Soazza_COA.svg.png"
3831,47.3,47.3,52.7,"Cama (GR)","A Cama l'Iniziativa sulla neutralità è stata respinta con il 52,7 per cento. Sia Cama che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Cama_COA.svg/250px-CHE_Cama_COA.svg.png"
3832,11.5,11.5,88.5,"Grono (GR)","Con il 88,5 per cento dei voti, l'Iniziativa sulla neutralità viene respinta a Grono. Sia Grono che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/CHE_Grono_COA.svg/250px-CHE_Grono_COA.svg.png"
3834,40.5,40.5,59.5,"Roveredo (GR)","La popolazione di Roveredo GR respinge l'Iniziativa sulla neutralità con il 59,5 per cento. Sia Roveredo GR che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/CHE_Roveredo_COA.svg/250px-CHE_Roveredo_COA.svg.png"
3835,5.7,5.7,94.3,"San Vittore (GR)","A San Vittore l'Iniziativa sulla neutralità è stata respinta con il 94,3 per cento. Sia San Vittore che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/CHE_San_Vittore_COA.svg/250px-CHE_San_Vittore_COA.svg.png"
3837,37.5,37.5,62.5,"Calanca (GR)","La popolazione di Calanca respinge l'Iniziativa sulla neutralità con il 62,5 per cento. Sia Calanca che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_Calanca_GR_COA.svg/250px-CHE_Calanca_GR_COA.svg.png"
3847,54.3,54.3,45.7,"Val Müstair (GR)","A Val Müstair, l'Iniziativa sulla neutralità è approvata con il 54,3 per cento. Val Müstair dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/M%C3%BCnstertal_nach_S%C3%BCden.jpg/960px-M%C3%BCnstertal_nach_S%C3%BCden.jpg"
3851,6.1,6.1,93.9,"Davos (GR)","La popolazione di Davos respinge l'Iniziativa sulla neutralità con il 93,9 per cento. Sia Davos che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Davos_COA.svg/250px-CHE_Davos_COA.svg.png"
3861,63.6,63.6,36.4,"Fideris (GR)","Sì all'Iniziativa sulla neutralità a Fideris, con il 63,6 per cento di voti favorevoli. Fideris dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Fideris_COA.svg/250px-CHE_Fideris_COA.svg.png"
3862,51.8,51.8,48.2,"Furna (GR)","Sì all'Iniziativa sulla neutralità a Furna con il 51,8 per cento. Furna dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Furna_COA.svg/250px-CHE_Furna_COA.svg.png"
3863,55.8,55.8,44.2,"Jenaz (GR)","La popolazione di Jenaz approva l'Iniziativa sulla neutralità con il 55,8 per cento. Jenaz dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/CHE_Jenaz_COA.svg/250px-CHE_Jenaz_COA.svg.png"
3871,98.1,98.1,1.9,"Klosters-Serneus (GR)","A Klosters-Serneus, l'Iniziativa sulla neutralità è stata approvata con il 98,1 per cento. Klosters-Serneus dice sì all'Iniziativa sulla neutralità, il cantone Grigioni dice no.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/CHE_Klosters-Serneus_COA.svg/250px-CHE_Klosters-Serneus_COA.svg.png"
3881,16.2,16.2,83.8,"Conters im Prättigau (GR)","La popolazione di Conters im Prättigau respinge l'Iniziativa sulla neutralità con il 83,8 per cento. Sia Conters im Prättigau che il cantone Grigioni hanno bocciato l'Iniziativa sulla neutralità.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/CHE_Conters_im_Pr%C3%A4ttigau_COA.svg/250px-CHE_Conters_im_Pr%C3%A4ttigau_COA.svg.png"
