"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
6724,69.7,69.7,30.3,"Soyhières (JU)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 69,7 pour cent de oui à Soyhières. Soyhières a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/CHE_Soyhi%C3%A8res_COA.svg/960px-CHE_Soyhi%C3%A8res_COA.svg.png"
6729,39.1,39.1,60.9,"Haute-Sorne (JU)","C'est non à l'initiative ""pour une alimentation sûre"" à Haute-Sorne. Les habitants ont refusé le texte à 60,9 pour cent. Haute-Sorne a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2f/CHE_Haute-Sorne_COA.svg/500px-CHE_Haute-Sorne_COA.svg.png"
6730,76,76,24,"Val Terbi (JU)","Les habitants de Val Terbi acceptent à 76 pour cent l'initiative ""pour une alimentation sûre"". Val Terbi a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/Coats_of_arms_of_None.svg/250px-Coats_of_arms_of_None.svg.png"
6741,61.5,61.5,38.5,"Le Bémont (JU)","Le Bémont (JU) dit oui à 61,5 pour cent à l'initiative ""pour une alimentation sûre"". Le Bémont (JU) a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/CHE_Le_B%C3%A9mont_COA.svg/960px-CHE_Le_B%C3%A9mont_COA.svg.png"
6742,48.1,48.1,51.9,"Les Bois (JU)","C'est non à l'initiative ""pour une alimentation sûre"" aux Bois. Les habitants ont refusé le texte à 51,9 pour cent. Les Bois a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/CHE_Les_Bois_COA.svg/250px-CHE_Les_Bois_COA.svg.png"
6743,23.9,23.9,76.1,"Les Breuleux (JU)","Aux Breuleux, les citoyens rejettent à 76,1 pour cent l'initiative ""pour une alimentation sûre"". Les Breuleux a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b4/CHE_Les_Breuleux_COA.svg/960px-CHE_Les_Breuleux_COA.svg.png"
6745,78.9,78.9,21.1,"Les Enfers (JU)","Aux Enfers, les habitants disent oui à 78,9 pour cent à l'initiative ""pour une alimentation sûre"". Les Enfers a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/LesEnfers-blazon.svg/250px-LesEnfers-blazon.svg.png"
6748,66.7,66.7,33.3,"Les Genevez (JU)","Les habitants des Genevez (JU) acceptent à 66,7 pour cent l'initiative ""pour une alimentation sûre"". Les Genevez (JU) a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_Les_Genevez_COA.svg/500px-CHE_Les_Genevez_COA.svg.png"
6750,37.4,37.4,62.6,"Lajoux (JU)","C'est non à l'initiative ""pour une alimentation sûre"" à Lajoux (JU). Les habitants ont refusé le texte à 62,6 pour cent. Lajoux (JU) a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/43/CHE_Lajoux_COA.svg/960px-CHE_Lajoux_COA.svg.png"
6751,49.8,49.8,50.2,"Montfaucon (JU)","Les habitants de Montfaucon s'opposent à l'initiative ""pour une alimentation sûre"" par 50,2 pour cent des voix. Montfaucon a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Montfaucon_COA.svg/960px-CHE_Montfaucon_COA.svg.png"
6753,26.3,26.3,73.7,"Muriaux (JU)","L'initiative ""pour une alimentation sûre"" est refusée à 73,7 pour cent à Muriaux. Muriaux a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/CHE_Muriaux_COA.svg/960px-CHE_Muriaux_COA.svg.png"
6754,60.6,60.6,39.4,"Le Noirmont (JU)","La population du Noirmont approuve à 60,6 pour cent l'initiative ""pour une alimentation sûre"". Le Noirmont a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Le_Noirmont_COA.svg/500px-CHE_Le_Noirmont_COA.svg.png"
6757,62.6,62.6,37.4,"Saignelégier (JU)","A Saignelégier, les habitants disent oui à 62,6 pour cent à l'initiative ""pour une alimentation sûre"". Saignelégier a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/CHE_Saignel%C3%A9gier_COA.svg/960px-CHE_Saignel%C3%A9gier_COA.svg.png"
6758,18.6,18.6,81.4,"Saint-Brais (JU)","C'est non à l'initiative ""pour une alimentation sûre"" à Saint-Brais. Les habitants ont refusé le texte à 81,4 pour cent. Saint-Brais a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/CHE_Saint-Brais_COA.svg/960px-CHE_Saint-Brais_COA.svg.png"
6759,49.9,49.9,50.1,"Soubey (JU)","L'initiative ""pour une alimentation sûre"" est refusée à 50,1 pour cent à Soubey. Soubey a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/CHE_Soubey_COA.svg/960px-CHE_Soubey_COA.svg.png"
6771,46.8,46.8,53.2,"Alle (JU)","L'initiative ""pour une alimentation sûre"" est refusée à 53,2 pour cent à Alle. Alle a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9c/CHE_Alle_COA.svg/500px-CHE_Alle_COA.svg.png"
6774,92.2,92.2,7.8,"Boncourt (JU)","Boncourt dit oui à 92,2 pour cent à l'initiative ""pour une alimentation sûre"". Boncourt a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/Boncourt-blazon.svg/250px-Boncourt-blazon.svg.png"
6778,47.9,47.9,52.1,"Bure (JU)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Bure. Ils ont refusé le texte à 52,1 pour cent. Bure a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1e/CHE_Bure_COA.svg/960px-CHE_Bure_COA.svg.png"
6781,71.3,71.3,28.7,"Coeuve (JU)","Coeuve dit oui à 71,3 pour cent à l'initiative ""pour une alimentation sûre"". Coeuve a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/Coeuve-blazon.svg/250px-Coeuve-blazon.svg.png"
6782,63.4,63.4,36.6,"Cornol (JU)","La population de Cornol approuve à 63,4 pour cent l'initiative ""pour une alimentation sûre"". Cornol a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Cornol_COA.svg/500px-CHE_Cornol_COA.svg.png"
6783,64.5,64.5,35.5,"Courchavon (JU)","Courchavon dit oui à 64,5 pour cent à l'initiative ""pour une alimentation sûre"". Courchavon a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/Courchavon-blazon.svg/250px-Courchavon-blazon.svg.png"
6784,45.8,45.8,54.2,"Courgenay (JU)","L'initiative ""pour une alimentation sûre"" est refusée à 54,2 pour cent à Courgenay. Courgenay a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/37/CHE_Courgenay_COA.svg/960px-CHE_Courgenay_COA.svg.png"
6785,43.8,43.8,56.2,"Courtedoux (JU)","La population de Courtedoux rejette à 56,2 pour cent des voix l'initiative ""pour une alimentation sûre"". Courtedoux a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/CHE_Courtedoux_COA.svg/960px-CHE_Courtedoux_COA.svg.png"
6789,69.1,69.1,30.9,"Fahy (JU)","Les habitants de Fahy acceptent à 69,1 pour cent l'initiative ""pour une alimentation sûre"". Fahy a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_Fahy_COA.svg/960px-CHE_Fahy_COA.svg.png"
6790,99.9,99.9,0.1,"Fontenais (JU)","Concernant le soutien à l'initiative ""pour une alimentation sûre"", Fontenais occupe la troisième place au niveau national, avec une part de oui de 99,9 pour cent. L'initiative a récolté le plus grand pourcentage de oui du canton dans cette commune.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/95/Fontenais-blazon.svg/250px-Fontenais-blazon.svg.png"
6792,26.6,26.6,73.4,"Grandfontaine (JU)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Grandfontaine. Les citoyens de la commune ont refusé le texte à 73,4 pour cent. Grandfontaine a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/Grandfontaine-blazon.svg/250px-Grandfontaine-blazon.svg.png"
6800,14.1,14.1,85.9,"Porrentruy (JU)","La population de Porrentruy rejette à 85,9 pour cent des voix l'initiative ""pour une alimentation sûre"". Porrentruy a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/CHE_Porrentruy_JU_COA.svg/960px-CHE_Porrentruy_JU_COA.svg.png"
6806,98.2,98.2,1.8,"Vendlincourt (JU)","Les habitants de Vendlincourt acceptent à 98,2 pour cent l'initiative ""pour une alimentation sûre"". Vendlincourt a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Vendlincourt_COA.svg/500px-CHE_Vendlincourt_COA.svg.png"
6807,37.5,37.5,62.5,"Basse-Allaine (JU)","L'initiative ""pour une alimentation sûre"" est refusée à 62,5 pour cent à Basse-Allaine. Basse-Allaine a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/BasseAllaine-blazon.svg/250px-BasseAllaine-blazon.svg.png"
6808,73.1,73.1,26.9,"Clos du Doubs (JU)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 73,1 pour cent de oui à Clos du Doubs. Clos du Doubs a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c0/ClosDuDoubs-blazon.svg/250px-ClosDuDoubs-blazon.svg.png"
6809,84.9,84.9,15.1,"Haute-Ajoie (JU)","Les habitants de Haute-Ajoie acceptent à 84,9 pour cent l'initiative ""pour une alimentation sûre"". Haute-Ajoie a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/Wappen_Jura_matt.svg/500px-Wappen_Jura_matt.svg.png"
6810,4.1,4.1,95.9,"La Baroche (JU)","L'initiative ""pour une alimentation sûre"" est refusée à 95,9 pour cent à La Baroche. L'initiative a récolté le plus grand pourcentage de non du canton dans cette commune.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/CHE_La_Baroche_COA.svg/500px-CHE_La_Baroche_COA.svg.png"
6811,48.4,48.4,51.6,"Damphreux-Lugnez (JU)","L'initiative ""pour une alimentation sûre"" est refusée à 51,6 pour cent à Damphreux-Lugnez. Damphreux-Lugnez a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/CHE_Damphreux-Lugnez_COA.svg/960px-CHE_Damphreux-Lugnez_COA.svg.png"
6812,60.5,60.5,39.5,"Basse-Vendline (JU)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 60,5 pour cent de oui à Basse-Vendline. Basse-Vendline a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Basse-Vendline_COA.svg/500px-CHE_Basse-Vendline_COA.svg.png"
6831,36.4,36.4,63.6,"Moutier (JU)","Les habitants de Moutier s'opposent à l'initiative ""pour une alimentation sûre"" par 63,6 pour cent des voix. Moutier a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/CHE_Moutier_COA.svg/500px-CHE_Moutier_COA.svg.png"
