"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
6624,46.3,46.3,53.7,"Gy (GE)","L'initiative ""pour une alimentation sûre"" est refusée à 53,7 pour cent à Gy. Gy a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/CHE_Gy_COA.svg/960px-CHE_Gy_COA.svg.png"
6625,78.4,78.4,21.6,"Hermance (GE)","Les habitants d'Hermance soutiennent à 78,4 pour cent l'initiative ""pour une alimentation sûre"". Hermance a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/CHE_Hermance_COA.svg/960px-CHE_Hermance_COA.svg.png"
6626,58.7,58.7,41.3,"Jussy (GE)","Les habitants de Jussy soutiennent à 58,7 pour cent l'initiative ""pour une alimentation sûre"". Jussy a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/CHE_Jussy_COA.svg/960px-CHE_Jussy_COA.svg.png"
6627,60.5,60.5,39.5,"Laconnex (GE)","L'initiative ""pour une alimentation sûre"" est approuvée à Laconnex par 60,5 pour cent des votants. Laconnex a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/97/CHE_Laconnex_COA.svg/960px-CHE_Laconnex_COA.svg.png"
6628,35.5,35.5,64.5,"Lancy (GE)","L'initiative ""pour une alimentation sûre"" est refusée à 64,5 pour cent à Lancy. Lancy a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/CHE_Lancy_COA.svg/960px-CHE_Lancy_COA.svg.png"
6629,24.8,24.8,75.2,"Meinier (GE)","L'initiative ""pour une alimentation sûre"" est refusée à 75,2 pour cent à Meinier. Meinier a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/CHE_Meinier_COA.svg/960px-CHE_Meinier_COA.svg.png"
6630,16,16,84,"Meyrin (GE)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Meyrin. Ils ont refusé le texte à 84 pour cent. Meyrin a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/CHE_Meyrin_COA.svg/960px-CHE_Meyrin_COA.svg.png"
6631,24.8,24.8,75.2,"Onex (GE)","L'initiative ""pour une alimentation sûre"" est refusée à 75,2 pour cent à Onex. Onex a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Onex_COA.svg/960px-CHE_Onex_COA.svg.png"
6632,90.4,90.4,9.6,"Perly-Certoux (GE)","Les habitants de Perly-Certoux acceptent à 90,4 pour cent l'initiative ""pour une alimentation sûre"". Perly-Certoux a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ed/CHE_Perly-Certoux_COA.svg/960px-CHE_Perly-Certoux_COA.svg.png"
6633,44.9,44.9,55.1,"Plan-les-Ouates (GE)","L'initiative ""pour une alimentation sûre"" est refusée à 55,1 pour cent à Plan-les-Ouates. Plan-les-Ouates a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/CHE_Plan-les-Ouates_COA.svg/960px-CHE_Plan-les-Ouates_COA.svg.png"
6634,1,1,99,"Pregny-Chambésy (GE)","L'initiative ""pour une alimentation sûre"" est refusée à 99 pour cent à Pregny-Chambésy. L'initiative a récolté le plus grand pourcentage de non du canton dans cette commune.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/CHE_Pregny-Chamb%C3%A9sy_COA.svg/960px-CHE_Pregny-Chamb%C3%A9sy_COA.svg.png"
6635,65.4,65.4,34.6,"Presinge (GE)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 65,4 pour cent de oui à Presinge. Presinge a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_Presinge_COA.svg/960px-CHE_Presinge_COA.svg.png"
6636,23.2,23.2,76.8,"Puplinge (GE)","La population de Puplinge rejette à 76,8 pour cent des voix l'initiative ""pour une alimentation sûre"". Puplinge a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Puplinge_COA.svg/960px-CHE_Puplinge_COA.svg.png"
6637,37.9,37.9,62.1,"Russin (GE)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Russin. Les citoyens de la commune ont refusé le texte à 62,1 pour cent. Russin a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/CHE_Russin_COA.svg/960px-CHE_Russin_COA.svg.png"
6638,53.4,53.4,46.6,"Satigny (GE)","Satigny dit oui à 53,4 pour cent à l'initiative ""pour une alimentation sûre"". Satigny a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Satigny_COA.svg/960px-CHE_Satigny_COA.svg.png"
6639,52.9,52.9,47.1,"Soral (GE)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 52,9 pour cent de oui à Soral. Soral a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Soral_COA.svg/960px-CHE_Soral_COA.svg.png"
6640,37,37,63,"Thônex (GE)","Les habitants de Thônex s'opposent à l'initiative ""pour une alimentation sûre"" par 63 pour cent des voix. Thônex a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Th%C3%B4nex_COA.svg/960px-CHE_Th%C3%B4nex_COA.svg.png"
6641,52.5,52.5,47.5,"Troinex (GE)","Les habitants de Troinex soutiennent à 52,5 pour cent l'initiative ""pour une alimentation sûre"". Troinex a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/36/CHE_Troinex_COA.svg/960px-CHE_Troinex_COA.svg.png"
6642,30.4,30.4,69.6,"Vandoeuvres (GE)","Les habitants de Vandoeuvres s'opposent à l'initiative ""pour une alimentation sûre"" par 69,6 pour cent des voix. Vandoeuvres a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/CHE_Vand%C5%93uvres_COA.svg/960px-CHE_Vand%C5%93uvres_COA.svg.png"
6643,9.5,9.5,90.5,"Vernier (GE)","Les habitants de Vernier s'opposent à l'initiative ""pour une alimentation sûre"" par 90,5 pour cent des voix. Vernier a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/58/CHE_Vernier_COA.svg/960px-CHE_Vernier_COA.svg.png"
6644,53.3,53.3,46.7,"Versoix (GE)","A Versoix, les habitants disent oui à 53,3 pour cent à l'initiative ""pour une alimentation sûre"". Versoix a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Versoix_COA.svg/960px-CHE_Versoix_COA.svg.png"
6645,72.6,72.6,27.4,"Veyrier (GE)","Veyrier dit oui à 72,6 pour cent à l'initiative ""pour une alimentation sûre"". Veyrier a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Veyrier_COA.svg/960px-CHE_Veyrier_COA.svg.png"
