"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
2933,37.1,37.1,62.9,"Buchberg SH","Mit 62,9 Prozent wird die Ernährungsinitiative in Buchberg verworfen. Buchberg lehnt die Ernährungsinitiative ab, der Kanton Schaffhausen nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/Buchberg-blazon.svg/250px-Buchberg-blazon.svg.png"
2936,52.5,52.5,47.5,"Merishausen SH","In Merishausen ist die Ernährungsinitiative mit 52,5 Prozent der Stimmen angenommen worden. Merishausen und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/67/Merishausen-blazon.svg/250px-Merishausen-blazon.svg.png"
2937,29.4,29.4,70.6,"Neuhausen am Rheinfall SH","In Neuhausen am Rheinfall wird die Ernährungsinitiative mit 70,6 Prozent abgelehnt. Neuhausen am Rheinfall lehnt die Ernährungsinitiative ab, der Kanton Schaffhausen nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/18/Neuhausen_am_Rheinfall-coat_of_arms.svg/500px-Neuhausen_am_Rheinfall-coat_of_arms.svg.png"
2938,62.6,62.6,37.4,"Rüdlingen SH","Die Ernährungsinitiative ist in Rüdlingen mit 62,6 Prozent der Stimmen angenommen worden. Rüdlingen und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/R%C3%BCdlingen-blazon.svg/250px-R%C3%BCdlingen-blazon.svg.png"
2939,50.7,50.7,49.3,"Schaffhausen SH","Die Ernährungsinitiative ist in Schaffhausen mit 50,7 Prozent der Stimmen angenommen worden. Schaffhausen und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/CHE_Schaffhausen_%28Stadt%29_COA.svg/500px-CHE_Schaffhausen_%28Stadt%29_COA.svg.png"
2951,68.9,68.9,31.1,"Beggingen SH","68,9 Prozent der Stimmbürgerinnen und Stimmbürger in Beggingen sagen Ja zur Ernährungsinitiative. Beggingen und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Beggingen-blazon.svg/250px-Beggingen-blazon.svg.png"
2952,72.3,72.3,27.7,"Schleitheim SH","In Schleitheim wird die Ernährungsinitiative mit 72,3 Prozent angenommen. Schleitheim und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/CHE_Schleitheim_COA.svg/500px-CHE_Schleitheim_COA.svg.png"
2953,99.6,99.6,0.4,"Siblingen SH","Siblingen hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 99,6 Prozent. Im Kanton Schaffhausen liegt Siblingen beim Ja-Anteil zur Ernährungsinitiative an der Spitze.","https://upload.wikimedia.org/wikipedia/commons/5/51/Wappen_Siblingen.png"
2961,56.9,56.9,43.1,"Buch SH","In Buch SH wird die Ernährungsinitiative mit 56,9 Prozent angenommen. Buch SH und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://upload.wikimedia.org/wikipedia/commons/5/51/Wappen_Buch.png"
2962,28.4,28.4,71.6,"Hemishofen SH","In Hemishofen hat die Ernährungsinitiative keine Mehrheit gefunden: 71,6 Prozent lehnen die Vorlage ab. Hemishofen lehnt die Ernährungsinitiative ab, der Kanton Schaffhausen nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3c/Hemishofen-blazon.svg/250px-Hemishofen-blazon.svg.png"
2963,63.2,63.2,36.8,"Ramsen SH","Ramsen hat die Ernährungsinitiative angenommen; der Ja-Stimmen-Anteil liegt bei 63,2 Prozent. Ramsen und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://upload.wikimedia.org/wikipedia/commons/c/c3/Wappen_Ramsen.png"
2964,79.3,79.3,20.7,"Stein am Rhein SH","In Stein am Rhein wird die Ernährungsinitiative mit 79,3 Prozent angenommen. Stein am Rhein und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/Stein_am_Rhein-coat_of_arms.svg/500px-Stein_am_Rhein-coat_of_arms.svg.png"
2971,63,63,37,"Hallau SH","63 Prozent der Stimmbürgerinnen und Stimmbürger in Hallau sagen Ja zur Ernährungsinitiative. Hallau und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/89/Hallau-blazon.svg/250px-Hallau-blazon.svg.png"
2972,28,28,72,"Oberhallau SH","In Oberhallau wird die Ernährungsinitiative mit 72 Prozent abgelehnt. Oberhallau lehnt die Ernährungsinitiative ab, der Kanton Schaffhausen nimmt sie an.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/Oberhallau-blazon.svg/250px-Oberhallau-blazon.svg.png"
2973,61.2,61.2,38.8,"Trasadingen SH","61,2 Prozent der Stimmbürgerinnen und Stimmbürger in Trasadingen sagen Ja zur Ernährungsinitiative. Trasadingen und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://upload.wikimedia.org/wikipedia/commons/0/03/Wappen_Trasadingen.png"
2974,78.7,78.7,21.3,"Wilchingen SH","In Wilchingen ist die Ernährungsinitiative mit 78,7 Prozent der Stimmen angenommen worden. Wilchingen und der Kanton Schaffhausen sagen Ja zur Ernährungsinitiative.","https://upload.wikimedia.org/wikipedia/commons/4/41/Wappen_Wilchingen.png"
