"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
1085,30.9,30.9,69.1,"Geuensee (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/7/73/CHE_Geuensee_COA.svg/250px-CHE_Geuensee_COA.svg.png"
1086,21.9,21.9,78.1,"Grosswangen (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/CHE_Grosswangen_COA.svg/960px-CHE_Grosswangen_COA.svg.png"
1088,68.4,68.4,31.6,"Hildisrieden (LU)",,"https://upload.wikimedia.org/wikipedia/commons/f/fd/Pic_Hildisrieden.png"
1089,84.8,84.8,15.2,"Knutwil (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/3/33/Coat_of_arms_of_Knutwil.svg/960px-Coat_of_arms_of_Knutwil.svg.png"
1091,67.8,67.8,32.2,"Mauensee (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/CHE_Mauensee_COA.svg/960px-CHE_Mauensee_COA.svg.png"
1093,75.7,75.7,24.3,"Neuenkirch (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d1/CHE_Neuenkirch_COA.svg/960px-CHE_Neuenkirch_COA.svg.png"
1094,91.6,91.6,8.4,"Nottwil (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/Coat_of_arms_of_Nottwil.svg/960px-Coat_of_arms_of_Nottwil.svg.png"
1095,55.9,55.9,44.1,"Oberkirch (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/CHE_Oberkirch_COA.svg/960px-CHE_Oberkirch_COA.svg.png"
1097,40.2,40.2,59.8,"Rickenbach (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/CHE_Rickenbach_LU_COA.svg/500px-CHE_Rickenbach_LU_COA.svg.png"
1098,94.4,94.4,5.6,"Ruswil (LU)",,"https://upload.wikimedia.org/wikipedia/commons/5/5b/CHE_Ruswil_COA.png"
1099,83.7,83.7,16.3,"Schenkon (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Coat_of_arms_of_Schenkon.svg/960px-Coat_of_arms_of_Schenkon.svg.png"
1100,98.1,98.1,1.9,"Schlierbach (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/Coat_of_arms_of_Schlierbach_LU.svg/960px-Coat_of_arms_of_Schlierbach_LU.svg.png"
1102,42.7,42.7,57.3,"Sempach (LU)",,"https://upload.wikimedia.org/wikipedia/commons/a/a6/CHE_Sempach_COA.png"
1103,61.7,61.7,38.3,"Sursee (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Coat_of_arms_of_Sursee.svg/960px-Coat_of_arms_of_Sursee.svg.png"
1104,27.9,27.9,72.1,"Triengen (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/CHE_Triengen_COA.svg/960px-CHE_Triengen_COA.svg.png"
1107,70,70,30,"Wolhusen (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/CHE_Wolhusen_COA_03.svg/960px-CHE_Wolhusen_COA_03.svg.png"
1121,85,85,15,"Alberswil (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/Coat_of_arms_of_Alberswil.svg/960px-Coat_of_arms_of_Alberswil.svg.png"
1122,46,46,54,"Altbüron (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/CHE_Altb%C3%BCron_COA.svg/960px-CHE_Altb%C3%BCron_COA.svg.png"
1123,44.3,44.3,55.7,"Altishofen (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/CHE_Altishofen_COA.svg/960px-CHE_Altishofen_COA.svg.png"
1125,99.1,99.1,0.9,"Dagmersellen (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/4/44/CHE_Dagmersellen_COA.svg/960px-CHE_Dagmersellen_COA.svg.png"
1127,71.2,71.2,28.8,"Egolzwil (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e8/CHE_Egolzwil_COA.svg/960px-CHE_Egolzwil_COA.svg.png"
1128,15.5,15.5,84.5,"Ettiswil (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/CHE_Ettiswil_COA.svg/250px-CHE_Ettiswil_COA.svg.png"
1129,54.2,54.2,45.8,"Fischbach (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/CHE_Fischbach_LU_COA.svg/960px-CHE_Fischbach_LU_COA.svg.png"
1131,27.5,27.5,72.5,"Grossdietwil (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/CHE_Grossdietwil_COA.svg/960px-CHE_Grossdietwil_COA.svg.png"
1132,50.3,50.3,49.7,"Hergiswil bei Willisau (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Hergiswil_bei_Willisau_COA.svg/960px-CHE_Hergiswil_bei_Willisau_COA.svg.png"
1135,72.5,72.5,27.5,"Luthern (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Luthern_COA.svg/960px-CHE_Luthern_COA.svg.png"
1136,1.4,1.4,98.6,"Menznau (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/Coat_of_arms_of_Menznau.svg/960px-Coat_of_arms_of_Menznau.svg.png"
1137,35.5,35.5,64.5,"Nebikon (LU)",,"https://upload.wikimedia.org/wikipedia/commons/6/6d/CHE_Nebikon_COA.png"
1139,39.1,39.1,60.9,"Pfaffnau (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/CHE_Pfaffnau_COA.svg/960px-CHE_Pfaffnau_COA.svg.png"
1140,91.6,91.6,8.4,"Reiden (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/Wappen_Reiden.svg/960px-Wappen_Reiden.svg.png"
1142,12.1,12.1,87.9,"Roggliswil (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/6/68/Coat_of_arms_of_Roggliswil.svg/960px-Coat_of_arms_of_Roggliswil.svg.png"
1143,97.8,97.8,2.2,"Schötz (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/9/95/Coat_of_arms_of_Sch%C3%B6tz.svg/960px-Coat_of_arms_of_Sch%C3%B6tz.svg.png"
1145,68.2,68.2,31.8,"Ufhusen (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/Coat_of_arms_of_Ufhusen.svg/960px-Coat_of_arms_of_Ufhusen.svg.png"
1146,35.6,35.6,64.4,"Wauwil (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/CHE_Wauwil_COA.svg/960px-CHE_Wauwil_COA.svg.png"
1147,70.9,70.9,29.1,"Wikon (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fe/CHE_Wikon_COA.svg/960px-CHE_Wikon_COA.svg.png"
1150,80.5,80.5,19.5,"Zell (LU)",,"https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/CHE_Zell_LU_COA.svg/960px-CHE_Zell_LU_COA.svg.png"
1151,82.3,82.3,17.7,"Willisau (LU)",,"https://upload.wikimedia.org/wikipedia/commons/3/33/CHE_Willisau_COA.png"
