"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it","link_wappen"
3640,5.7,5.7,94.3,"Sils im Domleschg (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/CHE_Sils_im_Domleschg_COA.svg/250px-CHE_Sils_im_Domleschg_COA.svg.png"
3661,87.9,87.9,12.1,"Cazis (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/CHE_Cazis_COA.svg/250px-CHE_Cazis_COA.svg.png"
3662,66.7,66.7,33.3,"Flerden (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/CHE_Flerden_COA.svg/250px-CHE_Flerden_COA.svg.png"
3663,9.2,9.2,90.8,"Masein (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/CHE_Masein_COA.svg/960px-CHE_Masein_COA.svg.png"
3668,80.6,80.6,19.4,"Thusis (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/CHE_Thusis_COA.svg/250px-CHE_Thusis_COA.svg.png"
3669,44.7,44.7,55.3,"Tschappina (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f4/CHE_Tschappina_COA.svg/250px-CHE_Tschappina_COA.svg.png"
3670,9.3,9.3,90.7,"Urmein (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/CHE_Urmein_COA.svg/250px-CHE_Urmein_COA.svg.png"
3672,52.7,52.7,47.3,"Safiental (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Safiental_COA.svg/250px-CHE_Safiental_COA.svg.png"
3673,72,72,28,"Domleschg (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Domleschg_COA.svg/250px-CHE_Domleschg_COA.svg.png"
3681,55.5,55.5,44.5,"Avers (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/CHE_Avers_COA.svg/960px-CHE_Avers_COA.svg.png"
3695,19.4,19.4,80.6,"Sufers (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/54/CHE_Sufers_COA.svg/250px-CHE_Sufers_COA.svg.png"
3701,59.2,59.2,40.8,"Andeer (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b2/CHE_Andeer_COA.svg/250px-CHE_Andeer_COA.svg.png"
3711,35.2,35.2,64.8,"Rongellen (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ef/CHE_Rongellen_COA.svg/250px-CHE_Rongellen_COA.svg.png"
3712,56.7,56.7,43.3,"Zillis-Reischen (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Zillis-Reischen_COA.svg/250px-CHE_Zillis-Reischen_COA.svg.png"
3713,86.3,86.3,13.7,"Ferrera (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/CHE_Ferrera_COA.svg/250px-CHE_Ferrera_COA.svg.png"
3714,42.9,42.9,57.1,"Rheinwald (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ac/CHE_Rheinwald_COA.svg/250px-CHE_Rheinwald_COA.svg.png"
3715,57.7,57.7,42.3,"Muntogna da Schons (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/CHE_Muntogna_da_Schons_COA.svg/250px-CHE_Muntogna_da_Schons_COA.svg.png"
3721,95.7,95.7,4.3,"Bonaduz (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/CHE_Bonaduz_COA.svg/250px-CHE_Bonaduz_COA.svg.png"
3722,48.4,48.4,51.6,"Domat/Ems (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/CHE_Domat-Ems_COA.svg/250px-CHE_Domat-Ems_COA.svg.png"
3723,55.3,55.3,44.7,"Rhäzüns (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/CHE_Rh%C3%A4z%C3%BCns_COA.svg/250px-CHE_Rh%C3%A4z%C3%BCns_COA.svg.png"
3731,61.4,61.4,38.6,"Felsberg (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Felsberg_COA.svg/250px-CHE_Felsberg_COA.svg.png"
3732,49.5,49.5,50.5,"Flims (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/92/CHE_Flims_COA.svg/250px-CHE_Flims_COA.svg.png"
3733,37,37,63,"Tamins (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Tamins_COA.svg/250px-CHE_Tamins_COA.svg.png"
3734,62.1,62.1,37.9,"Trin (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_Trin_COA.svg/250px-CHE_Trin_COA.svg.png"
3746,61.9,61.9,38.1,"Zernez (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/eb/CHE_Zernez_COA.svg/250px-CHE_Zernez_COA.svg.png"
3752,45.7,45.7,54.3,"Samnaun (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a3/CHE_Samnaun_COA.svg/250px-CHE_Samnaun_COA.svg.png"
3762,52.5,52.5,47.5,"Scuol (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/10/CHE_Scuol_COA.svg/250px-CHE_Scuol_COA.svg.png"
3764,60.9,60.9,39.1,"Valsot (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Valsot_COA.svg/250px-CHE_Valsot_COA.svg.png"
3781,20.9,20.9,79.1,"Bever (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Bever_COA.svg/250px-CHE_Bever_COA.svg.png"
3782,49,49,51,"Celerina/Schlarigna (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/CHE_Celerina-Schlarigna_COA.svg/250px-CHE_Celerina-Schlarigna_COA.svg.png"
3783,95.1,95.1,4.9,"Madulain (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_Madulain_COA.svg/250px-CHE_Madulain_COA.svg.png"
3784,39.6,39.6,60.4,"Pontresina (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/CHE_Pontresina_COA.svg/250px-CHE_Pontresina_COA.svg.png"
3785,41.2,41.2,58.8,"La Punt-Chamues-ch (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_La_Punt_Chamues-ch_COA.svg/250px-CHE_La_Punt_Chamues-ch_COA.svg.png"
3786,47.2,47.2,52.8,"Samedan (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0e/CHE_Samedan_COA.svg/250px-CHE_Samedan_COA.svg.png"
3787,45.7,45.7,54.3,"St. Moritz (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/CHE_St_Moritz_COA.svg/250px-CHE_St_Moritz_COA.svg.png"
3788,52.4,52.4,47.6,"S-chanf (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d5/CHE_S-chanf_COA.svg/250px-CHE_S-chanf_COA.svg.png"
3789,44.9,44.9,55.1,"Sils im Engadin/Segl (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/CHE_Sils_im_Engadin_Segl_COA.svg/960px-CHE_Sils_im_Engadin_Segl_COA.svg.png"
3790,53.6,53.6,46.4,"Silvaplana (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Silvaplana_COA.svg/250px-CHE_Silvaplana_COA.svg.png"
3791,73,73,27,"Zuoz (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/CHE_Zuoz_COA.svg/250px-CHE_Zuoz_COA.svg.png"
3792,90.5,90.5,9.5,"Bregaglia (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/CHE_Bregaglia_COA.svg/250px-CHE_Bregaglia_COA.svg.png"
3804,74.9,74.9,25.1,"Buseno (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a6/CHE_Buseno_COA.svg/250px-CHE_Buseno_COA.svg.png"
3805,62.6,62.6,37.4,"Castaneda (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Castaneda_COA.svg/250px-CHE_Castaneda_COA.svg.png"
3808,76.8,76.8,23.2,"Rossa (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/CHE_Rossa_COA.svg/250px-CHE_Rossa_COA.svg.png"
3810,25.3,25.3,74.7,"Santa Maria in Calanca (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/CHE_Santa_Maria_in_Calanca_COA.svg/250px-CHE_Santa_Maria_in_Calanca_COA.svg.png"
3821,64.4,64.4,35.6,"Lostallo (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/CHE_Lostallo_COA.svg/250px-CHE_Lostallo_COA.svg.png"
3822,40.6,40.6,59.4,"Mesocco (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/CHE_Mesocco_COA.svg/250px-CHE_Mesocco_COA.svg.png"
3823,11.3,11.3,88.7,"Soazza (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/13/CHE_Soazza_COA.svg/250px-CHE_Soazza_COA.svg.png"
3831,47.9,47.9,52.1,"Cama (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4b/CHE_Cama_COA.svg/250px-CHE_Cama_COA.svg.png"
3832,36,36,64,"Grono (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/CHE_Grono_COA.svg/250px-CHE_Grono_COA.svg.png"
3834,81,81,19,"Roveredo (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/CHE_Roveredo_COA.svg/250px-CHE_Roveredo_COA.svg.png"
3835,36.7,36.7,63.3,"San Vittore (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/CHE_San_Vittore_COA.svg/250px-CHE_San_Vittore_COA.svg.png"
3837,75.8,75.8,24.2,"Calanca (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_Calanca_GR_COA.svg/250px-CHE_Calanca_GR_COA.svg.png"
3847,12.9,12.9,87.1,"Val Müstair (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8b/M%C3%BCnstertal_nach_S%C3%BCden.jpg/960px-M%C3%BCnstertal_nach_S%C3%BCden.jpg"
3851,51.5,51.5,48.5,"Davos (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Davos_COA.svg/250px-CHE_Davos_COA.svg.png"
3861,34,34,66,"Fideris (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_Fideris_COA.svg/250px-CHE_Fideris_COA.svg.png"
3862,69.5,69.5,30.5,"Furna (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Furna_COA.svg/250px-CHE_Furna_COA.svg.png"
3863,26.3,26.3,73.7,"Jenaz (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/CHE_Jenaz_COA.svg/250px-CHE_Jenaz_COA.svg.png"
3871,37.2,37.2,62.8,"Klosters-Serneus (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/56/CHE_Klosters-Serneus_COA.svg/250px-CHE_Klosters-Serneus_COA.svg.png"
3881,32.8,32.8,67.2,"Conters im Prättigau (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d3/CHE_Conters_im_Pr%C3%A4ttigau_COA.svg/250px-CHE_Conters_im_Pr%C3%A4ttigau_COA.svg.png"
3882,65.1,65.1,34.9,"Küblis (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/CHE_K%C3%BCblis_COA.svg/250px-CHE_K%C3%BCblis_COA.svg.png"
3891,26.2,26.2,73.8,"Luzein (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/46/CHE_Luzein_COA.svg/250px-CHE_Luzein_COA.svg.png"
3901,42.4,42.4,57.6,"Coira (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/CHE_Chur_COA.svg/250px-CHE_Chur_COA.svg.png"
3911,62.9,62.9,37.1,"Churwalden (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/CHE_Churwalden_COA.svg/960px-CHE_Churwalden_COA.svg.png"
3921,61.2,61.2,38.8,"Arosa (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/CHE_Arosa_COA.svg/250px-CHE_Arosa_COA.svg.png"
3945,97.9,97.9,2.1,"Trimmis (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/CHE_Trimmis_COA.svg/250px-CHE_Trimmis_COA.svg.png"
3946,32.1,32.1,67.9,"Untervaz (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/CHE_Untervaz_COA.svg/250px-CHE_Untervaz_COA.svg.png"
3947,75.3,75.3,24.7,"Zizers (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/CHE_Zizers_COA.svg/250px-CHE_Zizers_COA.svg.png"
3951,34.8,34.8,65.2,"Fläsch (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6a/CHE_Fl%C3%A4sch_COA.svg/250px-CHE_Fl%C3%A4sch_COA.svg.png"
3952,27.6,27.6,72.4,"Jenins (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b9/CHE_Jenins_COA.svg/250px-CHE_Jenins_COA.svg.png"
3953,46.3,46.3,53.7,"Maienfeld (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Maienfeld_COA.svg/250px-CHE_Maienfeld_COA.svg.png"
3954,96.5,96.5,3.5,"Malans (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3e/CHE_Malans_COA.svg/250px-CHE_Malans_COA.svg.png"
3955,50.4,50.4,49.6,"Landquart (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/CHE_Landquart_COA.svg/250px-CHE_Landquart_COA.svg.png"
3961,56.9,56.9,43.1,"Grüsch (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/CHE_Gr%C3%BCsch_COA.svg/250px-CHE_Gr%C3%BCsch_COA.svg.png"
3962,98.7,98.7,1.3,"Schiers (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/CHE_Schiers_COA.svg/250px-CHE_Schiers_COA.svg.png"
3972,44.2,44.2,55.8,"Seewis im Prättigau (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/CHE_Seewis_im_Pr%C3%A4ttigau_COA.svg/250px-CHE_Seewis_im_Pr%C3%A4ttigau_COA.svg.png"
3981,42.8,42.8,57.2,"Breil/Brigels (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/84/CHE_Breil_Brigels_COA.svg/250px-CHE_Breil_Brigels_COA.svg.png"
3982,70.9,70.9,29.1,"Disentis/Mustér (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Disentis_Muster_COA.svg/250px-CHE_Disentis_Muster_COA.svg.png"
3983,37.2,37.2,62.8,"Medel (Lucmagn) (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/CHE_Medel_%28Lucmagn%29_COA.svg/250px-CHE_Medel_%28Lucmagn%29_COA.svg.png"
3985,36.4,36.4,63.6,"Sumvitg (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7a/CHE_Sumvitg_COA.svg/250px-CHE_Sumvitg_COA.svg.png"
3986,15.9,15.9,84.1,"Tujetsch (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/CHE_Tujetsch_COA.svg/250px-CHE_Tujetsch_COA.svg.png"
3987,69.9,69.9,30.1,"Trun (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8a/CHE_Trun_COA.svg/250px-CHE_Trun_COA.svg.png"
3988,67.8,67.8,32.2,"Obersaxen Mundaun (GR)","NA NA","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/CHE_Obersaxen_Mundaun_COA.svg/250px-CHE_Obersaxen_Mundaun_COA.svg.png"
