"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr","link_wappen"
337,38.6,38.6,61.4,"Roggwil (BE)","C'est non à l'initiative ""pour une alimentation sûre"" à Roggwil (BE). Les habitants ont refusé le texte à 61,4 pour cent. Roggwil (BE) a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/CHE_Roggwil_BE_COA.svg/500px-CHE_Roggwil_BE_COA.svg.png"
338,64.7,64.7,35.3,"Rohrbach (BE)","Rohrbach dit oui à 64,7 pour cent à l'initiative ""pour une alimentation sûre"". Rohrbach a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/CHE_Rohrbach_COA.svg/960px-CHE_Rohrbach_COA.svg.png"
339,63.9,63.9,36.1,"Rohrbachgraben (BE)","L'initiative ""pour une alimentation sûre"" est approuvée à Rohrbachgraben par 63,9 pour cent des votants. Rohrbachgraben a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/CHE_Rohrbachgraben_COA.svg/500px-CHE_Rohrbachgraben_COA.svg.png"
340,28,28,72,"Rütschelen (BE)","C'est non à l'initiative ""pour une alimentation sûre"" à Rütschelen. Les habitants ont refusé le texte à 72 pour cent. Rütschelen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c1/CHE_R%C3%BCtschelen_COA.svg/960px-CHE_R%C3%BCtschelen_COA.svg.png"
341,29,29,71,"Schwarzhäusern (BE)","L'initiative ""pour une alimentation sûre"" est refusée à 71 pour cent à Schwarzhäusern. Schwarzhäusern a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Schwarzh%C3%A4usern_COA.svg/500px-CHE_Schwarzh%C3%A4usern_COA.svg.png"
342,85.7,85.7,14.3,"Thunstetten (BE)","Thunstetten dit oui à 85,7 pour cent à l'initiative ""pour une alimentation sûre"". Thunstetten a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e5/CHE_Thunstetten_COA.svg/500px-CHE_Thunstetten_COA.svg.png"
344,38,38,62,"Ursenbach (BE)","A Ursenbach, les citoyens rejettent à 62 pour cent l'initiative ""pour une alimentation sûre"". Ursenbach a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Ursenbach_COA.svg/500px-CHE_Ursenbach_COA.svg.png"
345,49.3,49.3,50.7,"Wynau (BE)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Wynau. Les citoyens de la commune ont refusé le texte à 50,7 pour cent. Wynau a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/CHE_Wynau_COA.svg/500px-CHE_Wynau_COA.svg.png"
351,35.3,35.3,64.7,"Berne (BE)","A Berne, les citoyens rejettent à 64,7 pour cent l'initiative ""pour une alimentation sûre"". Berne a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/CHE_Bern_BE_COA.svg/960px-CHE_Bern_BE_COA.svg.png"
352,33.2,33.2,66.8,"Bolligen (BE)","L'initiative ""pour une alimentation sûre"" est refusée à 66,8 pour cent à Bolligen. Bolligen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/CHE_Bolligen_COA.svg/500px-CHE_Bolligen_COA.svg.png"
353,64.1,64.1,35.9,"Bremgarten bei Bern (BE)","Bremgarten bei Bern dit oui à 64,1 pour cent à l'initiative ""pour une alimentation sûre"". Bremgarten bei Bern a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1f/CHE_Bremgarten_bei_Bern_COA.svg/500px-CHE_Bremgarten_bei_Bern_COA.svg.png"
354,51.1,51.1,48.9,"Kirchlindach (BE)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 51,1 pour cent de oui à Kirchlindach. Kirchlindach a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/CHE_Kirchlindach_COA.svg/500px-CHE_Kirchlindach_COA.svg.png"
355,52.6,52.6,47.4,"Köniz (BE)","Les habitants de Köniz acceptent à 52,6 pour cent l'initiative ""pour une alimentation sûre"". Köniz a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/CHE_K%C3%B6niz_COA.svg/960px-CHE_K%C3%B6niz_COA.svg.png"
356,46.2,46.2,53.8,"Muri bei Bern (BE)","Les habitants de Muri bei Bern s'opposent à l'initiative ""pour une alimentation sûre"" par 53,8 pour cent des voix. Muri bei Bern a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/85/CHE_Muri_bei_Bern_COA.svg/500px-CHE_Muri_bei_Bern_COA.svg.png"
357,74.9,74.9,25.1,"Oberbalm (BE)","Les habitants d'Oberbalm soutiennent à 74,9 pour cent l'initiative ""pour une alimentation sûre"". Oberbalm a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Oberbalm_COA.svg/500px-CHE_Oberbalm_COA.svg.png"
358,24.1,24.1,75.9,"Stettlen (BE)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Stettlen. Ils ont refusé le texte à 75,9 pour cent. Stettlen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9d/CHE_Stettlen_COA.svg/500px-CHE_Stettlen_COA.svg.png"
359,26.7,26.7,73.3,"Vechigen (BE)","L'initiative ""pour une alimentation sûre"" est refusée à 73,3 pour cent à Vechigen. Vechigen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/df/CHE_Vechigen_COA.svg/500px-CHE_Vechigen_COA.svg.png"
360,19.9,19.9,80.1,"Wohlen bei Bern (BE)","Les habitants de Wohlen bei Bern s'opposent à l'initiative ""pour une alimentation sûre"" par 80,1 pour cent des voix. Wohlen bei Bern a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/CHE_Wohlen_bei_Bern_COA.svg/500px-CHE_Wohlen_bei_Bern_COA.svg.png"
361,71.2,71.2,28.8,"Zollikofen (BE)","L'initiative ""pour une alimentation sûre"" est approuvée à Zollikofen par 71,2 pour cent des votants. Zollikofen a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/CHE_Zollikofen_COA.svg/500px-CHE_Zollikofen_COA.svg.png"
362,48.2,48.2,51.8,"Ittigen (BE)","La population d'Ittigen rejette à 51,8 pour cent des voix l'initiative ""pour une alimentation sûre"". Ittigen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/CHE_Ittigen_COA.svg/960px-CHE_Ittigen_COA.svg.png"
363,89.1,89.1,10.9,"Ostermundigen (BE)","La population d'Ostermundigen approuve à 89,1 pour cent l'initiative ""pour une alimentation sûre"". Ostermundigen a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Ostermundigen_COA.svg/500px-CHE_Ostermundigen_COA.svg.png"
371,41.7,41.7,58.3,"Bienne (BE)","Les habitants de Bienne s'opposent à l'initiative ""pour une alimentation sûre"" par 58,3 pour cent des voix. Bienne a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/CHE_Biel_COA.svg/960px-CHE_Biel_COA.svg.png"
372,28.8,28.8,71.2,"Evilard (BE)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Evilard. Les citoyens de la commune ont refusé le texte à 71,2 pour cent. Evilard a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/CHE_Evilard_COA.svg/500px-CHE_Evilard_COA.svg.png"
381,62.4,62.4,37.6,"Arch (BE)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 62,4 pour cent de oui à Arch. Arch a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/CHE_Arch_COA.svg/500px-CHE_Arch_COA.svg.png"
382,45.1,45.1,54.9,"Büetigen (BE)","A Büetigen, les citoyens rejettent à 54,9 pour cent l'initiative ""pour une alimentation sûre"". Büetigen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/CHE_B%C3%BCetigen_COA.svg/500px-CHE_B%C3%BCetigen_COA.svg.png"
383,7.3,7.3,92.7,"Büren an der Aare (BE)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Büren an der Aare. Les citoyens de la commune ont refusé le texte à 92,7 pour cent. Büren an der Aare a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/55/CHE_B%C3%BCren_an_der_Aare_COA.svg/500px-CHE_B%C3%BCren_an_der_Aare_COA.svg.png"
385,93.8,93.8,6.2,"Diessbach bei Büren (BE)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 93,8 pour cent de oui à Diessbach bei Büren. Diessbach bei Büren a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/CHE_Diessbach_bei_B%C3%BCren_COA.svg/500px-CHE_Diessbach_bei_B%C3%BCren_COA.svg.png"
386,11.5,11.5,88.5,"Dotzigen (BE)","C'est non à l'initiative ""pour une alimentation sûre"" à Dotzigen. Les habitants ont refusé le texte à 88,5 pour cent. Dotzigen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/aa/CHE_Dotzigen_BE_COA.svg/500px-CHE_Dotzigen_BE_COA.svg.png"
387,97.7,97.7,2.3,"Longeau (BE)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 97,7 pour cent de oui à Longeau. Longeau a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/CHE_Lengnau_BE_COA.svg/500px-CHE_Lengnau_BE_COA.svg.png"
388,60.2,60.2,39.8,"Leuzigen (BE)","L'initiative ""pour une alimentation sûre"" est approuvée à Leuzigen par 60,2 pour cent des votants. Leuzigen a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/ba/CHE_Leuzigen_COA.svg/500px-CHE_Leuzigen_COA.svg.png"
390,59.3,59.3,40.7,"Meinisberg (BE)","Les habitants de Meinisberg acceptent à 59,3 pour cent l'initiative ""pour une alimentation sûre"". Meinisberg a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/99/CHE_Meinisberg_COA.svg/500px-CHE_Meinisberg_COA.svg.png"
391,59.7,59.7,40.3,"Oberwil bei Büren (BE)","L'initiative ""pour une alimentation sûre"" est approuvée à Oberwil bei Büren par 59,7 pour cent des votants. Oberwil bei Büren a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/CHE_Oberwil_bei_B%C3%BCren_COA.svg/960px-CHE_Oberwil_bei_B%C3%BCren_COA.svg.png"
392,9,9,91,"Perles (BE)","L'initiative ""pour une alimentation sûre"" est refusée à 91 pour cent à Perles. Perles a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bc/CHE_Pieterlen_COA.svg/500px-CHE_Pieterlen_COA.svg.png"
393,44.5,44.5,55.5,"Rüti bei Büren (BE)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Rüti bei Büren. Ils ont refusé le texte à 55,5 pour cent. Rüti bei Büren a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/18/CHE_R%C3%BCti_bei_B%C3%BCren_COA.svg/500px-CHE_R%C3%BCti_bei_B%C3%BCren_COA.svg.png"
394,40.1,40.1,59.9,"Wengi (BE)","L'initiative ""pour une alimentation sûre"" est refusée à 59,9 pour cent à Wengi. Wengi a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/CHE_Wengi_COA.svg/500px-CHE_Wengi_COA.svg.png"
401,48.9,48.9,51.1,"Aefligen (BE)","C'est non à l'initiative ""pour une alimentation sûre"" à Aefligen. Les habitants ont refusé le texte à 51,1 pour cent. Aefligen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/57/CHE_Aefligen_COA.svg/500px-CHE_Aefligen_COA.svg.png"
402,44.9,44.9,55.1,"Alchenstorf (BE)","L'initiative ""pour une alimentation sûre"" est refusée à 55,1 pour cent à Alchenstorf. Alchenstorf a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/65/CHE_Alchenstorf_COA.svg/500px-CHE_Alchenstorf_COA.svg.png"
403,98,98,2,"Bäriswil (BE)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 98 pour cent de oui à Bäriswil. Bäriswil a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/CHE_B%C3%A4riswil_COA.svg/500px-CHE_B%C3%A4riswil_COA.svg.png"
404,50.5,50.5,49.5,"Berthoud (BE)","A Berthoud, les habitants disent oui à 50,5 pour cent à l'initiative ""pour une alimentation sûre"". Berthoud a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/CHE_Burgdorf_BE_COA.svg/500px-CHE_Burgdorf_BE_COA.svg.png"
405,53.8,53.8,46.2,"Ersigen (BE)","La population d'Ersigen approuve à 53,8 pour cent l'initiative ""pour une alimentation sûre"". Ersigen a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0c/CHE_Ersigen_COA.svg/500px-CHE_Ersigen_COA.svg.png"
406,22.8,22.8,77.2,"Hasle bei Burgdorf (BE)","La population de Hasle bei Burgdorf rejette à 77,2 pour cent des voix l'initiative ""pour une alimentation sûre"". Hasle bei Burgdorf a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5e/CHE_Hasle_bei_Burgdorf_COA.svg/500px-CHE_Hasle_bei_Burgdorf_COA.svg.png"
407,29.4,29.4,70.6,"Heimiswil (BE)","A Heimiswil, les citoyens rejettent à 70,6 pour cent l'initiative ""pour une alimentation sûre"". Heimiswil a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ca/CHE_Heimiswil_COA.svg/500px-CHE_Heimiswil_COA.svg.png"
409,35.8,35.8,64.2,"Hindelbank (BE)","C'est non à l'initiative ""pour une alimentation sûre"" à Hindelbank. Les habitants ont refusé le texte à 64,2 pour cent. Hindelbank a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/CHE_Hindelbank_COA.svg/500px-CHE_Hindelbank_COA.svg.png"
410,64.1,64.1,35.9,"Höchstetten (BE)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 64,1 pour cent de oui à Höchstetten. Höchstetten a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/CHE_H%C3%B6chstetten_COA.svg/500px-CHE_H%C3%B6chstetten_COA.svg.png"
411,77.3,77.3,22.7,"Kernenried (BE)","L'initiative ""pour une alimentation sûre"" passe la rampe avec 77,3 pour cent de oui à Kernenried. Kernenried a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Kernenried_COA.svg/500px-CHE_Kernenried_COA.svg.png"
412,48.1,48.1,51.9,"Kirchberg (BE)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Kirchberg (BE). Les citoyens de la commune ont refusé le texte à 51,9 pour cent. Kirchberg (BE) a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1d/CHE_Kirchberg_BE_COA.svg/960px-CHE_Kirchberg_BE_COA.svg.png"
413,30.9,30.9,69.1,"Koppigen (BE)","La population de Koppigen rejette à 69,1 pour cent des voix l'initiative ""pour une alimentation sûre"". Koppigen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/CHE_Koppigen_COA.svg/500px-CHE_Koppigen_COA.svg.png"
414,19.6,19.6,80.4,"Krauchthal (BE)","A Krauchthal, les citoyens rejettent à 80,4 pour cent l'initiative ""pour une alimentation sûre"". Krauchthal a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/CHE_Krauchthal_COA.svg/500px-CHE_Krauchthal_COA.svg.png"
415,65.9,65.9,34.1,"Lyssach (BE)","Lyssach dit oui à 65,9 pour cent à l'initiative ""pour une alimentation sûre"". Lyssach a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3a/CHE_Lyssach_COA.svg/500px-CHE_Lyssach_COA.svg.png"
418,14.8,14.8,85.2,"Oberburg (BE)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens d'Oberburg. Ils ont refusé le texte à 85,2 pour cent. Oberburg a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e3/CHE_Oberburg_COA.svg/960px-CHE_Oberburg_COA.svg.png"
420,35.2,35.2,64.8,"Rüdtligen-Alchenflüh (BE)","L'initiative ""pour une alimentation sûre"" n'a pas convaincu à Rüdtligen-Alchenflüh. Les citoyens de la commune ont refusé le texte à 64,8 pour cent. Rüdtligen-Alchenflüh a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_R%C3%BCdtligen-Alchenfl%C3%BCh_COA.svg/500px-CHE_R%C3%BCdtligen-Alchenfl%C3%BCh_COA.svg.png"
421,70.8,70.8,29.2,"Rumendingen (BE)","La population de Rumendingen approuve à 70,8 pour cent l'initiative ""pour une alimentation sûre"". Rumendingen a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/CHE_Rumendingen_COA.svg/500px-CHE_Rumendingen_COA.svg.png"
422,72.9,72.9,27.1,"Rüti bei Lyssach (BE)","A Rüti bei Lyssach, les habitants disent oui à 72,9 pour cent à l'initiative ""pour une alimentation sûre"". Rüti bei Lyssach a dit oui à l'initiative, mais le canton a voté non.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d8/CHE_R%C3%BCti_bei_Lyssach_COA.svg/500px-CHE_R%C3%BCti_bei_Lyssach_COA.svg.png"
423,47.4,47.4,52.6,"Willadingen (BE)","L'initiative ""pour une alimentation sûre"" n'a pas trouvé grâce aux yeux des citoyens de Willadingen. Ils ont refusé le texte à 52,6 pour cent. Willadingen a dit non à l'initiative, tout comme le canton.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a7/CHE_Willadingen_COA.svg/500px-CHE_Willadingen_COA.svg.png"
