"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de","link_wappen"
5434,29.6,29.6,70.4,"Saint-George VD","In Saint-George ist die Steuersenkung von 12 Prozent mit 70,4 Prozent der Stimmen gescheitert. Abweichung: Saint-George verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/CHE_Saint-George_COA.svg/500px-CHE_Saint-George_COA.svg.png"
5435,64.7,64.7,35.3,"Saint-Livres VD","Die Vorlage zur Steuersenkung von 12 Prozent ist in Saint-Livres mit 64,7 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Waadt stimmt Saint-Livres der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/CHE_Saint-Livres_COA.svg/500px-CHE_Saint-Livres_COA.svg.png"
5436,55.7,55.7,44.3,"Saint-Oyens VD","Die Steuersenkung von 12 Prozent erreicht in Saint-Oyens 55,7 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Waadt stimmt Saint-Oyens der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2e/CHE_Saint-Oyens_COA.svg/500px-CHE_Saint-Oyens_COA.svg.png"
5437,72.1,72.1,27.9,"Saubraz VD","Die Vorlage zur Steuersenkung von 12 Prozent ist in Saubraz mit 72,1 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Waadt stimmt Saubraz der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_Saubraz_COA.svg/500px-CHE_Saubraz_COA.svg.png"
5451,88.9,88.9,11.1,"Avenches VD","Die Vorlage zur Steuersenkung von 12 Prozent ist in Avenches mit 88,9 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Waadt stimmt Avenches der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/CHE_Avenches_COA.svg/500px-CHE_Avenches_COA.svg.png"
5456,69.3,69.3,30.7,"Cudrefin VD","Die Vorlage zur Steuersenkung von 12 Prozent ist in Cudrefin mit 69,3 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Waadt stimmt Cudrefin der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Cudrefin_COA.svg/500px-CHE_Cudrefin_COA.svg.png"
5458,37.4,37.4,62.6,"Faoug VD","Nein zur Steuersenkung von 12 Prozent in Faoug: 62,6 Prozent. Abweichung: Faoug verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/CHE_Faoug_COA.svg/500px-CHE_Faoug_COA.svg.png"
5464,38.5,38.5,61.5,"Vully-les-Lacs VD","In Vully-les-Lacs ist die Steuersenkung von 12 Prozent mit 61,5 Prozent der Stimmen gescheitert. Abweichung: Vully-les-Lacs verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_Vully-les-Lacs_COA.svg/500px-CHE_Vully-les-Lacs_COA.svg.png"
5471,42.2,42.2,57.8,"Bettens VD","In Bettens ist die Steuersenkung von 12 Prozent mit 57,8 Prozent der Stimmen gescheitert. Abweichung: Bettens verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/CHE_Bettens_COA.svg/500px-CHE_Bettens_COA.svg.png"
5472,46.3,46.3,53.7,"Bournens VD","Nein zur Steuersenkung von 12 Prozent in Bournens: 53,7 Prozent. Abweichung: Bournens verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/CHE_Bournens_COA.svg/500px-CHE_Bournens_COA.svg.png"
5473,78.3,78.3,21.7,"Boussens VD","Ja zur Steuersenkung von 12 Prozent in Boussens: 78,3 Prozent. Übereinstimmend mit dem Kanton Waadt stimmt Boussens der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b5/CHE_Boussens_COA.svg/500px-CHE_Boussens_COA.svg.png"
5474,52.4,52.4,47.6,"La Chaux (Cossonay) VD","Ja zur Steuersenkung von 12 Prozent in La Chaux (Cossonay): 52,4 Prozent. Übereinstimmend mit dem Kanton Waadt stimmt La Chaux (Cossonay) der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/CHE_La_Chaux_%28Cossonay%29_COA.svg/500px-CHE_La_Chaux_%28Cossonay%29_COA.svg.png"
5475,6.6,6.6,93.4,"Chavannes-le-Veyron VD","In Chavannes-le-Veyron hat die Steuersenkung von 12 Prozent keine Mehrheit gefunden: 93,4 Prozent lehnen die Vorlage ab. Abweichung: Chavannes-le-Veyron verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_Chavannes-le-Veyron_COA.svg/500px-CHE_Chavannes-le-Veyron_COA.svg.png"
5476,68.5,68.5,31.5,"Chevilly VD","Die Steuersenkung von 12 Prozent erreicht in Chevilly 68,5 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Waadt stimmt Chevilly der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7b/CHE_Chevilly_COA.svg/500px-CHE_Chevilly_COA.svg.png"
5477,49,49,51,"Cossonay VD","In Cossonay hat die Steuersenkung von 12 Prozent keine Mehrheit gefunden: 51 Prozent lehnen die Vorlage ab. Abweichung: Cossonay verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/a/af/CHE_Cossonay_COA.svg/500px-CHE_Cossonay_COA.svg.png"
5479,58.4,58.4,41.6,"Cuarnens VD","Die Steuersenkung von 12 Prozent erreicht in Cuarnens 58,4 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Waadt stimmt Cuarnens der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/CHE_Cuarnens_COA.svg/500px-CHE_Cuarnens_COA.svg.png"
5480,73.7,73.7,26.3,"Daillens VD","Die Steuersenkung von 12 Prozent erreicht in Daillens 73,7 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Waadt stimmt Daillens der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/66/CHE_Daillens_COA.svg/500px-CHE_Daillens_COA.svg.png"
5481,45.6,45.6,54.4,"Dizy VD","In Dizy hat die Steuersenkung von 12 Prozent keine Mehrheit gefunden: 54,4 Prozent lehnen die Vorlage ab. Abweichung: Dizy verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/CHE_Dizy_COA.svg/500px-CHE_Dizy_COA.svg.png"
5482,57.2,57.2,42.8,"Eclépens VD","Ja zur Steuersenkung von 12 Prozent in Eclépens: 57,2 Prozent. Übereinstimmend mit dem Kanton Waadt stimmt Eclépens der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/CHE_Ecl%C3%A9pens_COA.svg/500px-CHE_Ecl%C3%A9pens_COA.svg.png"
5483,55.7,55.7,44.3,"Ferreyres VD","Die Vorlage zur Steuersenkung von 12 Prozent ist in Ferreyres mit 55,7 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Waadt stimmt Ferreyres der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/32/CHE_Ferreyres_COA.svg/500px-CHE_Ferreyres_COA.svg.png"
5484,26,26,74,"Gollion VD","In Gollion ist die Steuersenkung von 12 Prozent mit 74 Prozent der Stimmen gescheitert. Abweichung: Gollion verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/CHE_Gollion_COA.svg/500px-CHE_Gollion_COA.svg.png"
5485,36.1,36.1,63.9,"Grancy VD","In Grancy hat die Steuersenkung von 12 Prozent keine Mehrheit gefunden: 63,9 Prozent lehnen die Vorlage ab. Abweichung: Grancy verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b0/CHE_Grancy_COA.svg/500px-CHE_Grancy_COA.svg.png"
5486,41.2,41.2,58.8,"L'Isle VD","Nein zur Steuersenkung von 12 Prozent in L'Isle: 58,8 Prozent. Abweichung: L'Isle verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b1/CHE_L%27Isle_COA.svg/500px-CHE_L%27Isle_COA.svg.png"
5487,68.9,68.9,31.1,"Lussery-Villars VD","Ja zur Steuersenkung von 12 Prozent in Lussery-Villars: 68,9 Prozent. Übereinstimmend mit dem Kanton Waadt stimmt Lussery-Villars der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/CHE_Lussery-Villars_COA.svg/500px-CHE_Lussery-Villars_COA.svg.png"
5488,37.7,37.7,62.3,"Mauraz VD","In Mauraz hat die Steuersenkung von 12 Prozent keine Mehrheit gefunden: 62,3 Prozent lehnen die Vorlage ab. Abweichung: Mauraz verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c4/CHE_Mauraz_COA.svg/500px-CHE_Mauraz_COA.svg.png"
5489,53.8,53.8,46.2,"Mex VD","Die Steuersenkung von 12 Prozent erreicht in Mex VD 53,8 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Waadt stimmt Mex VD der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/CHE_Mex_VD_COA.svg/500px-CHE_Mex_VD_COA.svg.png"
5490,22.1,22.1,77.9,"Moiry VD","In Moiry hat die Steuersenkung von 12 Prozent keine Mehrheit gefunden: 77,9 Prozent lehnen die Vorlage ab. Abweichung: Moiry verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Moiry_COA.svg/500px-CHE_Moiry_COA.svg.png"
5491,83.9,83.9,16.1,"Mont-la-Ville VD","Ja zur Steuersenkung von 12 Prozent in Mont-la-Ville: 83,9 Prozent. Übereinstimmend mit dem Kanton Waadt stimmt Mont-la-Ville der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/23/CHE_Mont-la-Ville_COA.svg/500px-CHE_Mont-la-Ville_COA.svg.png"
5492,29.6,29.6,70.4,"Montricher VD","Nein zur Steuersenkung von 12 Prozent in Montricher: 70,4 Prozent. Abweichung: Montricher verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1b/CHE_Montricher_COA.svg/500px-CHE_Montricher_COA.svg.png"
5493,87.1,87.1,12.9,"Orny VD","Die Steuersenkung von 12 Prozent erreicht in Orny 87,1 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Waadt stimmt Orny der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/5/59/CHE_Orny_COA.svg/500px-CHE_Orny_COA.svg.png"
5495,49.9,49.9,50.1,"Penthalaz VD","In Penthalaz ist die Steuersenkung von 12 Prozent mit 50,1 Prozent der Stimmen gescheitert. Abweichung: Penthalaz verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/CHE_Penthalaz_COA.svg/500px-CHE_Penthalaz_COA.svg.png"
5496,57.1,57.1,42.9,"Penthaz VD","Die Steuersenkung von 12 Prozent erreicht in Penthaz 57,1 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Waadt stimmt Penthaz der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/CHE_Penthaz_COA.svg/500px-CHE_Penthaz_COA.svg.png"
5497,75.9,75.9,24.1,"Pompaples VD","Die Vorlage zur Steuersenkung von 12 Prozent ist in Pompaples mit 75,9 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Waadt stimmt Pompaples der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/CHE_Pompaples_COA.svg/500px-CHE_Pompaples_COA.svg.png"
5498,93.8,93.8,6.2,"La Sarraz VD","Die Vorlage zur Steuersenkung von 12 Prozent ist in La Sarraz mit 93,8 Prozent der Stimmen angenommen worden. Übereinstimmend mit dem Kanton Waadt stimmt La Sarraz der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/69/CHE_La_Sarraz_COA.svg/500px-CHE_La_Sarraz_COA.svg.png"
5499,45.7,45.7,54.3,"Senarclens VD","In Senarclens hat die Steuersenkung von 12 Prozent keine Mehrheit gefunden: 54,3 Prozent lehnen die Vorlage ab. Abweichung: Senarclens verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/CHE_Senarclens_COA.svg/500px-CHE_Senarclens_COA.svg.png"
5501,2.2,2.2,97.8,"Sullens VD","In Sullens ist die Steuersenkung von 12 Prozent mit 97,8 Prozent der Stimmen gescheitert. Abweichung: Sullens verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/CHE_Sullens_COA.svg/500px-CHE_Sullens_COA.svg.png"
5503,44.1,44.1,55.9,"Vufflens-la-Ville VD","In Vufflens-la-Ville ist die Steuersenkung von 12 Prozent mit 55,9 Prozent der Stimmen gescheitert. Abweichung: Vufflens-la-Ville verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/CHE_Vufflens-la-Ville_COA.svg/500px-CHE_Vufflens-la-Ville_COA.svg.png"
5511,53.9,53.9,46.1,"Assens VD","Die Steuersenkung von 12 Prozent erreicht in Assens 53,9 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Waadt stimmt Assens der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/CHE_Assens_COA.svg/500px-CHE_Assens_COA.svg.png"
5512,50.4,50.4,49.6,"Bercher VD","Die Steuersenkung von 12 Prozent erreicht in Bercher 50,4 Prozent Ja-Stimmen. Übereinstimmend mit dem Kanton Waadt stimmt Bercher der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2d/CHE_Bercher_COA.svg/500px-CHE_Bercher_COA.svg.png"
5514,33.5,33.5,66.5,"Bottens VD","Nein zur Steuersenkung von 12 Prozent in Bottens: 66,5 Prozent. Abweichung: Bottens verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/CHE_Bottens_COA.svg/500px-CHE_Bottens_COA.svg.png"
5515,80.4,80.4,19.6,"Bretigny-sur-Morrens VD","Ja zur Steuersenkung von 12 Prozent in Bretigny-sur-Morrens: 80,4 Prozent. Übereinstimmend mit dem Kanton Waadt stimmt Bretigny-sur-Morrens der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/CHE_Bretigny-sur-Morrens_COA.svg/500px-CHE_Bretigny-sur-Morrens_COA.svg.png"
5516,44,44,56,"Cugy VD","In Cugy VD ist die Steuersenkung von 12 Prozent mit 56 Prozent der Stimmen gescheitert. Abweichung: Cugy VD verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6b/CHE_Cugy_VD_COA.svg/500px-CHE_Cugy_VD_COA.svg.png"
5518,18.1,18.1,81.9,"Echallens VD","In Echallens ist die Steuersenkung von 12 Prozent mit 81,9 Prozent der Stimmen gescheitert. Abweichung: Echallens verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/7/70/CHE_Echallens_COA.svg/500px-CHE_Echallens_COA.svg.png"
5520,61.1,61.1,38.9,"Essertines-sur-Yverdon VD","Ja zur Steuersenkung von 12 Prozent in Essertines-sur-Yverdon: 61,1 Prozent. Übereinstimmend mit dem Kanton Waadt stimmt Essertines-sur-Yverdon der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/CHE_Essertines-sur-Yverdon_COA.svg/500px-CHE_Essertines-sur-Yverdon_COA.svg.png"
5521,35.2,35.2,64.8,"Etagnières VD","In Etagnières ist die Steuersenkung von 12 Prozent mit 64,8 Prozent der Stimmen gescheitert. Abweichung: Etagnières verwirft die Steuersenkung von 12 Prozent, der Kanton Waadt stimmt zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/1/15/CHE_%C3%89tagni%C3%A8res_COA.svg/500px-CHE_%C3%89tagni%C3%A8res_COA.svg.png"
5522,67.9,67.9,32.1,"Fey VD","Ja zur Steuersenkung von 12 Prozent in Fey: 67,9 Prozent. Übereinstimmend mit dem Kanton Waadt stimmt Fey der Steuersenkung von 12 Prozent zu.","https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bb/CHE_Fey_COA.svg/500px-CHE_Fey_COA.svg.png"
